customer_id,customer_name,customer_type,industry,city,state,country,registration_date,customer_status
f6466357-52e2-42f7-8e52-ccf83cedf34f,Apex Industries 26,Individual,Pharma,Mumbai,West Bengal,India,2022-12-13,Active
327bc5d2-c375-4cb3-902e-3e882ba64b98,Vertex Trading 27,Business,Retail,Felixstowe,Felixstowe,United Kingdom,2021-04-24,Active
f3c559d9-584e-48e5-b7bc-d75f34bc8d6d,Prime Imports 28,Business,Textiles,Hamburg,Hamburg,Germany,2025-03-16,Active
6462f8b8-de74-4ac1-a0f3-afa72a037ed8,Omni Logistics 29,Business,Food Processing,Amsterdam,Amsterdam,Netherlands,2018-10-02,Active
dcbde161-3836-4da5-87f7-2d628566d7f1,Prime Trading 30,Business,Pharma,Tokyo,Tokyo,Japan,2023-02-08,Active
352f45db-c7df-41ff-847b-bce260abfa28,Omni Logistics 31,Business,Electronics,London,London,United Kingdom,2022-07-08,Active
a2e2a9fe-5581-4d30-b291-dace50d5a33d,Zenith Retail 32,Business,Chemicals,Hamburg,Hamburg,Germany,2021-09-16,Active
f278e7f1-ffbd-46c5-8bb6-8fc2d37c3170,Apex Industries 33,Business,Textiles,Busan,Busan,South Korea,2022-08-29,Active
664c6799-1c90-4df0-9c86-3b4a2319bb1f,Prime Trading 34,Business,Food Processing,Dubai,Dubai,UAE,2025-10-31,Active
84fab1ec-caa4-4067-8d1e-918bfa013bd4,Nexa Exports 35,Individual,Industrial Machinery,Sharjah,Sharjah,UAE,2018-04-19,Active
28646c75-9c4d-443c-ba82-48bee9e00aa9,Trident Trading 36,Business,FMCG,Seoul,Seoul,South Korea,2018-05-29,Active
ffeec304-5bb1-4524-9bee-5136178240bf,Apex Trading 37,Business,Food Processing,Singapore,Singapore,Singapore,2019-11-08,Inactive
8e5c450f-7d24-4577-831b-04e1eb1bff29,Omni Exports 38,Business,Pharma,New York,New York,United States,2022-04-22,Active
c913f27d-1d73-42e9-a795-713a3f1fea92,Nexa Retail 39,Individual,Textiles,Los Angeles,Los Angeles,United States,2025-03-29,Active
10d2a166-165d-4f0d-ad58-89e25810ce91,Zenith Exports 40,Business,Retail,Busan,Busan,South Korea,2024-10-14,Inactive
c5c33e0a-b7f2-46c1-98be-67e331c1bfad,Omni Logistics 41,Business,FMCG,Manchester,Manchester,United Kingdom,2021-11-16,Active
c095389b-f6f9-4def-b2f0-8bb8951469f4,Omni Trading 42,Business,Textiles,New York,New York,United States,2018-04-06,Active
3f5017c1-4874-4f54-b946-c846be8eb0e1,Prime Industries 43,Business,Textiles,Mumbai,Delhi,India,2023-06-06,Active
bdc1927f-a801-4e2a-92be-7eaf4b378d7a,Apex Industries 44,Individual,FMCG,Rotterdam,Rotterdam,Netherlands,2020-03-02,Active
cf4455ca-40b3-4656-913a-d6c60bacb23d,Nexa Logistics 45,Business,Automotive,Felixstowe,Felixstowe,United Kingdom,2023-02-12,Active
f3f3fdba-6281-4b2f-9d17-88e50e5e6042,Nexa Exports 46,Business,Industrial Machinery,Shenzhen,Shenzhen,China,2018-09-19,Active
283a2b41-9465-41e2-864c-07a7a1cd08ce,Omni Exports 47,Business,Chemicals,New York,New York,United States,2021-06-22,Active
841d69d7-2c2a-4e68-889a-82fa36f10e63,Trident Exports 48,Individual,Automotive,Ningbo,Ningbo,China,2021-01-28,Active
8329f788-9357-4a66-b08e-9d79efb458e3,Global Retail 49,Business,Retail,Tokyo,Tokyo,Japan,2025-06-25,Active
6efa0792-433f-4c60-a7de-b7310a4f2448,Zenith Imports 50,Business,Electronics,Busan,Busan,South Korea,2018-08-11,Active
d5822985-1455-429e-9db8-abb15ed1edfe,Nexa Logistics 51,Business,E-commerce,Felixstowe,Felixstowe,United Kingdom,2019-04-14,Active
1a8c7145-9e74-4abe-bd3c-fcd14d904017,Trident Retail 52,Business,E-commerce,London,London,United Kingdom,2018-03-25,Active
a3f46cde-983d-4d21-a089-0d28cb1c3eea,Omni Exports 53,Business,E-commerce,Sharjah,Sharjah,UAE,2021-08-05,Active
7821b971-2a15-4006-bce3-b73c5ff76bc4,Global Imports 54,Individual,Food Processing,Osaka,Osaka,Japan,2019-09-23,Active
43262084-0fdb-4729-a016-1f493d3c7e44,Vertex Exports 55,Business,FMCG,Amsterdam,Amsterdam,Netherlands,2022-12-28,Active
8b131f37-bb0c-460f-acb6-e9fa6869e3e1,Vertex Logistics 56,Business,Industrial Machinery,Chennai,Telangana,India,2022-06-19,Active
5f8526fd-7902-467a-9765-825689e8573b,Apex Logistics 57,Business,Industrial Machinery,Seoul,Seoul,South Korea,2023-03-05,Active
f048271c-2095-4bcd-b897-6aa7ddeb61a3,Omni Imports 58,Business,Electronics,Abu Dhabi,Abu Dhabi,UAE,2018-04-23,Active
89e4fcf8-a131-4ee5-a3a8-cabd0dc9f142,Vertex Exports 59,Business,Electronics,Osaka,Osaka,Japan,2023-02-19,Active
a2a26f94-1d9e-4ce0-825d-2048ec41548e,Apex Imports 60,Business,Industrial Machinery,Bremen,Bremen,Germany,2019-04-11,Active
3c6749c0-e6fa-454a-a33f-6ccf4c182a56,Global Imports 61,Business,Industrial Machinery,Incheon,Incheon,South Korea,2022-09-01,Active
d1b71d8e-53e8-4421-a041-712cd922b89c,Prime Trading 62,Business,Retail,Shenzhen,Shenzhen,China,2019-03-14,Active
f54748e0-4bc2-47c9-aa2b-26b9a16e73ab,Prime Trading 63,Business,Automotive,Felixstowe,Felixstowe,United Kingdom,2023-03-21,Active
2c89079c-1056-4d8c-a12e-f4b7b05c20dc,Prime Imports 64,Business,Electronics,Shenzhen,Shenzhen,China,2020-03-18,Active
928267a5-fb1c-437a-82d2-b18f9c3c18ac,Apex Logistics 65,Business,Industrial Machinery,Chennai,Telangana,India,2020-07-28,Active
6f5d6c6b-9973-4a99-b8db-a3148422e3c9,Prime Industries 66,Business,Automotive,Seoul,Seoul,South Korea,2018-10-20,Active
ca66d40d-bc64-4aa5-ac9b-eb16f9a78ffd,Vertex Exports 67,Business,E-commerce,Busan,Busan,South Korea,2021-10-14,Active
b9c382e9-b56e-4fb4-96f3-1a7efde78973,Vertex Exports 68,Business,FMCG,Dubai,Dubai,UAE,2021-04-14,Active
b240e4ed-ab85-4fac-b555-93fa06af98d4,Vertex Retail 69,Individual,Electronics,Busan,Busan,South Korea,2020-10-17,Active
ce74df4e-b589-4659-b723-585c53408b2a,Trident Logistics 70,Business,FMCG,Busan,Busan,South Korea,2025-02-03,Active
4d6428ab-dc1a-4a45-af66-e5f8885c5b83,Trident Retail 71,Individual,Industrial Machinery,Manchester,Manchester,United Kingdom,2021-11-20,Active
7c202950-8d76-4679-8bc0-d2678ef24294,Trident Trading 72,Business,E-commerce,Singapore,Singapore,Singapore,2018-07-31,Active
01dbd13c-cc7b-4b74-960f-566b44d30ae7,Trident Exports 73,Business,Automotive,Osaka,Osaka,Japan,2018-10-01,Active
bf60fd51-30a6-4e0f-b688-8be9c5a9799e,Trident Exports 74,Business,Chemicals,Guangzhou,Guangzhou,China,2023-05-23,Inactive
51a380ec-b1d6-4cc3-b00c-a9c15bee60e3,Omni Logistics 75,Individual,E-commerce,Manchester,Manchester,United Kingdom,2020-04-28,Active
f949fa88-88df-4341-8660-979e4ac7e103,Zenith Industries 76,Business,Food Processing,Manchester,Manchester,United Kingdom,2025-02-09,Active
ef24516b-b8fc-4371-97e3-b2e2351d1017,Prime Imports 77,Business,Pharma,Seoul,Seoul,South Korea,2018-04-05,Active
1fad66f9-8bff-406c-b1bd-59ed909e11a3,Global Exports 78,Business,Industrial Machinery,Shanghai,Shanghai,China,2022-12-29,Active
6f4fb620-496c-4b3f-a9a3-08a914cd3872,Nexa Logistics 79,Business,Automotive,Shenzhen,Shenzhen,China,2021-07-12,Active
9acc1782-58d7-45ec-9164-6391e2b396dd,Nexa Trading 80,Business,Electronics,Bremen,Bremen,Germany,2022-05-30,Active
b7dff028-52ea-4c9b-a2a5-669865b9d641,Apex Trading 81,Business,Chemicals,Bengaluru,Telangana,India,2023-05-15,Active
d2f47baf-eddf-40b1-9e5a-a9685d7b572a,Global Trading 82,Business,Retail,Frankfurt,Frankfurt,Germany,2018-03-31,Active
1338c0a2-953a-4d67-8592-97c34dbb2aca,Apex Industries 83,Business,Retail,Rotterdam,Rotterdam,Netherlands,2022-04-13,Active
53856697-d09f-4bfd-801e-ce7734329291,Global Logistics 84,Individual,FMCG,Houston,Houston,United States,2025-07-01,Active
5ae738a1-f46c-4562-a7c5-7022cb6fe1b2,Nexa Exports 85,Business,Textiles,Shanghai,Shanghai,China,2025-09-17,Active
45e4b9b1-0630-493f-a616-33b87b37766d,Zenith Industries 86,Business,Electronics,Manchester,Manchester,United Kingdom,2022-05-29,Active
8c828798-5ed8-44e6-b844-95d8af40ea38,Omni Retail 87,Business,Food Processing,Frankfurt,Frankfurt,Germany,2021-06-15,Active
9bfc43c3-cc95-483d-9961-306091b76518,Zenith Logistics 88,Business,Textiles,Hamburg,Hamburg,Germany,2020-12-03,Active
898d672f-386d-457c-b340-56548fe3df83,Vertex Trading 89,Individual,Textiles,Kolkata,Delhi,India,2025-09-16,Active
9818e74d-19dd-4f37-96ad-ae4883b417ff,Global Trading 90,Individual,Chemicals,Ningbo,Ningbo,China,2024-12-30,Active
81b108d2-c689-405d-ae6e-c52058405120,Nexa Trading 91,Business,Food Processing,Singapore,Singapore,Singapore,2025-09-04,Active
b36056c3-21cf-4e62-8f3f-ad9f07da63bc,Omni Logistics 92,Business,Chemicals,Felixstowe,Felixstowe,United Kingdom,2019-05-23,Active
d7268a79-a23a-449b-ba60-649fa052cbba,Omni Exports 93,Individual,Textiles,Shenzhen,Shenzhen,China,2023-08-14,Inactive
2940d517-28b2-472b-9658-1c5f38656394,Nexa Retail 94,Business,Food Processing,New York,New York,United States,2021-01-15,Active
b8850b8b-71a1-46a2-9ca5-a191f43fe385,Trident Industries 95,Business,Retail,Yokohama,Yokohama,Japan,2020-04-26,Active
ad804505-dfec-46fc-a24f-55d7435300e7,Apex Logistics 96,Business,Food Processing,Abu Dhabi,Abu Dhabi,UAE,2020-02-16,Active
47b3d470-43b4-4b40-bce3-2351cdd3a641,Zenith Logistics 97,Business,E-commerce,Rotterdam,Rotterdam,Netherlands,2022-11-09,Active
e93ce671-98a8-4e00-bc60-bddce9591b9a,Prime Logistics 98,Business,Chemicals,Guangzhou,Guangzhou,China,2023-12-06,Active
1f7b50e6-724d-4a2e-9915-6f37ec67c78f,Omni Trading 99,Business,Textiles,Rotterdam,Rotterdam,Netherlands,2021-02-15,Inactive
1bff4929-d5c0-47cd-8ac6-c35fd7aeecbe,Vertex Industries 100,Individual,E-commerce,Shanghai,Shanghai,China,2018-08-05,Active
5e9d5bce-7546-4b9b-8427-07e9307daec0,Prime Imports 101,Business,FMCG,Shenzhen,Shenzhen,China,2024-06-16,Active
67851839-158c-4af1-8cb0-578078dbe5ed,Omni Exports 102,Business,FMCG,Shanghai,Shanghai,China,2025-02-19,Active
7c91ba13-bd81-46de-b613-ffb29d981118,Apex Trading 103,Business,Retail,New York,New York,United States,2020-02-10,Active
dd8738e0-1a3b-4d89-a0cf-3be86c0eae53,Global Imports 104,Business,Retail,Ahmedabad,Gujarat,India,2023-09-09,Active
9480a16f-eb6f-4c06-aad1-cc17037b50fb,Apex Industries 105,Business,FMCG,New York,New York,United States,2023-07-10,Active
bb329006-5023-4599-b571-c106df5028ac,Nexa Retail 106,Business,Industrial Machinery,Rotterdam,Rotterdam,Netherlands,2024-05-17,Active
84c6cbb5-08b5-4317-b0d8-914756b96b3a,Prime Logistics 107,Business,Retail,Ningbo,Ningbo,China,2018-12-27,Active
71f9738e-d3a5-4da0-81ba-20978c70229c,Omni Logistics 108,Business,Electronics,Manchester,Manchester,United Kingdom,2020-05-10,Active
00306ebc-4db1-4e76-9d3f-2eb94af21d74,Global Industries 109,Business,E-commerce,Bremen,Bremen,Germany,2025-08-30,Active
84ead67b-1bb9-4248-8ce9-e8c647bfbd46,Nexa Exports 110,Business,Pharma,Ningbo,Ningbo,China,2021-05-19,Inactive
29b3002f-7add-41a5-8701-af7db94aeca3,Nexa Trading 111,Business,Chemicals,Sharjah,Sharjah,UAE,2019-02-09,Active
40f35e78-0796-4801-a6f7-fa28f6686d10,Global Industries 112,Business,Retail,Bremen,Bremen,Germany,2024-04-04,Active
91b23ba2-4085-42a9-bcda-d91f2b294072,Apex Logistics 113,Business,Electronics,Busan,Busan,South Korea,2019-01-10,Active
43abc0a5-eac5-4030-b804-6308bdf36e4b,Omni Imports 114,Business,Retail,Abu Dhabi,Abu Dhabi,UAE,2018-12-28,Active
d8635c18-aba1-401f-baa1-fb295ae4b167,Nexa Retail 115,Business,Automotive,Chicago,Chicago,United States,2022-11-24,Active
2704ca5a-2aa6-4291-8073-cc155b7a83d7,Nexa Retail 116,Business,FMCG,Hamburg,Hamburg,Germany,2018-02-21,Active
1cac02f1-b22e-4757-9768-0dfe1de37397,Trident Trading 117,Individual,Retail,Guangzhou,Guangzhou,China,2024-01-17,Active
f50990fa-a681-4d97-8072-79088d353c18,Nexa Imports 118,Business,Retail,Hamburg,Hamburg,Germany,2024-02-17,Active
c1cfe6ff-48c4-428c-a5f9-9f7b2aeca86e,Omni Logistics 119,Business,Electronics,Manchester,Manchester,United Kingdom,2025-10-18,Active
50eb7d4f-e910-4a96-a685-7bf556cb0a44,Trident Imports 120,Individual,Food Processing,Hamburg,Hamburg,Germany,2018-04-02,Active
ffd14c0c-8eaf-468e-ae25-5150b558bf59,Global Exports 121,Business,Industrial Machinery,Rotterdam,Rotterdam,Netherlands,2018-07-05,Active
51f05d57-cc06-4fc4-bbf5-3bbe8d292983,Global Imports 122,Individual,Pharma,Felixstowe,Felixstowe,United Kingdom,2019-06-07,Active
b2fc7a3c-d8b2-464c-89df-7965b18b973a,Prime Logistics 123,Business,FMCG,Bremen,Bremen,Germany,2025-03-14,Inactive
7b36517b-45fd-44ef-95f7-d865d9ffa7ca,Vertex Exports 124,Individual,Retail,Frankfurt,Frankfurt,Germany,2024-04-03,Active
5fd6add8-ca4b-40c6-80fb-0c7c3a015b0f,Apex Retail 125,Business,Food Processing,Osaka,Osaka,Japan,2019-09-11,Active
f014ee55-8450-4827-9cac-18db3f091aca,Omni Retail 126,Business,FMCG,Hamburg,Hamburg,Germany,2020-01-08,Active
2d9dc845-2883-4830-8f30-822b6008261d,Trident Retail 127,Business,Food Processing,Tokyo,Tokyo,Japan,2018-11-04,Active
898ad6e4-40e6-4805-a43c-8cd74c3dc54d,Zenith Logistics 128,Business,FMCG,Singapore,Singapore,Singapore,2021-01-27,Active
fc179ada-afb4-4a0b-a7a2-899de6cd7365,Nexa Logistics 129,Business,FMCG,New York,New York,United States,2025-05-05,Active
fb7bdf1a-991b-4458-be46-7ea983377230,Global Imports 130,Business,Textiles,Frankfurt,Frankfurt,Germany,2020-04-15,Active
a44bd1f7-c176-4ea4-9fde-9300c319a0e5,Trident Trading 131,Business,Chemicals,Osaka,Osaka,Japan,2025-09-27,Active
1df57cc3-736d-489a-8f23-f4bc74fc4cc3,Omni Industries 132,Business,Retail,Hyderabad,West Bengal,India,2022-06-28,Active
c9ddcb83-8fef-45c6-b3c9-9afbcf22a376,Vertex Industries 133,Individual,Pharma,Rotterdam,Rotterdam,Netherlands,2019-12-16,Active
0436a08a-f249-476a-ae96-4618fbdf9f5f,Prime Imports 134,Business,Retail,Rotterdam,Rotterdam,Netherlands,2019-01-06,Active
34282238-83ac-4b5c-9937-08f1f58a2458,Trident Industries 135,Business,FMCG,Dubai,Dubai,UAE,2022-12-04,Active
a35b83cc-829c-4779-8314-2195c044bbe0,Trident Trading 136,Business,Retail,Bremen,Bremen,Germany,2021-06-29,Inactive
d9fc634a-1540-43b1-bac8-d5023918237a,Nexa Logistics 137,Individual,Chemicals,Shanghai,Shanghai,China,2018-12-17,Active
e11a9f1a-2dac-4865-8d57-c7c458954003,Prime Exports 138,Business,Textiles,Sharjah,Sharjah,UAE,2018-07-19,Active
780bc0f9-fd2c-45f2-b246-5768fdf76ac5,Prime Retail 139,Business,Textiles,Mumbai,Maharashtra,India,2023-06-17,Active
3b576465-9b9b-44d0-9279-32b896c78d21,Global Logistics 140,Individual,Electronics,Kolkata,Karnataka,India,2020-11-01,Active
c5da6ef9-020f-46c1-b0f6-5d2792d90e0f,Omni Retail 141,Individual,Industrial Machinery,Ningbo,Ningbo,China,2020-03-09,Active
8e0bb7ca-57a5-4420-9acc-7ca6ae843495,Zenith Logistics 142,Business,Electronics,Singapore,Singapore,Singapore,2025-08-13,Active
70e2e3dc-ceb6-4882-aba2-8c220fb8da34,Zenith Retail 143,Business,Retail,Singapore,Singapore,Singapore,2021-03-23,Active
a4b01a61-987f-44be-8a70-4af66ab43c21,Omni Logistics 144,Business,Chemicals,Hyderabad,Delhi,India,2024-09-12,Active
a55f736f-8496-4b45-b630-46cbbd6537c7,Apex Industries 145,Business,Food Processing,Ahmedabad,Tamil Nadu,India,2024-10-03,Active
77c7f151-ab30-4fba-b9a2-7eff3c2a7012,Apex Logistics 146,Business,Pharma,Amsterdam,Amsterdam,Netherlands,2025-06-29,Active
0a9123b4-055d-40e1-a46f-a4cde4c15845,Omni Trading 147,Business,Electronics,Bremen,Bremen,Germany,2022-06-02,Active
2e12c999-ca2f-42b4-ade3-d56cf2f733f6,Global Retail 148,Business,FMCG,Abu Dhabi,Abu Dhabi,UAE,2023-02-26,Inactive
1051cb98-f138-4daa-85a0-0c5e02bf381d,Zenith Exports 149,Business,Electronics,Los Angeles,Los Angeles,United States,2023-04-08,Active
629da3a5-a518-4cc9-b254-93c82e15650d,Prime Logistics 150,Business,Automotive,Dubai,Dubai,UAE,2025-12-02,Active
2a4b97b5-c8ed-4797-92a4-f7f60b658185,Vertex Exports 151,Business,Pharma,Busan,Busan,South Korea,2025-10-31,Active
b166d862-16e2-40cb-8795-de81d0ba1196,Zenith Imports 152,Individual,Retail,Singapore,Singapore,Singapore,2025-01-09,Active
a2667b46-9d0f-4054-9dfa-a932b4babae3,Global Retail 153,Business,Chemicals,Chennai,Karnataka,India,2020-09-04,Active
2562d280-9650-4a3a-a3fb-9b25c27e1c5c,Trident Retail 154,Business,Pharma,Chennai,Maharashtra,India,2025-01-14,Active
37f07830-5f41-43c9-ab75-4325af89f558,Apex Trading 155,Business,Pharma,Singapore,Singapore,Singapore,2021-06-22,Active
2a8dc0df-8523-4bd7-b9cf-67c8d6b57bd8,Nexa Exports 156,Business,Pharma,Ningbo,Ningbo,China,2018-01-09,Active
1f95491e-06ef-4d53-be8f-c2d6db8d1925,Trident Exports 157,Business,Automotive,Rotterdam,Rotterdam,Netherlands,2025-06-07,Active
ad0d55f2-8501-44ef-a1bf-cbbaf4031051,Global Logistics 158,Business,Automotive,Sharjah,Sharjah,UAE,2020-11-22,Active
5c83fe37-ba9d-45b9-aa5b-c42523b08579,Nexa Logistics 159,Business,Pharma,Los Angeles,Los Angeles,United States,2018-03-07,Active
a5a85bfe-bf7e-4978-b2b1-6f5e7808cc03,Prime Industries 160,Business,Retail,Guangzhou,Guangzhou,China,2025-02-05,Active
edcf0a8f-f6de-4ebe-b30c-a5939f0480bd,Nexa Retail 161,Business,Chemicals,Ningbo,Ningbo,China,2019-05-20,Active
28586fc9-b440-40e4-84b3-8ce2147a86a3,Trident Industries 162,Business,Retail,Yokohama,Yokohama,Japan,2019-10-01,Active
4c36f003-2a83-4855-a0d0-7b41b6708d8d,Omni Exports 163,Business,Electronics,Rotterdam,Rotterdam,Netherlands,2019-01-29,Active
42dfb72f-0b08-4e92-98f0-009eba3f1e99,Trident Imports 164,Business,Textiles,Hamburg,Hamburg,Germany,2025-12-12,Active
83e30778-8865-4594-92c5-8bf9ff29d9f2,Vertex Trading 165,Business,Food Processing,Incheon,Incheon,South Korea,2018-10-04,Active
8cd2278e-ba0c-43af-a02a-b50d81510a05,Zenith Industries 166,Business,E-commerce,Tokyo,Tokyo,Japan,2018-04-13,Active
ab8b97c6-e7bd-4de3-a87f-1df72a479999,Omni Imports 167,Business,Retail,Rotterdam,Rotterdam,Netherlands,2018-05-14,Active
897d7a4a-885b-46be-a8d6-2009b431b60e,Zenith Trading 168,Individual,Industrial Machinery,Hamburg,Hamburg,Germany,2018-05-25,Active
c0176cdd-05e6-4478-a06e-26825e1d6425,Trident Imports 169,Business,E-commerce,Frankfurt,Frankfurt,Germany,2024-12-17,Active
46255fc3-6c6a-4cbd-905e-d253bf7f4a01,Omni Imports 170,Individual,Retail,Amsterdam,Amsterdam,Netherlands,2023-03-17,Active
b36288cc-e2cd-419f-b1e0-cb0ce6b928c2,Prime Industries 171,Business,FMCG,Abu Dhabi,Abu Dhabi,UAE,2019-05-10,Active
6a0af7e4-c743-444e-a959-afd5ea8a520d,Prime Industries 172,Business,Food Processing,Los Angeles,Los Angeles,United States,2024-05-01,Active
2f352afe-e741-4b38-a22c-4279277ec2a8,Global Retail 173,Individual,Industrial Machinery,Bremen,Bremen,Germany,2022-03-21,Active
be22bc54-9221-488c-93b0-058044dec8b2,Omni Trading 174,Business,Automotive,Manchester,Manchester,United Kingdom,2019-10-06,Active
80e67d8f-0c53-4f98-9f4c-847cad5ef56c,Trident Retail 175,Business,Food Processing,Yokohama,Yokohama,Japan,2020-08-20,Active
5bd8e4a2-b269-489b-a35b-c0efe6410462,Trident Trading 176,Business,FMCG,Osaka,Osaka,Japan,2025-01-21,Active
121a411e-1eb7-4bfd-96b3-176fca6b0ff0,Global Industries 177,Business,Pharma,Dubai,Dubai,UAE,2023-07-12,Active
fdc4e582-e94a-409a-b47e-1e002ab260a1,Zenith Retail 178,Individual,E-commerce,Guangzhou,Guangzhou,China,2018-11-02,Active
98eb17d5-4480-42f1-b03e-89e45d04307f,Omni Trading 179,Business,E-commerce,Chicago,Chicago,United States,2023-02-18,Active
897deee1-2d8d-4de6-9eae-8fe560f71cbd,Omni Trading 180,Business,Textiles,Los Angeles,Los Angeles,United States,2018-03-09,Active
c2a6a36d-8d5a-4526-b423-aa4c712b5fc7,Prime Retail 181,Business,Automotive,Hamburg,Hamburg,Germany,2022-07-04,Active
5d7b26af-fc72-4dc8-b261-4d443857579c,Omni Retail 182,Business,Chemicals,Chennai,Tamil Nadu,India,2022-05-09,Active
cdb758a0-4d02-4e56-a4c3-27cb53fe9e63,Global Imports 183,Business,Chemicals,Houston,Houston,United States,2022-01-21,Active
e90ec893-e705-40ec-b50d-a0d15d2e4242,Vertex Exports 184,Business,Retail,Rotterdam,Rotterdam,Netherlands,2021-08-07,Inactive
451c4a27-de81-45ea-b8e3-261d58d7df6c,Global Retail 185,Business,Electronics,Ahmedabad,Karnataka,India,2018-07-29,Inactive
635e7199-f0e8-4aa0-b548-c7d4a94c7e13,Global Imports 186,Individual,FMCG,Rotterdam,Rotterdam,Netherlands,2021-12-11,Active
607b0e3a-e3f7-4bae-bdb1-941f13d559ef,Apex Imports 187,Business,Pharma,Singapore,Singapore,Singapore,2018-03-07,Inactive
9d55c595-4b4f-438e-b9d0-eec082ab84f1,Nexa Retail 188,Business,Textiles,Tokyo,Tokyo,Japan,2023-08-11,Active
62b07b29-16f4-4267-ae7b-46b69e16a359,Omni Trading 189,Business,Industrial Machinery,Rotterdam,Rotterdam,Netherlands,2025-07-28,Active
4377d206-6edc-4164-9ef8-3c5bcac4f05e,Omni Industries 190,Individual,Automotive,Amsterdam,Amsterdam,Netherlands,2023-05-11,Active
dd2b7b67-6653-45ee-a90a-164de2e2fb95,Nexa Retail 191,Business,Textiles,Manchester,Manchester,United Kingdom,2019-03-23,Active
8e1798d1-90e0-4857-bc4c-62a055d925c1,Global Retail 192,Business,Industrial Machinery,Amsterdam,Amsterdam,Netherlands,2022-01-23,Inactive
1d75d17c-ee52-44e2-9698-6c05573ca573,Nexa Exports 193,Business,FMCG,Amsterdam,Amsterdam,Netherlands,2019-12-17,Active
2749b62a-de0b-41ba-80f4-51a7ce198e14,Omni Industries 194,Business,Automotive,Rotterdam,Rotterdam,Netherlands,2021-12-12,Active
72ff1413-eca3-4bbb-b809-3762890e92b7,Nexa Imports 195,Business,Electronics,Abu Dhabi,Abu Dhabi,UAE,2022-03-13,Active
