weather_id,city,forecast_date,weather_condition,temperature,rainfall,humidity,wind_speed,visibility
643215f0-17dc-4919-a9a9-9055fb55b880,Hamburg,2025-08-22,Cloudy,25.68,1.28,35.09,3.25,10.96
aa859bbd-60e9-4500-b276-9805b85c4f31,Yokohama,2025-08-05,High Wind,34.91,5.12,49.64,50.0,7.42
6c16debf-7fa7-4c7a-83f7-1f1cec4f335b,Felixstowe,2026-03-30,Clear,26.03,0.0,76.38,23.59,9.02
622f2a58-1ed8-4653-a6ec-900d416c8f56,Guangzhou,2026-06-03,Fog,17.28,0.24,92.41,32.05,0.69
cbbf9d08-1269-4c9c-86eb-fa7e75d311a0,Incheon,2025-01-23,Fog,5.02,11.37,87.99,20.84,1.53
1429397b-2734-4aca-845d-195153181b8d,Kolkata,2025-11-07,Clear,18.19,0.0,52.41,21.6,6.31
c02855c6-21c0-42de-8c16-3aaca859b960,Abu Dhabi,2025-08-06,Cloudy,23.14,3.28,64.0,29.55,11.2
7bde3199-8da3-4e37-9779-75a04963e8ae,Osaka,2025-09-13,Clear,35.28,0.0,59.05,10.94,7.3
ba117e8d-8ae3-476d-913b-ad425f0c00e6,Shenzhen,2025-01-12,Cloudy,28.14,3.62,51.02,11.49,5.37
ec9ee65a-3589-42ed-af3f-d84273ea20e5,Shenzhen,2025-06-03,Heavy Rain,31.57,49.25,78.39,15.54,4.28
443628de-cbea-481d-b028-630dc2a98372,Hyderabad,2026-06-02,Clear,13.71,0.0,91.8,29.87,7.31
52d8709a-878c-46e1-838d-09481b9b98e2,Shenzhen,2025-06-14,Storm,31.64,122.3,37.79,88.8,2.76
23354241-b4a8-4c80-ad64-73b149af00d4,Frankfurt,2026-04-02,Cloudy,30.84,2.64,61.06,13.77,12.51
7ad2d213-cd31-4cfa-a49a-ba36d4b0ad84,Osaka,2026-05-29,Cloudy,26.34,3.88,93.77,14.5,8.72
3255454b-8fe4-4a1d-94b7-32986c64465b,Manchester,2026-05-15,Cloudy,28.81,2.12,35.92,33.07,5.97
2839f0d4-dcbf-433e-9374-8e955fb3a844,Los Angeles,2025-04-15,Clear,18.15,0.0,54.51,11.75,10.06
30682085-78ed-4c85-bdd1-84c0d8549f45,Felixstowe,2025-09-12,Clear,14.43,0.0,65.79,19.17,8.57
f070e4b1-671c-4dab-943d-b493f4d06977,Seoul,2026-02-02,Clear,19.55,0.0,81.75,15.56,14.86
8bef65ad-8fa0-4cf4-ad7f-7585223632a3,Shanghai,2025-03-14,Cloudy,24.98,3.31,94.09,3.83,12.1
a31c2b86-3a8d-4069-8784-3401c7270f63,Tokyo,2025-06-12,Clear,23.42,0.0,71.96,26.39,10.87
7ccbe49c-42f9-4a02-bbc6-a5a9230346c8,Mumbai,2026-01-18,Cloudy,23.6,1.53,30.18,6.18,14.05
14a1f45d-aeb9-46f1-b018-b3e6a1c2cde2,London,2025-06-29,Clear,18.49,0.0,63.66,3.33,10.84
627d18ff-88f9-4018-ab71-eef2019c7190,Shanghai,2026-02-28,Fog,10.35,1.93,88.44,27.57,0.44
2dd617dc-f923-43f0-8afb-7a889099668e,Seoul,2025-10-24,Heavy Rain,19.66,83.12,37.25,25.92,3.68
df83d1e3-9fcf-47ac-8891-1835291df46a,Tokyo,2026-05-03,Clear,26.04,0.0,63.33,28.49,9.25
35bcb879-a149-41af-9513-887e16470c74,Kolkata,2026-06-23,Clear,22.85,0.0,53.48,6.64,5.87
20fe1283-538b-4ef7-8b82-6859ebf07beb,Shanghai,2026-06-30,Rain,35.85,26.21,80.95,6.99,7.76
d8d01bf3-5940-4bcf-90af-9e9340287d7e,Frankfurt,2025-05-19,Rain,35.28,8.64,40.29,27.14,7.31
cc8b62bf-e816-4f8d-bc17-28cb5c10c88c,Shanghai,2025-05-03,Fog,8.67,3.88,61.13,15.61,1.65
63d4beba-4d19-4298-a9d1-c536a9269eb7,Hamburg,2025-03-18,Cloudy,14.22,0.57,90.47,30.88,13.95
03aca049-bcb6-4859-97c5-717722782b7d,Hamburg,2025-05-17,Rain,19.86,33.39,42.64,22.54,7.22
a035be9e-d879-4117-acfe-ca78586e0422,Frankfurt,2026-05-13,Clear,18.42,0.0,55.33,16.65,10.99
4326cae0-4fd7-40dc-a845-3ad127b77b41,Mumbai,2025-07-03,Cloudy,20.16,0.38,38.55,24.26,10.62
b24dfe89-601a-479f-9a3f-d6075ec92d22,Chennai,2026-04-05,Cloudy,18.79,1.06,49.57,12.49,10.86
16b56e7d-f621-46ba-9399-ebd357decc14,Shanghai,2025-03-16,Rain,24.68,26.8,40.3,34.17,14.52
beb56ccb-7048-4fa9-bb82-8305689965df,Sharjah,2025-11-02,Rain,24.79,25.54,45.62,33.07,10.02
2419fe9e-0cd9-477a-838a-e8f460bd5aa8,Shanghai,2025-07-12,Clear,12.46,0.0,57.54,15.05,7.84
ce12c28f-1f2b-4958-8647-7a14d044847d,Ahmedabad,2025-08-13,Cloudy,31.29,2.21,49.01,10.05,6.41
370be6da-e484-4ef5-8be9-32847b82de4a,Frankfurt,2025-11-25,High Wind,34.77,10.61,58.34,66.78,10.97
d5513b57-1777-4be1-a714-f8c25de3862c,Abu Dhabi,2026-05-05,Storm,26.76,71.82,52.92,74.38,1.38
171b0e6a-cdf4-4cf6-a831-7e95c427f990,Felixstowe,2026-01-13,Clear,19.06,0.0,57.71,19.24,11.97
6f9d9450-737a-4709-a4b7-a0f0c13479bf,Guangzhou,2025-10-05,Cloudy,10.93,1.49,65.83,24.16,7.88
87b2d6f0-7d22-4230-8143-00fa6b2342e9,Manchester,2026-04-11,Rain,26.99,23.87,87.64,15.86,12.84
2509008f-f3be-4eb1-acc4-aba27e39ac8f,Kolkata,2026-03-22,Heavy Rain,28.41,104.85,48.08,27.37,3.66
c52ca19d-d687-4503-902c-286fe5e54472,Guangzhou,2026-01-21,Cloudy,23.51,1.03,69.19,24.16,12.61
f2267c1e-3862-4c3c-a205-acf35188e79d,Kolkata,2025-09-11,Cloudy,10.27,3.68,63.86,15.57,11.39
0292ac4d-e809-4154-9aff-a447ac37c4c9,Hamburg,2025-01-17,Clear,21.08,0.0,33.62,8.95,11.93
d1e5860c-30d3-4d40-8135-2595972c1075,Chennai,2026-04-26,Cloudy,12.39,2.28,65.34,6.4,8.75
0490deb3-6d13-4c8c-94e8-770bc23d8648,Rotterdam,2025-07-15,Clear,18.81,0.0,73.04,23.17,12.55
873bed7d-3e1d-48bc-a29d-c464d000b524,Delhi,2026-04-05,Cloudy,22.59,0.25,88.97,10.32,12.0
aa132f4a-9fdb-4e50-9035-b8e634d3d21f,Ahmedabad,2026-02-27,Clear,23.87,0.0,94.53,30.43,9.84
c1d95f22-11fd-4388-917a-ee4e5c3a1f4b,Singapore,2026-04-14,Cloudy,10.85,0.01,46.62,5.76,8.45
320688d2-108a-4b1c-8eb9-43cef634cbfb,Busan,2025-06-17,Clear,14.76,0.0,48.34,21.86,8.67
cdbed482-5d40-49a8-956a-656f5d4bf08a,Felixstowe,2025-11-14,Clear,10.26,0.0,83.88,32.52,14.64
d5c80839-d990-4974-8edd-96aa40e5d3b5,London,2026-04-16,Clear,20.01,0.0,64.77,18.71,9.07
a8df0375-8204-415b-8d1f-9fd338360aab,Delhi,2026-01-31,Rain,12.36,32.86,46.07,16.27,10.15
944427f3-62e6-4c21-9365-19303f1be02e,Guangzhou,2025-12-21,Cloudy,13.76,1.85,90.53,32.21,11.72
690e966a-1e0e-4c5e-9279-1cd7a4d5087f,Dubai,2026-02-04,Cloudy,28.99,2.34,92.11,10.22,11.26
c809c82e-8fa6-4312-9204-7785463aa4cf,Dubai,2026-06-24,Clear,30.88,0.0,92.74,33.58,10.4
6413dbd4-9f6f-4626-abee-3573df9d8024,Guangzhou,2025-10-27,Clear,31.62,0.0,92.35,7.49,7.53
a3bbbfb3-2ffb-474c-9ee9-f5ca6b2ef3f4,Shanghai,2025-07-11,Rain,18.09,24.35,86.82,27.72,5.27
6a5cbcd1-7ec9-4182-9433-387d0f48ef7a,Bremen,2025-09-17,Clear,31.15,0.0,46.23,15.79,12.58
b2fff0ad-1cae-4f37-a6e2-31e12f131005,Ahmedabad,2025-06-06,Cloudy,11.57,3.4,89.1,10.04,10.08
5a45556f-5f04-45b4-9214-5aab49df0237,Los Angeles,2026-05-19,Cloudy,12.66,3.18,37.65,32.39,14.55
52df0a9e-50cf-454c-818c-8c3bb5e6c417,Rotterdam,2025-05-12,Rain,26.95,15.15,44.08,32.78,10.86
cb9aeb3d-2170-4070-acce-04e4caec90cc,Bengaluru,2025-01-31,Rain,16.82,33.74,36.48,26.52,7.11
5209305e-52cb-4d4a-a6aa-8eeab8d53e65,Chicago,2025-04-12,Heavy Rain,26.49,116.12,92.48,17.58,1.48
114a99c0-4587-465d-8fc2-0783e56e71d0,Hyderabad,2025-10-15,Storm,27.82,70.73,76.56,71.05,2.94
d81913c3-023e-474c-a0af-5620edea6f7a,Los Angeles,2025-01-22,Clear,28.48,0.0,81.82,16.22,8.09
1828a704-63d6-4d20-93c9-f0a567dfd532,Felixstowe,2026-01-08,Clear,22.96,0.0,58.45,16.96,11.49
c9cc110b-8daa-4dac-8ba0-ddf6a44c5109,Rotterdam,2025-07-31,Cloudy,11.13,2.19,85.2,23.37,14.32
ae67e2d2-86c5-43f1-b134-8e9f596f76a7,Incheon,2025-09-21,High Wind,24.15,2.03,52.61,71.47,5.71
26b1ef1a-970d-440c-8fe8-31a7e6dbc608,Delhi,2026-06-29,Clear,32.21,0.0,45.88,30.55,12.47
155032f1-c857-4654-a46c-cbc9e2bce7cc,Manchester,2026-01-02,Cloudy,31.26,3.69,83.64,34.32,7.74
5c2bddc7-d113-4e83-b45e-6f05b231c6ec,Sharjah,2025-01-13,Clear,29.73,0.0,80.94,24.36,5.6
8d2b0e9b-383b-4cf3-8d61-2d3b7bdaf927,Frankfurt,2025-03-14,Clear,34.07,0.0,35.97,23.15,7.53
006a0f71-be5b-4923-a68c-3d0cc759b361,Ahmedabad,2026-02-21,Cloudy,11.76,3.21,91.97,33.04,9.23
6339d3cf-4220-45db-878f-eef72a715a8e,Osaka,2025-05-22,Storm,25.31,81.53,85.19,51.56,1.84
81f71448-a83c-42c2-8b81-da7d754471fc,Los Angeles,2025-03-10,Heavy Rain,18.47,81.32,39.64,26.87,3.37
b26640a2-dfac-4ec5-8c47-dda7d2d01055,Los Angeles,2025-06-24,Rain,17.71,11.89,66.9,33.93,14.18
314a7ce8-095d-4429-971c-aaa7e96938bd,London,2026-03-29,Fog,10.92,10.74,77.45,23.25,1.13
60bdb0d5-2f18-42ca-9edc-763a67fb8385,Chennai,2025-01-18,High Wind,26.4,5.37,52.71,46.09,12.72
2267a171-3ca4-4591-a35a-ebdd7a568f59,Guangzhou,2025-12-30,Clear,35.24,0.0,72.51,7.08,12.12
1bb5a68e-57c9-45c1-a258-cf5a93649c84,Bengaluru,2025-11-10,Rain,16.39,15.66,44.37,17.71,13.09
1b03b2fe-29f3-4ec6-a43d-447b70b28445,Dubai,2025-12-31,Fog,8.51,0.8,62.45,27.16,1.16
d7d3f086-e0c3-4d79-ae92-976ea25397b7,Bremen,2026-01-07,Clear,11.36,0.0,39.19,24.11,8.77
911d4d9d-50c2-4643-9c04-c6a33d42a5ad,Yokohama,2025-08-28,Clear,25.26,0.0,34.5,4.75,7.96
8a32002c-0cb1-47b0-afbb-f2bd6b935049,Bengaluru,2026-06-06,Cloudy,27.71,3.02,88.9,11.66,6.46
a90f17d1-c6a0-49ad-a8a2-83e3e91c532c,Hamburg,2026-05-08,Cloudy,31.31,0.64,44.66,33.32,14.0
9bf2f021-737d-4196-9675-58586893d19a,Singapore,2025-08-13,Clear,22.95,0.0,69.88,4.1,8.14
767b5148-17cd-43b1-a58b-e75e0423ce0d,Bremen,2025-03-27,Cloudy,29.75,0.63,32.27,13.74,8.27
28938fe8-8ec0-4be8-9ead-0aec537a1f43,Felixstowe,2026-04-26,Clear,27.52,0.0,94.45,29.17,8.32
19dfb28b-994f-4a5f-b921-a0fd03c1d97f,Incheon,2026-03-25,Clear,34.78,0.0,72.71,19.57,13.48
80147162-9ea5-460f-9173-745c5e505719,Delhi,2025-08-19,Cloudy,16.73,1.7,63.42,21.87,14.86
ebb7c77d-d9e3-4793-b512-74e65b012583,New York,2025-07-30,Clear,28.93,0.0,41.02,7.87,14.77
78d206d7-0c65-4c62-b787-73d73b8d2156,Delhi,2026-06-05,Cloudy,28.96,0.53,79.74,20.02,8.53
39b31588-70ae-43d6-ab14-0d2b38ddfd20,Tokyo,2025-08-26,Rain,25.45,14.18,91.58,21.7,10.35
4a5d0495-7b3a-4310-9516-c67197b7453b,Osaka,2026-05-09,Storm,28.17,68.44,31.26,59.63,1.98
6e27ab18-6087-485d-965f-81251399f6a2,Manchester,2026-03-07,Rain,31.9,26.42,87.3,10.16,8.68
5a8762a2-b3ba-4973-923f-634e29ea8f95,Chennai,2025-12-24,Heavy Rain,33.65,67.34,82.72,21.41,2.52
fda74252-7dd7-48f2-b30e-8181ccd83462,Hyderabad,2025-12-24,Rain,19.89,14.81,52.52,19.16,10.86
9273b820-a3dd-4995-b2b8-c871d5ad7dee,Abu Dhabi,2025-06-22,Clear,24.67,0.0,59.76,18.99,13.22
4467eb74-1608-4921-8311-3c94eee16930,Dubai,2025-11-01,Clear,14.55,0.0,32.26,13.25,13.93
32428c07-7179-4d37-a262-a6ba1455b600,Abu Dhabi,2025-05-06,Clear,20.79,0.0,48.57,3.44,6.85
1755a3be-c00e-4710-ad98-29494eec8110,Incheon,2026-01-27,Rain,19.13,24.43,63.28,6.35,11.41
653e1c55-8e89-4206-acba-1b4a19f9b68f,Hamburg,2026-05-25,Fog,14.19,10.58,59.59,15.08,1.4
0d8679b5-5023-4f1f-8626-2faa128a62ce,Osaka,2025-09-07,Rain,17.94,30.7,77.17,28.56,14.52
054e7448-bef1-4d9b-a63e-133c08408951,Singapore,2025-12-28,Rain,18.43,20.85,66.47,5.06,7.72
e094961b-d514-448f-9f47-bff13cd5e823,Mumbai,2025-06-19,Clear,22.2,0.0,58.85,30.53,9.95
3a2b10d9-fe51-4f29-bff2-180c3d1307ab,Shenzhen,2025-01-17,Heavy Rain,11.25,70.29,67.88,26.22,4.83
07b0bb88-3e7b-46bb-9c47-6600290c7c3b,Shanghai,2025-01-15,Clear,31.7,0.0,79.8,27.83,5.82
572e9a8e-28f4-421d-805e-ac919a9b8042,Busan,2025-04-11,Clear,30.11,0.0,50.29,4.35,6.52
4cce2f55-8fe3-488f-a5e1-9564ea55329b,Bremen,2025-05-03,Clear,27.79,0.0,59.19,19.84,14.25
23936434-5754-4193-a74a-3ed0c3e6eee9,Rotterdam,2025-10-07,Heavy Rain,27.0,103.36,36.3,10.4,4.9
c866adf5-da54-4b2b-acdc-6aed4dc1ee57,Hyderabad,2025-08-17,Heavy Rain,22.54,38.92,88.52,15.89,1.32
89f3f732-d227-42d2-9d89-8841c3bb2ce9,Incheon,2025-07-04,Heavy Rain,30.91,71.97,44.23,32.01,1.05
01ea9090-f66f-4c50-a481-d59af861a6ce,Guangzhou,2026-03-25,Clear,27.68,0.0,88.62,7.15,9.32
b66119a1-ff4b-4384-b53d-7cb72787a72f,Kolkata,2025-01-03,Clear,20.36,0.0,42.11,11.08,5.74
f2db7cb1-2207-453e-802b-24ff611711c8,Houston,2026-05-15,Cloudy,20.05,2.5,67.52,16.94,11.59
a23a123c-ad33-4c7c-8107-92086df81b07,Osaka,2025-08-06,Heavy Rain,30.09,42.27,56.2,28.15,3.78
481a45d7-0979-42ca-b0e1-6c7ad6ea3259,Frankfurt,2025-12-01,Clear,23.1,0.0,87.02,3.73,9.14
e3517c9d-317a-4011-bee8-c3af6ea15aca,Mumbai,2025-06-07,Cloudy,20.32,0.86,90.53,25.25,9.54
4695224b-5a53-4e70-bef1-e5a6dabe2ecf,Osaka,2025-08-18,Clear,18.42,0.0,91.45,14.97,9.52
f0eb6941-8634-4dec-8dd3-345cf6cdc050,Manchester,2025-11-11,Rain,17.83,28.13,57.48,31.81,9.18
bda758a5-9b17-4f46-a1d7-721636102ed1,Busan,2026-05-03,Storm,24.57,99.31,47.27,56.21,1.36
2ca15de1-64c4-4fbd-be4d-5a9b9b4ed98f,Rotterdam,2025-11-05,Fog,12.02,10.76,44.92,18.11,1.59
a18e5625-bb65-4985-a237-2f2c63e46fec,Frankfurt,2026-04-21,Storm,25.39,81.9,46.74,82.38,0.51
81e04c44-22c9-43c0-bd25-5a9f75682299,Ningbo,2025-12-01,Heavy Rain,19.36,108.4,34.37,16.32,4.81
379bddce-d731-4bef-ab04-9992cf11d554,Chicago,2025-03-15,Rain,17.85,22.5,50.27,6.35,9.51
55d42c94-32bd-480a-90bb-5429f138ea93,Osaka,2026-01-24,Cloudy,15.91,1.85,45.85,7.51,10.19
3573aa17-e0c8-4a44-8c04-890a3f51da0c,Rotterdam,2026-03-23,Fog,5.13,4.58,70.93,28.53,0.27
27374d49-1921-48f5-87bf-b2f45b7cb2a6,Dubai,2025-10-25,Clear,21.2,0.0,80.15,32.29,12.32
93c4b3e3-a1d5-49a3-8ba3-39bbb9020dea,London,2025-04-15,Heavy Rain,17.56,101.24,87.61,3.05,2.35
398d28b6-6a1e-474a-baa3-c83f2e94e4f2,Singapore,2025-08-06,Clear,25.75,0.0,57.1,10.46,12.52
760a69a1-5441-4075-bab5-1d4918625a63,Manchester,2026-06-26,Clear,10.33,0.0,39.65,20.9,13.64
3be5551e-4ba9-40d4-b14f-8fcb18e85cfb,London,2025-11-20,Rain,24.5,12.38,34.18,3.05,10.25
eca7cb56-2226-49f6-8dfb-3547d3dc35ed,Guangzhou,2026-03-26,Cloudy,26.8,1.99,58.19,20.47,11.68
43292cbd-c6cc-4854-a4a3-09a046fd6b00,Osaka,2025-02-13,Cloudy,19.46,0.47,93.89,6.69,13.99
4a417015-1af2-4abb-83cf-fe550f842899,Felixstowe,2026-04-29,Cloudy,33.19,1.25,34.95,4.37,13.75
290c8e74-b052-4833-b097-1cf6a1f28c87,Bremen,2026-02-20,Rain,19.15,6.38,52.75,13.66,7.3
249f47fe-45aa-47f6-a949-e70e6b8d7d00,Yokohama,2026-05-24,Clear,34.29,0.0,49.34,22.71,6.47
62d2bd5b-5842-41cd-b28e-20f4ce59183c,London,2025-12-10,Fog,9.8,0.67,43.22,28.58,1.65
e56a459e-fa44-4516-b023-44b658a8f112,Manchester,2025-07-24,Clear,16.41,0.0,76.69,27.93,10.52
9cdf57b8-754a-4001-a66b-1ace619b7379,Rotterdam,2025-01-22,Cloudy,22.91,1.62,83.96,16.09,9.98
9b455413-58ee-4112-aa16-a0e0270a909f,Frankfurt,2025-03-29,Heatwave,35.8,9.15,71.16,19.29,8.22
2f7b8cac-a07f-4318-81fa-29af0797f3c2,Sharjah,2026-02-20,Clear,16.74,0.0,47.72,33.26,8.23
a2d2aa29-e8c4-440c-a609-367bb2d8857a,Ahmedabad,2025-11-15,Clear,29.1,0.0,78.9,30.91,8.46
01eb0aba-6a9c-4313-9a7c-d3f249c2aabc,Incheon,2025-05-01,Heavy Rain,11.03,103.08,41.94,27.32,4.38
82604987-1999-4d47-aa30-180863881a19,Guangzhou,2026-02-07,Heavy Rain,15.39,94.61,73.47,7.69,2.97
b11531dc-0438-45b1-a5d0-a930e337030f,Yokohama,2025-05-19,Rain,10.46,24.15,49.08,16.07,13.39
2c253818-8a13-4eeb-a2c7-348255417409,Tokyo,2025-11-19,Cloudy,33.98,0.24,78.99,26.72,7.22
e168065b-ad82-4d96-b9d2-2045344505f8,Bremen,2025-07-10,Rain,23.16,12.64,34.4,29.55,6.62
a5552069-68de-45d0-a3ac-cf6ba00398a1,Amsterdam,2025-11-27,Clear,14.92,0.0,40.91,20.58,12.11
b8f24afb-71e5-47a5-a105-99f2eed78ce6,Chicago,2026-04-17,Cloudy,23.84,2.07,63.45,22.44,14.64
3be81f55-71f2-42da-ae03-35db165a192c,Ahmedabad,2026-06-23,Clear,27.05,0.0,65.73,4.09,12.61
f8803afd-de2d-45e9-8a26-94c932a0ff44,Rotterdam,2026-06-15,Storm,26.44,129.77,66.52,56.11,1.12
99c348fc-303c-4440-9c8b-ab8caa27cf43,New York,2026-01-12,Clear,22.5,0.0,30.18,32.4,6.36
0b527a7d-2eef-44d6-9dad-b2a189a6fe31,Guangzhou,2026-03-23,Cloudy,16.06,2.22,50.11,22.64,5.49
0156ffd3-0c78-4eb7-8b5f-558402ceac33,Hyderabad,2026-06-08,Clear,22.35,0.0,34.86,3.15,5.76
d06bb082-7982-4770-840a-2aa1973a2124,Yokohama,2025-09-15,Clear,23.43,0.0,67.71,28.55,6.56
46bcbda0-5912-42b0-9935-b83c83f6f5ed,Abu Dhabi,2025-01-26,Cloudy,31.73,0.31,90.43,31.24,6.57
3d8ba504-ee87-458d-a072-ada2ee574d22,Incheon,2025-05-17,Rain,16.27,31.45,47.92,23.67,8.56
11c9dca3-b13b-4489-b7e0-34ffee3da1a6,Busan,2025-03-15,Clear,19.39,0.0,91.61,8.94,10.21
924a9fb6-902b-460b-ae44-b8d9610cf94d,Tokyo,2025-02-10,Cloudy,33.28,1.57,77.32,22.12,7.47
f76e9e83-14ac-4718-bc84-75a67bf70ea9,Dubai,2025-02-20,Rain,32.78,14.69,41.56,28.22,12.41
071af818-67e4-494b-9605-4ab4714e0733,Amsterdam,2025-12-01,Clear,12.47,0.0,85.74,23.16,8.45
26465360-7c21-4249-afcf-626e87b1422a,Houston,2026-04-15,Cloudy,34.88,3.26,77.18,29.76,5.92
07722f95-b2c5-4f24-9a5e-3b5783cf0a30,New York,2025-12-10,Clear,27.01,0.0,62.81,28.83,10.56
3ac3d949-3dde-4611-a1cc-c4ac1771c322,Dubai,2025-03-05,Fog,7.72,5.66,77.31,6.97,0.88
785156e3-2ecd-401a-bd54-76a7d7db1b54,Osaka,2025-03-24,Cloudy,12.45,3.36,50.26,13.08,5.18
4fd4efe4-cda6-411f-bdf5-1bba17333648,Frankfurt,2025-08-17,Cloudy,16.21,0.85,82.64,31.57,6.34
087e6fd1-b811-4c5e-83df-a59db5693a46,Manchester,2026-03-04,Clear,34.31,0.0,43.38,32.1,7.06
e9927620-45dd-44c1-a34d-d11a02aba7af,Rotterdam,2026-01-09,Cloudy,16.74,1.78,33.35,15.16,8.44
17e51d32-4cce-44a1-be05-6161c594fc0d,Tokyo,2025-09-08,Fog,10.46,4.22,52.7,31.32,1.69
7a20d246-abde-448f-9bab-00ae219adfc0,Shanghai,2026-05-05,Clear,32.94,0.0,56.6,28.16,6.64
e8b74fd8-4d7a-4c6c-8bfb-fc40b40fae7c,Shenzhen,2026-04-08,Clear,31.56,0.0,94.0,24.61,13.36
4a148981-39dc-4650-8cf8-c68f1f9c24c4,Shenzhen,2026-06-25,Clear,29.45,0.0,70.4,4.6,8.41
8783f3f1-164a-4e1e-a4ef-da369bca6991,Rotterdam,2025-09-20,Cloudy,13.61,3.61,63.61,22.83,11.13
43bfa13c-626c-473e-946c-daba17918f50,Felixstowe,2025-12-02,Cloudy,11.05,1.62,52.37,16.92,8.2
e2a7c2d6-0f2f-40ba-b190-07b827b9556a,Osaka,2025-12-17,Fog,16.3,7.67,32.54,22.89,1.95
83b5b8f7-8db6-4fc2-ac77-22eb10d6e7c0,Ahmedabad,2026-06-29,Cloudy,23.14,2.95,88.54,15.9,14.56
9c671fa4-0436-4060-9962-57233be897c9,Los Angeles,2026-01-18,Rain,22.58,26.28,68.5,26.72,10.15
e73a96cd-8978-4657-a5c9-3db65576d068,Osaka,2025-08-23,High Wind,17.13,3.48,44.04,74.4,5.97
419c6e82-4399-474e-a5f7-65c407f413b7,Shanghai,2025-10-04,Clear,18.84,0.0,54.19,19.44,10.41
fe064ee4-1fb5-41cb-8a6f-8e1f6d389d3c,Ahmedabad,2025-04-18,Clear,33.68,0.0,87.45,25.43,11.92
fb1ab2d4-24dd-4f26-9127-3e0c1a53bb5a,Kolkata,2025-08-24,Rain,17.35,21.08,54.01,14.95,11.82
01ceba6f-ee11-4a54-8816-3fd27d5364b0,Chicago,2025-06-14,Rain,13.81,9.42,60.98,6.75,14.55
203ec71b-f915-4a44-97f6-80f827615d46,Houston,2025-06-26,Clear,35.69,0.0,60.06,13.9,14.38
b2d9225f-617e-4751-a6c4-bf2ae81abb56,Dubai,2026-06-09,Rain,31.8,21.06,79.39,22.66,7.25
034d8ae3-598f-4254-8cc8-e371adc7df22,Abu Dhabi,2025-10-30,Clear,22.26,0.0,41.89,12.04,14.28
2b75ba58-2c25-4759-9e27-ab6782d805cd,Hyderabad,2025-05-19,Clear,27.57,0.0,33.76,30.07,5.55
8b8a0877-3f15-4390-a8a6-b8728cfb7c50,Shenzhen,2025-01-19,Rain,34.9,33.84,85.18,11.25,10.73
dddd61ce-3d0b-49ee-b08b-3124faaeacfa,Chicago,2026-02-22,Rain,14.91,29.03,94.75,25.54,9.66
53df32e6-19d4-4b3a-94e8-241abd4caa1b,Houston,2026-04-05,Rain,20.6,16.56,75.19,18.76,13.59
