customs_id,customs_required,documentation_complete,inspection_required,cargo_type,destination_country
1501f26e-0240-4940-8b26-d185469187a9,True,True,False,Pharma,Japan
f7f6a8f4-4d2e-4387-a248-651a7b94c4c2,True,True,False,Textile,UAE
b1403554-968b-4c3d-9aa9-ec2a1087f6e6,False,True,False,General,UAE
f0534ca6-fae4-4c35-96ee-cce3fc9dcbdd,True,True,False,Perishable,UAE
770f955a-600f-49c0-b03d-d66f348b1ce9,True,True,False,Pharma,United Kingdom
3cfa0673-6991-4136-a684-7b7776520943,True,True,False,Textile,Netherlands
25299ab8-679f-40ae-b1dd-05f8085f4693,True,True,False,Machinery,Singapore
c8d47fb6-75bf-4130-956c-43a3f07114b7,False,True,False,Chemical,Singapore
dab7802e-c96f-4dd7-bfd0-897718be169e,True,True,False,Hazardous,Japan
22f8fa09-6772-4b7d-be14-1d0ff382c863,True,True,False,Chemical,Germany
381c4b93-7987-47af-ac6f-0a0385dfd448,True,True,False,Textile,UAE
49fd2ea6-b3d6-45e7-8d58-e8db99b55227,True,True,False,Hazardous,Germany
de078aea-548b-4708-8877-f0d4e9cfb637,True,True,False,Machinery,South Korea
279c59e2-c687-4c49-938d-b359d77a62aa,True,True,False,Chemical,UAE
76267c33-9f42-4ad8-a015-9d40797ea921,False,True,False,Electronics,United Kingdom
91e3fd79-4962-4cff-bd40-a9c0fd6cd2b8,True,True,False,Perishable,South Korea
2093a8c8-43d1-4b61-a16c-09859edccfde,True,True,False,Pharma,China
463146cb-5e1c-48b7-8319-98a4a26302fd,True,False,False,Electronics,UAE
aa8b3766-18cf-4640-8531-e7d4cf1f115b,True,True,False,Perishable,China
4260a7b0-92b2-4d30-ab00-18a0df9a6c14,True,False,False,Chemical,Germany
10e8d831-5a3f-466d-9986-e63f8b164051,False,True,False,Perishable,South Korea
f01f0058-4495-4f88-aa15-70633cd1ea81,True,True,False,Machinery,UAE
c129af52-f470-43aa-81db-dc0014819248,True,True,False,Electronics,China
a0529136-bffa-40c1-b6f5-bfbd24b1efdf,True,True,False,Hazardous,Japan
fad9e008-e22d-463e-9411-cf9aaa67d6b9,True,True,False,Machinery,India
ed455a7c-e108-4eff-b80a-1fd0a78ce8af,True,True,False,Textile,Germany
02961f65-bfaf-4767-a453-360d6e71d921,True,True,True,Perishable,United Kingdom
06a38b7e-d9e2-45c2-ae0b-251bcd29f9a5,True,True,False,Machinery,United Kingdom
b2543d35-c303-47fb-b4f4-3dc2b4800f2e,False,True,False,Perishable,UAE
54584f58-c412-4870-862e-7bc3cb277ebf,True,True,True,Hazardous,UAE
5f6823d2-96b4-40b2-9be7-d1197df25cdc,False,True,False,Machinery,United Kingdom
e1ff5cea-c3b9-4f83-bb70-a43e793c0aab,True,True,False,Perishable,China
0afa6f2f-7066-42ea-bed3-01263129086e,True,True,False,Hazardous,United States
412e5d91-f8f1-4fea-8be3-120cccc56691,True,True,False,Pharma,South Korea
e7230533-715e-4079-96ee-bfa6fda272f3,True,False,False,Machinery,South Korea
84eccddf-7ee3-49c2-88b0-4f63a396851b,False,True,False,Perishable,United Kingdom
970ebf3e-d203-4d1a-86b1-1403afdc6be9,False,True,False,Textile,UAE
95c226b8-5581-4ac0-aed3-cef252519b63,True,True,False,Electronics,Japan
503c66ee-0082-4ee3-8f93-b4862e6969c1,False,True,False,Textile,Singapore
660534e9-d65a-4ace-98b1-8410d45a92be,True,True,False,Electronics,United Kingdom
18df35c5-7c56-463f-a7f4-5a2d76259e74,True,False,True,Chemical,China
b6d3ed69-5880-4aa9-8309-3a04c2c16871,False,True,False,Textile,Netherlands
c5bd6b8a-2d62-4957-930b-cd1dfc220a5a,True,True,False,General,Germany
f13fe887-fd60-44bc-9155-8ab53c8e64a0,False,True,False,Perishable,India
273e6117-07c5-4c30-8c85-b6fe012efd2f,False,True,False,Hazardous,China
bfbdb100-b93b-4302-bf90-229feeb30563,True,True,False,Electronics,United Kingdom
19cc931d-ebb5-4fad-84a0-f6a0cfdfe4dd,True,True,False,General,Japan
7b918b66-23d7-4c9c-8122-0ab93637278a,True,True,False,Electronics,United Kingdom
083642a0-f034-4da3-b1f1-9d3ae8f2d16c,True,True,True,Pharma,Singapore
c9e12f78-67cd-450c-8b18-45e3627d0542,True,True,False,General,United Kingdom
ee18cd70-321c-48cf-846e-5c853355a7a7,True,False,False,Hazardous,UAE
e1dc2fe6-b641-4286-afd3-428b1bbb3f96,False,True,False,Pharma,Germany
888c2d7f-55ce-4013-8b2f-98ff72fc37d5,False,True,False,Chemical,Singapore
9e8329cf-13a1-4328-8671-c65c430ffd05,True,True,False,Pharma,United States
979cafc3-5412-4199-a59a-3e6f0ca084e2,True,True,False,General,United States
cf8abf1b-9d09-4f37-a724-3cfb8b0f94f0,True,False,True,Chemical,Netherlands
a8a67531-4a75-4d39-9e50-c43e1a24a634,False,True,False,Pharma,United Kingdom
d0026e9c-22cd-4b1d-90df-13d5017707b7,False,True,False,General,UAE
016c6b07-b864-4ad0-ad96-5b9542d6b2e8,True,True,True,Hazardous,United States
59032afe-2070-4793-9c09-935d8c9772c2,True,True,False,Hazardous,United Kingdom
3e762f56-386f-4cc1-b525-22e904174872,True,True,False,Electronics,UAE
06984564-670d-49f8-b8a2-433c9121dc17,False,True,False,Perishable,India
e6bf0a7e-3757-43b8-89f8-ae71d85d7a6f,True,True,False,General,United Kingdom
0eac9bb9-4879-49e2-ae8d-58fe3ee0f474,False,True,False,Textile,India
0569b399-fb51-41d2-b01f-ba687de1b920,True,True,False,General,UAE
67b51ce0-f604-4fae-93cd-ab4719376fe3,True,True,False,Machinery,China
5e680707-5654-4d96-a08c-0b8c7496b72c,True,True,False,General,South Korea
8386fa67-9669-4b6f-bce3-6a369734e4cb,True,False,False,Perishable,South Korea
f78a7548-586b-40c8-a983-757db09791b3,True,True,True,Pharma,Germany
39302b6a-66dc-4bfe-99ea-f3733255c00c,True,True,True,General,United States
420b210c-06bb-40b4-89d9-503065540336,True,True,False,Perishable,United States
fc39bddc-13a7-439b-975d-f63b4ff9f29b,True,True,False,Hazardous,Germany
12b1f896-c69f-4e07-82a9-0aed1323a38e,True,True,False,Chemical,United Kingdom
ad518182-db3d-48ac-b25e-c558409989b0,False,True,False,Pharma,South Korea
44858b7b-0e06-44af-a24b-70ebc8c34dc0,True,True,True,Electronics,Singapore
4f1a46ab-99bd-4236-a02b-67b655abd915,True,True,True,Chemical,China
4bd03a23-d78a-4250-91fc-21ceef7c7af7,True,True,True,Textile,UAE
fce3de4a-00d0-45c6-bfda-5a8feadb752c,True,True,False,Machinery,United Kingdom
4f57dc5a-0977-4c48-8331-db321c8fa857,True,True,False,Perishable,Germany
896e66df-7e63-4e06-8cae-16685d80a7e9,True,True,True,Machinery,Netherlands
e15be779-fa62-4a8d-9c89-d42658d30bfe,False,True,False,Perishable,United States
4209a3ea-5067-45ea-88b0-84f7e0edc766,True,True,False,Textile,Germany
dced57e7-fbd2-47bd-a7fb-29a8e9d241d4,True,True,False,Pharma,Netherlands
a322babe-f04a-4334-a15a-0e0e00e5555b,True,False,True,Electronics,China
3124d2a0-f912-4fea-9580-5dc40342f4e7,True,True,False,Electronics,South Korea
c1080ad9-5e95-4986-939b-8c59767168ed,True,True,False,Chemical,South Korea
0f119218-5f8d-4b67-beef-b3bfbd2abaa0,True,True,False,Electronics,China
8356ed1d-bfd2-4f9b-b3ed-672d949b4caa,False,True,False,General,Germany
8a0f27e0-2427-4617-814e-dcf30e90e6e8,True,True,False,Chemical,United Kingdom
d2ed9b29-ffc0-4191-8a93-a92c2fcf0233,False,True,False,Textile,Japan
37e92842-6012-4c50-9b0d-38bd53a30fb1,True,True,False,Perishable,Singapore
6e796325-edeb-46ca-b718-72aa074c9370,True,True,True,Perishable,Germany
0363dae9-a1d8-47ef-b671-123bce58434d,True,True,False,Pharma,UAE
eab1f3bc-ff6f-45a7-b33d-e92c2d2b71b2,True,True,True,Chemical,Singapore
6c75b4cc-dadc-4b3b-bd9e-d53e89994afb,True,True,False,Chemical,China
575104d7-09a2-417c-8bb0-adc05907b80a,True,True,False,General,UAE
13df1522-256c-40d5-b6b1-b9cbb034172c,True,True,False,General,India
16d8fd9f-368c-4fef-a0c6-6b46abde12a6,False,True,False,Pharma,China
2f9c812d-77c1-4017-bbd6-c46b0f5713d8,True,True,True,Pharma,Netherlands
129b10ae-e799-477d-a914-5a9cfb6daccf,False,True,False,Pharma,Netherlands
1333d5b3-4278-4bd6-8eb9-a62514d89e23,True,False,True,Hazardous,Netherlands
46b92dd7-33eb-468b-b768-4721f8124a88,True,True,True,Hazardous,UAE
88a68ab3-e84e-4b32-b35a-46962434c9e5,False,True,False,Textile,Netherlands
4bee6df7-a82e-41fb-987b-44a68e44d8a1,True,True,False,Textile,Japan
181d3fdb-4a5a-45d8-a330-0804524e812b,True,True,False,Pharma,China
31f1aab7-c836-45b6-b7e8-67922aef9856,True,False,False,Machinery,India
0fb37c4e-e3d0-4d3a-ba5a-5677eb11c2cc,True,True,False,Textile,UAE
c3821085-7546-4403-8575-09eca42b170e,True,True,False,Textile,Singapore
87a6af07-f140-470e-9ebd-ec0df34c39ba,True,False,True,Machinery,Netherlands
507ea6fe-2684-430d-aef6-2f950bc7ac20,True,True,True,Electronics,Germany
8382330f-ce3a-41be-b45b-81f72c94da37,True,True,True,Hazardous,United States
128d769f-62fd-4710-9448-d83ef22f8aff,True,True,False,General,Germany
50faf1f7-344f-40e7-a852-4d2d34d312aa,True,True,True,Chemical,India
41d3da11-cfbc-44ab-a29b-6ba596f76374,True,False,True,General,India
71282070-86f7-4aea-a08b-3729a9e3f146,True,True,False,Perishable,Germany
5205d38e-5063-475b-93d0-118ae0091f36,True,True,False,Pharma,Netherlands
287b54af-c556-4832-b400-c59fb988407d,True,True,False,Electronics,Netherlands
f6fa3686-808f-48ae-9dbc-d605710c4c20,True,True,False,Machinery,Germany
e5b58234-7d77-4b46-9e08-95be4ee723fe,True,True,False,Pharma,Germany
c784a15b-16da-4b61-b5ca-6e34d73aab15,True,False,True,General,Japan
a2ebc335-e93b-4ef8-b247-6759bbd071e9,True,False,False,General,India
a756508c-2a06-4d1f-af35-1b9a47dbe314,False,True,False,Hazardous,South Korea
2a1b9a0f-4abd-443b-9d40-0c592e9cdf63,True,True,False,Electronics,United States
36b8fb00-de9b-4e51-b5e2-17c411faacf1,True,True,False,Machinery,Netherlands
c27ddce5-e270-478d-8406-c0edfdae0076,True,True,False,Hazardous,India
4f93c812-ac7d-4410-a547-0b705356e861,True,True,False,Chemical,Netherlands
c2cfd321-d0b8-4ee9-863c-f2800571c00b,False,True,False,Hazardous,United Kingdom
b73fdf17-974a-47de-906e-24eedae184fa,True,True,True,General,India
238aa9bb-55cd-4fa6-bcc7-0de597f7ced3,True,True,False,Perishable,Japan
518d3abf-9ee1-49c6-93b4-b913d0cf6621,False,True,False,Textile,United Kingdom
5a06410f-ad49-4dc4-993d-0944b4e2a08c,True,True,False,Machinery,United Kingdom
cde5d33a-87d0-4865-9ba2-13f10b58c87a,True,False,True,Hazardous,India
9e05cfe4-2ff8-4350-a03f-3738961ba28e,True,True,False,Pharma,United States
1a67896d-38e0-480a-a7cc-e5b0d62177f4,False,True,False,Electronics,India
ef61ec96-54bd-413e-a428-9dc44fbc0505,False,True,False,Hazardous,United States
ef67dec7-c6ba-4038-853e-2932683736d0,True,True,False,Textile,United States
b4f4c90e-b834-48ec-8677-2ea47c1dc0b4,True,True,False,Textile,Germany
acb2085e-475c-402a-b079-b76f6845760c,True,True,False,Pharma,UAE
6f258ae3-be62-4733-94de-3f3c4a52534e,True,True,False,Perishable,United Kingdom
d6d1f9ff-14d6-407a-b99b-f1887a850122,True,True,False,Chemical,Netherlands
8e98d064-6b2a-4d94-be55-865ce74153c3,True,False,True,Perishable,South Korea
67fd1771-c78a-449d-856e-f31d665aafc0,False,True,False,Textile,Germany
5ba5877a-1839-4238-a5ca-7ca3c489d48e,True,True,False,Machinery,India
6ad81fa7-b17f-4f1f-871b-5298a4df3c05,True,True,False,Textile,Japan
d141463f-e69e-4021-92fa-90f1c19d4203,False,True,False,Hazardous,Germany
56a06026-8c9d-41b4-9015-c733328dfa52,True,False,True,Perishable,China
a5d07a04-6735-487b-83f4-7f0854af51a2,True,False,False,Pharma,South Korea
93c1af94-4500-4941-a21c-498d56726f28,True,True,False,Hazardous,Germany
48a6eac4-4af4-4351-bcb4-871c63ce026c,False,True,False,Textile,China
3b788714-ea03-407f-ab1d-b72514426740,False,True,False,General,UAE
a77a1a72-6350-4b6a-a084-edfba7e30e6a,True,True,False,Chemical,United States
d9e330ed-6de5-47e0-bcb3-5e0482f3bcf8,True,True,True,Perishable,United States
b27fdc3c-04a4-4f42-ab73-9edd7fe9dd12,True,True,False,Pharma,China
9144647e-7307-478d-9343-9eb86eb0f5da,True,False,True,Textile,Japan
7ce30596-7364-4262-854d-07627f3f8a5b,False,True,False,General,Japan
31e32551-983e-4220-90fd-3c4c29c13b43,True,False,True,Machinery,Germany
5f62f415-fc42-467c-9e0f-4a7b831c94bb,True,True,False,Chemical,United States
7999202f-6540-4ea0-882f-c2722fcac2ed,True,True,True,Chemical,Japan
4766b978-98ef-41d8-b390-5a8b35b36084,False,True,False,Perishable,Singapore
2e76e28a-ec06-4157-b6e0-49a2ce3b94d2,True,True,False,Electronics,Singapore
82e24298-c407-4fb9-b117-203505b3cf17,True,True,False,Perishable,Japan
26c30a22-bfd4-499f-ac7b-922890d2e08c,True,True,False,Hazardous,South Korea
d6389f8d-2fc4-4d8e-b6cf-cc303f24afe6,True,True,True,Hazardous,Netherlands
63dd3a8e-9e91-460c-8fba-689aeb9a7136,True,True,False,Textile,United States
8faa0255-f8f1-4861-8f26-95836f4b1a65,True,True,False,Pharma,Germany
a7ebcefa-d3c7-4a4d-93bd-24f219d7e7d7,True,False,False,Chemical,UAE
50a06250-054c-4ca3-8ca8-20b2872037a8,True,True,False,Electronics,Netherlands
644f5928-7237-4793-a01e-1c3ae04637bf,True,True,False,Pharma,UAE
7501ab14-88bd-4251-a66c-07190adb6a45,True,True,False,Perishable,South Korea
9cdb694e-c1fa-4f74-94b3-76333c0bc015,False,True,False,Textile,South Korea
62eb5bec-7554-4b36-94b1-d0c9231fbbd6,True,True,False,Electronics,Singapore
88c4604f-2fa4-4a5c-a07e-edd0c17f4b5c,True,True,False,Perishable,Japan
0959b296-7e01-4fec-94ae-e7579e8905c2,True,True,False,Chemical,UAE
e6c09141-7bd1-4945-a1e1-6ee6f7fd9a46,True,True,False,Hazardous,Japan
32a89da3-f836-44d2-a102-26b212114d08,True,True,False,Perishable,United Kingdom
2ec3a09e-d18c-44c1-aba2-f89e38ecc74d,True,True,False,Chemical,Germany
7eff5eec-f176-410a-b626-993278858c84,True,True,False,Perishable,Germany
e4704095-2ed6-4fcc-acad-7f7d2afad2ef,True,True,True,Machinery,Netherlands
8af7f07e-dcd8-4698-b6d8-83dc00f77a5f,True,True,True,Machinery,Japan
8a707165-4c91-4bd6-b63d-93f976e5a172,False,True,False,General,Germany
aaab5867-ae3d-4206-9fa8-42aad553fd39,True,True,False,Textile,Singapore
237a5d57-8bf0-402b-b200-d0d4b6d99de1,True,False,True,Hazardous,China
c3ba42bd-c060-464e-bc5c-fe73672a5d25,True,True,False,Chemical,United Kingdom
5fbe5f4c-5b0b-4964-83ef-485872f3f755,True,False,False,Hazardous,United Kingdom
e3626fec-89e1-4e09-9119-e4180dda6df1,True,True,False,Hazardous,India
607404e9-61a9-4f91-8046-489ad1da03a9,True,True,True,General,UAE
3e8a926c-e714-4d30-925d-03705290c983,True,True,False,Textile,China
6f6b01cb-7c02-444e-87af-de31664b1e84,True,True,False,Perishable,Germany
bca19155-9251-46ae-9157-b4d4b33254fe,False,True,False,Pharma,Netherlands
92ef990e-539a-4b18-9f0d-927491a0a68a,True,True,False,Pharma,UAE
dfe6e94b-4df6-412f-ab62-9124533c5699,True,True,False,Machinery,Netherlands
87be3492-d711-41df-b601-abfb7fcdcd39,False,True,False,Machinery,South Korea
5cb22ea5-9178-4e91-a058-178c7319f480,True,True,False,Pharma,United States
79b295e4-671f-473c-ae7c-286839d25bd3,False,True,False,Chemical,UAE
34e10f66-8569-4a11-91a4-c2d5efdf249b,True,True,False,General,United Kingdom
a750d362-e296-48e7-83d8-5bd2b70514f1,True,True,False,Pharma,United Kingdom
b236c99d-2f9f-4169-8eef-91cc7e0d9fff,False,True,False,Textile,China
e573f612-514f-4926-a4e2-fec9aecedd59,True,True,True,General,Netherlands
2c16bb3b-3ec6-42da-9e53-9ee3c60242da,True,False,False,Hazardous,Japan
bf0d96a4-e802-48b4-a6c8-ee5473f9dcd6,True,True,False,Textile,United Kingdom
d47343f6-a09c-4517-a876-e61100dd460e,True,True,True,Machinery,Japan
674c503c-7ec8-430a-8f27-e8454aeae217,True,True,False,Electronics,Singapore
ad151508-eafb-4a7b-8404-b9e851909be3,True,True,False,Textile,Japan
12528e2d-a816-4427-a581-1971d33361bf,False,True,False,General,Japan
e6c9a106-985e-4755-b395-e7dfcce652ba,False,True,False,Electronics,South Korea
4c147490-7a56-4f50-83b7-59b612382a73,False,True,False,Perishable,Japan
7927f2be-9bae-429a-bc86-587d4248a846,True,True,False,General,United States
7bb44fbc-7ac7-47a2-9278-abea8522ff4b,True,True,False,Machinery,Germany
540a69a2-7b24-48ce-84d6-3ba96ccc66d6,True,True,True,Machinery,UAE
9b419028-c65b-4012-9c18-a1f3f73b861b,True,True,False,Perishable,Singapore
4dfc9873-c7cb-46f6-822f-9a151a1f6a2c,True,True,False,Machinery,UAE
ea3dd4a4-5627-4365-8c3e-0f37e631f7a5,False,True,False,Chemical,Netherlands
2b342708-1544-4148-83eb-14a923149aa9,True,True,False,Chemical,Germany
b5a92b24-9234-43ff-b05f-caa04ec545c0,True,True,False,General,China
d5b67da4-667a-4e14-8dcc-9d910989f9ca,True,True,False,Perishable,Japan
3ff23ff6-5343-422d-8093-23742a08d9e0,True,False,False,Electronics,Germany
254b1948-1918-4508-9b03-21773de77a8c,True,True,False,Electronics,United States
adf91610-2ed5-4071-9fa7-df26bea258f3,True,False,True,Machinery,United States
98aa932f-eedb-4523-b0f9-bedfee096e96,True,True,True,Machinery,United Kingdom
a578df57-4e32-4732-9b08-64386a33fd10,True,True,False,Machinery,United States
9062bc89-6d47-46ff-8e82-5614e6520d55,True,True,False,Pharma,United Kingdom
d3a1191f-7476-48d1-afd9-50a8fb1ed3f7,False,True,False,Chemical,United States
21e5f58f-ce96-4161-83cb-6c61c79c5ac6,False,True,False,Perishable,United States
95f7b5e2-c90b-426b-a333-2c90026dde27,True,True,False,Hazardous,India
70f33350-30cc-400d-93a6-bf3345b09905,False,True,False,Textile,Germany
e7fb57c8-dde0-48fc-8333-57e36cab2dd1,False,True,False,Chemical,Singapore
1970c3d2-2c86-460a-8340-9564bf3ea4e6,True,True,True,Machinery,United States
55c3bb7d-97fc-4ba0-9032-929e38b3772f,True,False,True,Electronics,Singapore
3b7e744e-8a06-4847-a4d9-d97b29859e6f,True,True,False,General,China
114667ef-c9df-493e-952e-edcdd5b705a9,True,True,False,Hazardous,South Korea
061ca3da-e8cd-465d-a93a-a16047096612,True,False,False,General,Singapore
e74f894f-e218-40a5-9868-b36ff953ec3e,True,True,True,Hazardous,India
7031e7dd-74d6-4dcc-b118-6bcbc98e54d4,True,True,False,Pharma,United Kingdom
5184f43c-7228-481a-b273-1bdc2cb857e7,False,True,False,Textile,South Korea
b7f92375-b7ce-4362-8578-8e050e99db69,True,True,False,Chemical,Germany
f66e9451-4f11-4360-87d7-db862c7369b1,False,True,False,Machinery,China
49dd48e6-7098-4cf1-9df9-9ef63247679f,True,False,True,Textile,United Kingdom
1e9c4c46-2ddb-4908-8133-db2bd52b132c,True,False,False,Hazardous,Netherlands
eb7e7002-03d6-47ec-985d-26a8a641e87c,True,True,False,Electronics,South Korea
82b358d3-1795-4fba-b796-08bcfd8260e2,True,True,True,Textile,Singapore
ddd5c4a8-1ec9-462b-9d4a-a2446ede1912,True,True,False,Chemical,Singapore
31784f39-7907-4b71-a297-ca3e62a46c9b,True,False,True,Chemical,India
5c19ef36-d09e-4708-9c93-f2276d186410,False,True,False,Chemical,UAE
bc7baa7d-29f0-4bf3-a816-970e13de2a93,True,True,False,General,United Kingdom
57319d36-d595-4562-85cf-ddb9c879d39a,True,True,True,Textile,United Kingdom
a4eca042-ca90-4820-ab7a-ee82a9ad76c9,True,False,False,Hazardous,United States
69ac8f2e-1be8-4d26-96e0-09d5220386d2,True,False,False,Machinery,UAE
6f652d96-3364-43bb-82e1-24e20b1c1b81,True,True,False,Electronics,United States
a411b044-704b-494e-8b96-e58409ba5108,True,True,False,Hazardous,United States
33337871-fd39-4c63-aa8c-a3e9a31926d7,True,True,False,General,UAE
e7d9c0e0-eb68-4780-8591-d113eb0f1343,False,True,False,Electronics,UAE
1e73ceb4-016a-4fe4-be85-8532614d5e03,False,True,False,Machinery,United States
87091560-7e14-4374-a565-d53dc05afffd,True,False,False,Perishable,Japan
421175ad-460f-4c9f-b3e6-14a0dd299311,True,True,False,Electronics,Netherlands
839f840e-ff87-43b7-85b2-bc000c483ee4,True,True,False,Chemical,China
f07fa5fb-2c20-4c04-8331-5ec4f17ae4af,False,True,False,General,China
4d083831-feb7-486d-9497-1f26d36a1d16,True,True,False,Electronics,United States
920682e4-e619-4a39-87b7-50643f4d16ff,True,False,False,Electronics,United States
f358c98a-fcf0-4969-ac8e-5441e839df10,True,False,True,Machinery,United Kingdom
3d6c54ea-e6e0-456b-8d4c-37e1c4131cd9,True,False,True,Pharma,China
f13d803d-39d0-4e76-87cb-5a7bef3a4f6b,True,False,False,Chemical,Germany
e274b6ee-29d5-43dc-a174-e60fb17e1a9f,False,True,False,Textile,United States
6216b547-95f3-492f-ba33-5c35b8a1a3de,False,True,False,Chemical,Japan
68dde0f4-201f-42ef-9a92-95e45db4caa8,True,True,False,Hazardous,United Kingdom
b18ad94b-036e-4ac4-b3ea-911cba2919ca,True,True,False,Pharma,Singapore
6a88b2ca-9e6a-4f8e-8ce3-58b6c173725c,False,True,False,Pharma,South Korea
