product_id,product_name,category,hs_code,hazardous,perishable,temperature_controlled,fragile,weight_per_unit,supplier_name
5b1bc581-1e95-49ac-b4cd-9c4dba0da5d3,Furniture SKU-10039,Furniture,9403.12,False,False,False,True,223.79,Metro Suppliers
9d525f5e-e137-4990-bf52-e488d3cefb94,Machinery SKU-10040,Machinery,8479.61,False,False,False,False,812.01,Metro Suppliers
98a8ceac-ed6b-47e6-91cd-5dafebf7d53b,Food SKU-10041,Food,2106.44,False,True,False,False,618.46,Unity Suppliers
0b6d1f4f-641c-4b20-b7e2-13f2c61b0522,Chemicals SKU-10042,Chemicals,3824.49,False,False,False,False,576.62,Eastern Suppliers
7d1ad965-c119-433c-8965-8f98b68be8f7,Furniture SKU-10043,Furniture,9403.78,False,False,False,False,470.36,Unity Suppliers
67d7bbb9-471d-46d2-a5dd-9110e6a2d788,Pharma SKU-10044,Pharma,3004.26,False,False,False,False,418.6,Nova Suppliers
38baefef-fb3c-49e6-bd29-b0be4de5aaa6,Automotive Parts SKU-10045,Automotive Parts,8708.49,False,False,False,False,703.86,Metro Suppliers
d36186d0-0512-47f8-9f7f-84f0680811cd,Consumer Goods SKU-10046,Consumer Goods,3926.19,False,False,False,False,391.9,Unity Suppliers
bea875b0-93f5-4312-8788-7230416c4515,Machinery SKU-10047,Machinery,8479.26,False,False,False,False,204.26,Nova Suppliers
29a5a818-e5a1-4d1d-b609-bb8d39b3904b,Consumer Goods SKU-10048,Consumer Goods,3926.24,False,False,False,False,494.5,Pacific Suppliers
0a16102b-89ac-4520-afc4-68dbbf59924d,Consumer Goods SKU-10049,Consumer Goods,3926.18,False,False,False,False,599.84,Pacific Suppliers
35a121ed-71fa-47ed-ad49-459847320d23,Machinery SKU-10050,Machinery,8479.47,False,False,False,False,564.19,Unity Suppliers
0db6b52d-a6f6-46e6-8eb7-818f22d1c4b2,Machinery SKU-10051,Machinery,8479.11,False,False,False,False,773.6,Metro Suppliers
9ea15dfd-1260-41c2-b940-4c40cddeaeeb,Machinery SKU-10052,Machinery,8479.58,False,False,False,False,570.63,Nova Suppliers
1fcba69c-619f-4057-8dd6-f06418cbd989,Automotive Parts SKU-10053,Automotive Parts,8708.82,False,False,False,False,583.86,Unity Suppliers
f4a32ca5-6c8c-4f2c-a0d2-6e3cea0e9cf3,Electronics SKU-10054,Electronics,8517.53,False,False,False,False,194.7,Pacific Suppliers
644c7222-39a6-496f-bfd6-5692bbbe3aac,Food SKU-10055,Food,2106.63,False,False,True,False,507.77,Eastern Suppliers
f84d2ea5-51dc-4a27-aff8-bf54002daae4,Medical Devices SKU-10056,Medical Devices,9018.38,False,False,True,True,419.63,Metro Suppliers
93629d93-1c7f-4ef1-a675-68ef87d3f118,Automotive Parts SKU-10057,Automotive Parts,8708.49,False,False,False,False,174.4,Nova Suppliers
5362ba66-bbcf-4ce3-89e1-155ad17a1d71,Electronics SKU-10058,Electronics,8517.49,False,False,False,True,737.38,Eastern Suppliers
33b5a9d6-7fa5-4f51-8fa9-e16f8ade9f6b,Consumer Goods SKU-10059,Consumer Goods,3926.22,False,False,False,False,643.27,Eastern Suppliers
a6fd9add-690a-49a1-b609-c2444eed8cd6,Medical Devices SKU-10060,Medical Devices,9018.57,False,False,True,True,466.01,Unity Suppliers
a2d14b3c-f2d7-411c-8f36-01f4b7d6ee50,Food SKU-10061,Food,2106.34,False,False,False,False,798.81,Eastern Suppliers
c8e76f81-124e-42e8-b2b2-6fe978b28289,Machinery SKU-10062,Machinery,8479.14,False,False,False,False,86.92,Metro Suppliers
781a7d2e-3919-4984-b194-8dc6155a2006,Automotive Parts SKU-10063,Automotive Parts,8708.37,False,False,False,False,812.32,Eastern Suppliers
8fb170c9-459f-4ee2-91d3-e9550bf25914,Pharma SKU-10064,Pharma,3004.1,False,False,False,False,829.4,Eastern Suppliers
b34dc6b4-1615-4db2-bb36-d1035a00550d,Machinery SKU-10065,Machinery,8479.2,False,False,False,False,344.11,Summit Suppliers
4c2b832c-a745-406c-b247-1bdfa19fc0c1,Furniture SKU-10066,Furniture,9403.18,False,False,False,True,765.13,Unity Suppliers
0917486c-9950-476e-a919-e8a9aa9f7137,Machinery SKU-10067,Machinery,8479.83,False,False,False,False,483.18,Eastern Suppliers
2ebcbc4a-3fad-4909-8fbc-0f9b95698d12,Furniture SKU-10068,Furniture,9403.89,False,False,False,True,631.17,Eastern Suppliers
eaf3f27e-3bfe-4f93-82ae-05dc493f3fc0,Food SKU-10069,Food,2106.62,False,True,True,False,633.12,Pacific Suppliers
fa4822c9-ffba-4bbf-8690-90cbe3b32afe,Food SKU-10070,Food,2106.59,False,True,True,False,361.59,Summit Suppliers
d9423b04-ec1d-4462-9045-2fc00b7b5235,Pharma SKU-10071,Pharma,3004.58,False,False,False,False,834.81,Pacific Suppliers
1270b3e7-f813-40ac-9926-d82ada128325,Medical Devices SKU-10072,Medical Devices,9018.72,False,False,True,True,189.35,Pacific Suppliers
e29f730a-c261-4517-9ea5-e07bc916955f,Food SKU-10073,Food,2106.47,False,False,False,False,513.63,Unity Suppliers
e18e5932-138b-4cee-adce-7984ab1239f8,Textiles SKU-10074,Textiles,6204.8,False,False,False,False,115.8,Unity Suppliers
61bb6ed1-7e00-48f7-8c78-84c5cba2db53,Machinery SKU-10075,Machinery,8479.34,False,False,False,False,327.13,Pacific Suppliers
ada7e344-a8ed-43ec-add8-e9abe2d7d965,Machinery SKU-10076,Machinery,8479.71,False,False,False,False,93.6,Nova Suppliers
0d78a90c-7c56-4df0-a5f7-cb0df7b78962,Electronics SKU-10077,Electronics,8517.97,False,False,False,False,809.8,Eastern Suppliers
4c528039-64b7-4178-b938-1ea2ce33d160,Pharma SKU-10078,Pharma,3004.35,False,True,True,False,260.52,Pacific Suppliers
5232a4d5-0f62-4465-870f-4b68f6318989,Medical Devices SKU-10079,Medical Devices,9018.46,False,False,True,False,218.92,Pacific Suppliers
94ebdafa-e68d-4c20-b8b5-46f2be003cbe,Automotive Parts SKU-10080,Automotive Parts,8708.58,False,False,False,False,397.66,Nova Suppliers
68f6194f-b43f-4556-9ffa-34dc43a5bd04,Consumer Goods SKU-10081,Consumer Goods,3926.88,False,False,False,False,321.81,Summit Suppliers
f8d2bb7b-5fce-4726-92f6-9d60c1bc96a3,Textiles SKU-10082,Textiles,6204.73,False,False,False,False,159.68,Eastern Suppliers
7ad11fff-53c1-4bc3-a96e-36d9ff5eaee1,Pharma SKU-10083,Pharma,3004.8,False,False,False,False,496.16,Summit Suppliers
e6073170-53a3-41f0-acef-bb63ea7999ce,Consumer Goods SKU-10084,Consumer Goods,3926.78,False,False,False,False,480.78,Summit Suppliers
13adb318-8875-444b-b572-064c0f23ae1b,Pharma SKU-10085,Pharma,3004.77,False,True,True,False,51.65,Eastern Suppliers
a1ac4409-1db7-45f6-aaa6-ab522e8da4a4,Food SKU-10086,Food,2106.82,False,False,False,False,135.32,Metro Suppliers
7d8ae9c1-8184-4719-8113-c216868e3123,Pharma SKU-10087,Pharma,3004.37,False,True,True,False,314.49,Eastern Suppliers
a0663ec9-e62f-4a08-a5b1-bf95480b1490,Machinery SKU-10088,Machinery,8479.37,False,False,False,False,124.75,Unity Suppliers
d52b0fc7-7152-406f-9469-71729495c096,Medical Devices SKU-10089,Medical Devices,9018.24,False,False,True,True,564.02,Unity Suppliers
b93680da-57fe-4212-ad87-5c50d192ac6f,Automotive Parts SKU-10090,Automotive Parts,8708.86,False,False,False,False,416.68,Pacific Suppliers
e1b768de-a1a7-4891-a2da-52646c73aa2c,Medical Devices SKU-10091,Medical Devices,9018.9,False,False,True,False,604.27,Metro Suppliers
f9b1139f-23da-4f7c-9ed9-31dff3b41aff,Medical Devices SKU-10092,Medical Devices,9018.14,False,False,True,False,811.51,Pacific Suppliers
00825da5-96ce-4353-9060-0a189674575e,Furniture SKU-10093,Furniture,9403.61,False,False,False,True,847.5,Eastern Suppliers
7e5266a8-18ee-4b7d-b67c-aca567215163,Chemicals SKU-10094,Chemicals,3824.51,True,False,False,False,339.87,Summit Suppliers
264a190b-9eb8-4123-91ff-4242053a2350,Consumer Goods SKU-10095,Consumer Goods,3926.58,False,False,False,False,424.96,Eastern Suppliers
7bae02ba-a516-4a5c-961e-b4e968e442bf,Electronics SKU-10096,Electronics,8517.16,False,False,False,False,640.56,Pacific Suppliers
2709df9d-6760-4869-bbed-c1f523d64786,Automotive Parts SKU-10097,Automotive Parts,8708.11,False,False,False,False,591.52,Unity Suppliers
84f7365a-89d7-4dc7-923f-34b42f207c34,Consumer Goods SKU-10098,Consumer Goods,3926.98,False,False,False,False,273.23,Pacific Suppliers
206cc4dd-21ee-434d-9b59-0d9de238ea47,Textiles SKU-10099,Textiles,6204.94,False,False,False,False,141.97,Pacific Suppliers
dcd9d83f-6bf4-4219-8890-c56c1d3b3270,Medical Devices SKU-10100,Medical Devices,9018.62,False,False,True,False,24.09,Nova Suppliers
58304bd7-d743-4d0a-8f3b-8932c64f5fc1,Pharma SKU-10101,Pharma,3004.97,False,False,False,False,665.73,Metro Suppliers
829c34cb-5bae-4d98-8976-6ac546cbc8fb,Furniture SKU-10102,Furniture,9403.61,False,False,False,False,156.37,Unity Suppliers
8dfce1d9-05b8-4086-955d-a878cf67b79e,Machinery SKU-10103,Machinery,8479.7,False,False,False,False,239.29,Unity Suppliers
4d61c2d2-d2af-4d03-91a2-e1b82c2fe36b,Automotive Parts SKU-10104,Automotive Parts,8708.33,False,False,False,False,599.53,Nova Suppliers
a1b1606d-34f6-4f2c-8c05-a4d9882d6291,Textiles SKU-10105,Textiles,6204.27,False,False,False,False,656.82,Nova Suppliers
8215611a-151d-4dc5-8fe3-154cdb7d8bb3,Consumer Goods SKU-10106,Consumer Goods,3926.45,False,False,False,False,642.47,Unity Suppliers
00506704-0774-4f15-951c-b2e6036eeebc,Pharma SKU-10107,Pharma,3004.58,False,True,True,False,565.71,Metro Suppliers
979a18c0-12e5-40f5-9dab-60378f4bfd15,Chemicals SKU-10108,Chemicals,3824.39,True,False,False,False,607.68,Summit Suppliers
ccd3a04f-e84d-4c1d-84d5-d336269902e2,Pharma SKU-10109,Pharma,3004.69,False,False,False,False,486.01,Metro Suppliers
34a1f284-69a5-4079-a8a1-f51249761a1a,Consumer Goods SKU-10110,Consumer Goods,3926.89,False,False,False,False,734.37,Summit Suppliers
78c0e897-e8ce-44bf-b1e3-d1a50c34d3ef,Pharma SKU-10111,Pharma,3004.48,False,True,True,False,4.07,Nova Suppliers
082919f3-d11a-4c64-a993-df0ae5ce5534,Pharma SKU-10112,Pharma,3004.35,False,False,True,False,378.69,Metro Suppliers
715abe18-782a-44ed-b078-c6b3f01dc460,Consumer Goods SKU-10113,Consumer Goods,3926.1,False,False,False,False,830.81,Metro Suppliers
aa603d29-62c7-4256-aebf-e03cd57b1bd4,Machinery SKU-10114,Machinery,8479.32,False,False,False,False,122.19,Summit Suppliers
27b955d7-b21a-4607-aba9-9a24a87fa49b,Furniture SKU-10115,Furniture,9403.39,False,False,False,False,548.65,Nova Suppliers
7e0cc58f-2785-4c29-aeb6-3698ac012249,Electronics SKU-10116,Electronics,8517.15,False,False,False,False,113.77,Nova Suppliers
6b426b04-f99d-44fa-887d-bb87a6da458e,Furniture SKU-10117,Furniture,9403.13,False,False,False,False,301.5,Unity Suppliers
a789c5d5-9075-42f7-bc73-88a54e4e6642,Automotive Parts SKU-10118,Automotive Parts,8708.35,False,False,False,False,605.22,Summit Suppliers
6b89c76a-d866-4ede-b253-fab45e3560e5,Textiles SKU-10119,Textiles,6204.32,False,False,False,False,502.25,Nova Suppliers
08d12818-d16d-4943-8688-9db41a05e666,Textiles SKU-10120,Textiles,6204.34,False,False,False,False,682.65,Eastern Suppliers
a68e5603-dde1-47fe-8289-d54449bcf614,Food SKU-10121,Food,2106.35,False,False,True,False,511.08,Pacific Suppliers
275f7b19-dc2d-4176-b719-7e6ee46f6117,Automotive Parts SKU-10122,Automotive Parts,8708.53,False,False,False,False,210.12,Metro Suppliers
97fbcaed-5966-48be-b87a-7ae4362cc4c9,Electronics SKU-10123,Electronics,8517.52,False,False,False,True,190.67,Metro Suppliers
c18790ad-675d-43f1-8f93-a96e2a66bc30,Chemicals SKU-10124,Chemicals,3824.14,True,False,False,False,269.45,Summit Suppliers
af05b094-7e9b-449e-93e8-b182f7d2de20,Food SKU-10125,Food,2106.21,False,False,True,False,17.3,Eastern Suppliers
f70316f8-e166-447b-9692-9e67e9777cee,Machinery SKU-10126,Machinery,8479.22,False,False,False,False,712.57,Metro Suppliers
0a491dbf-f096-47a7-9755-e6b2fe1d7e73,Pharma SKU-10127,Pharma,3004.5,False,False,False,False,582.68,Unity Suppliers
d2787a71-e2e9-4b93-8ff4-2afbd0b36877,Food SKU-10128,Food,2106.56,False,False,True,False,506.22,Unity Suppliers
4f9ddcb1-7e99-476e-9cd2-9051b315aa2c,Furniture SKU-10129,Furniture,9403.33,False,False,False,True,739.62,Summit Suppliers
6ddd1e26-df54-4a96-af54-8359566dc2de,Machinery SKU-10130,Machinery,8479.42,False,False,False,False,751.11,Eastern Suppliers
38d268da-ea52-476d-95c2-c0d2dba78c5f,Furniture SKU-10131,Furniture,9403.35,False,False,False,True,838.06,Unity Suppliers
003dface-8260-4206-93cf-5c0aebb91594,Medical Devices SKU-10132,Medical Devices,9018.34,False,False,True,False,223.93,Nova Suppliers
7dccda85-3a94-43f2-9e06-b9f9d5cfd9f5,Pharma SKU-10133,Pharma,3004.46,False,False,False,False,274.34,Summit Suppliers
c41fa50d-c319-4964-856f-1754396a39f2,Furniture SKU-10134,Furniture,9403.42,False,False,False,False,382.57,Nova Suppliers
0669228c-7356-4a46-ba43-7b401b292e79,Consumer Goods SKU-10135,Consumer Goods,3926.21,False,False,False,False,197.47,Unity Suppliers
4e105a64-3202-4ae9-a50b-86fbe76621cc,Furniture SKU-10136,Furniture,9403.65,False,False,False,False,551.0,Eastern Suppliers
d89f7008-8ee8-4c2d-bd79-db5c4069d2cc,Textiles SKU-10137,Textiles,6204.64,False,False,False,False,815.03,Summit Suppliers
165765c3-18f6-40b9-a890-aba34a727f4d,Automotive Parts SKU-10138,Automotive Parts,8708.58,False,False,False,False,496.31,Unity Suppliers
ff965cb0-d1f8-43ac-b3dc-22cd7644395c,Furniture SKU-10139,Furniture,9403.18,False,False,False,False,217.65,Summit Suppliers
53fbb198-cafb-42a4-9047-ba571f0c7922,Electronics SKU-10140,Electronics,8517.74,False,False,False,False,284.1,Metro Suppliers
982d6168-f34d-4909-bf82-9c23835060cb,Textiles SKU-10141,Textiles,6204.64,False,False,False,False,583.41,Unity Suppliers
1311b017-ddb8-4e4b-8837-290daf5574ea,Electronics SKU-10142,Electronics,8517.38,False,False,False,True,176.11,Pacific Suppliers
4d19add0-d885-46a8-86a5-e1d5d7cc4069,Pharma SKU-10143,Pharma,3004.76,False,False,False,False,509.85,Metro Suppliers
81fe1c91-5314-4af8-ae0f-7e929a261d33,Electronics SKU-10144,Electronics,8517.86,False,False,False,True,825.91,Unity Suppliers
c2f1e409-5fbd-4461-b79f-ddd01a10cb8e,Chemicals SKU-10145,Chemicals,3824.88,False,False,False,False,206.61,Unity Suppliers
add31ab2-0668-4e51-b6ac-78b9f778bd4d,Furniture SKU-10146,Furniture,9403.49,False,False,False,True,450.3,Summit Suppliers
7ab95cd2-3afd-4d43-bd29-65702b3ac28a,Chemicals SKU-10147,Chemicals,3824.58,True,False,False,False,705.87,Pacific Suppliers
1e8550e6-91c0-4970-b166-9c57ae1d671f,Food SKU-10148,Food,2106.98,False,True,True,False,731.47,Unity Suppliers
5b529be6-cf8b-4ec0-b78c-a16fd748bb0e,Furniture SKU-10149,Furniture,9403.54,False,False,False,False,632.73,Pacific Suppliers
5b72ed42-c110-495c-941d-82847b22cc15,Textiles SKU-10150,Textiles,6204.42,False,False,False,False,567.64,Pacific Suppliers
f7d94b02-499a-4867-a13a-e81300bc361d,Pharma SKU-10151,Pharma,3004.31,False,False,False,False,380.28,Nova Suppliers
55146dda-9365-4b24-af5f-fe00e3f0efe5,Machinery SKU-10152,Machinery,8479.18,False,False,False,False,25.01,Unity Suppliers
017979cd-324e-49c4-939e-a95bb4eee267,Textiles SKU-10153,Textiles,6204.35,False,False,False,False,804.28,Unity Suppliers
090464c5-e34b-43e8-99d5-2f0a6df2fdc8,Automotive Parts SKU-10154,Automotive Parts,8708.15,False,False,False,False,515.2,Nova Suppliers
a208204f-eec6-4154-a74c-85318f806c39,Consumer Goods SKU-10155,Consumer Goods,3926.1,False,False,False,False,762.21,Eastern Suppliers
c2881b23-b723-4986-8214-1ef585ee6b54,Food SKU-10156,Food,2106.88,False,False,False,False,428.04,Summit Suppliers
fd1c993c-384e-4c1f-a630-64756f47dae0,Textiles SKU-10157,Textiles,6204.47,False,False,False,False,628.83,Unity Suppliers
3eb7058b-36ac-4da9-a9b3-868bc9f2f190,Textiles SKU-10158,Textiles,6204.11,False,False,False,False,774.22,Unity Suppliers
e5d0720c-bfa6-4418-a2f6-160af89f79bd,Textiles SKU-10159,Textiles,6204.15,False,False,False,False,825.88,Summit Suppliers
8222e699-0e80-46c0-86c1-99e86bdc3267,Machinery SKU-10160,Machinery,8479.58,False,False,False,False,843.84,Eastern Suppliers
6d3e1e71-6c51-46d9-98e1-b1cd810671bb,Chemicals SKU-10161,Chemicals,3824.56,True,False,False,False,668.82,Nova Suppliers
bb61403b-07e5-4537-a550-181e725d9d39,Chemicals SKU-10162,Chemicals,3824.59,False,False,False,False,225.94,Summit Suppliers
5f076450-fb11-43c0-aa35-be3bed405dbb,Machinery SKU-10163,Machinery,8479.78,False,False,False,False,43.49,Eastern Suppliers
0b4c6d02-ef19-47fe-b34a-608776e704fc,Chemicals SKU-10164,Chemicals,3824.8,True,False,False,False,697.27,Pacific Suppliers
2ca521a2-62e5-4124-ad5e-94a75b59c95f,Automotive Parts SKU-10165,Automotive Parts,8708.52,False,False,False,False,48.71,Eastern Suppliers
3c980ee3-b64b-4f86-bb7c-4dc94ade109a,Food SKU-10166,Food,2106.43,False,True,True,False,102.9,Nova Suppliers
e969d61d-80c2-4fd6-8d35-df45da42d839,Consumer Goods SKU-10167,Consumer Goods,3926.24,False,False,False,False,496.87,Unity Suppliers
6a9df590-4574-4a2c-9cec-7c695affa606,Medical Devices SKU-10168,Medical Devices,9018.49,False,False,False,False,687.31,Pacific Suppliers
ba8e2d87-243e-47f8-b89a-9d3f9af2d8d5,Electronics SKU-10169,Electronics,8517.96,False,False,False,True,529.78,Pacific Suppliers
ef07d6f0-9ce2-4fc8-970c-f6d4814964bf,Furniture SKU-10170,Furniture,9403.6,False,False,False,False,721.88,Metro Suppliers
7bfef267-7c32-46b1-87b8-813c54d2918a,Chemicals SKU-10171,Chemicals,3824.77,True,False,False,False,740.01,Metro Suppliers
77a689f4-74ec-4cf6-b37e-f5b26788fbff,Medical Devices SKU-10172,Medical Devices,9018.83,False,False,True,False,313.6,Nova Suppliers
37492ad9-4f74-4767-b39e-005a962c792f,Consumer Goods SKU-10173,Consumer Goods,3926.18,False,False,False,False,583.78,Metro Suppliers
4e6c8216-e531-4b20-97e6-f0fb1ac985b4,Machinery SKU-10174,Machinery,8479.83,False,False,False,False,611.74,Pacific Suppliers
fe5ec2be-7967-4569-909a-eebcfb7d5d8b,Machinery SKU-10175,Machinery,8479.35,False,False,False,False,464.68,Nova Suppliers
2fe9e172-a7d5-40e4-adf8-90124e01fb72,Textiles SKU-10176,Textiles,6204.23,False,False,False,False,561.39,Pacific Suppliers
9b7e45be-75c0-4307-8b04-a94e2fda08c2,Automotive Parts SKU-10177,Automotive Parts,8708.23,False,False,False,False,168.82,Metro Suppliers
b75657cc-15d6-4cb9-94d3-1d0085a4cfe2,Pharma SKU-10178,Pharma,3004.5,False,False,False,False,836.18,Unity Suppliers
e7d9af0a-dd76-485b-a54e-db6590dd1074,Automotive Parts SKU-10179,Automotive Parts,8708.75,False,False,False,False,741.74,Summit Suppliers
7736efb9-b7bd-4672-9acb-1ef6c650453f,Textiles SKU-10180,Textiles,6204.25,False,False,False,False,772.94,Metro Suppliers
d77cb4db-5eb9-40f4-b304-c4f2bb22c6eb,Chemicals SKU-10181,Chemicals,3824.8,True,False,False,False,124.24,Pacific Suppliers
e5ec39dc-f81a-4b09-a878-b917e2e18dca,Textiles SKU-10182,Textiles,6204.28,False,False,False,False,781.9,Metro Suppliers
0b4f28da-a209-419d-abb0-777b1fc8e31a,Furniture SKU-10183,Furniture,9403.29,False,False,False,True,384.48,Summit Suppliers
b2ad4bb4-6362-4d77-9b68-d61c2e47855e,Chemicals SKU-10184,Chemicals,3824.2,True,False,False,False,23.78,Unity Suppliers
93590db1-c0c3-4184-a6af-5926d42c17a2,Medical Devices SKU-10185,Medical Devices,9018.63,False,False,False,True,308.0,Eastern Suppliers
6a724289-9347-4a9f-9c7c-a8fb92a0f18c,Pharma SKU-10186,Pharma,3004.92,False,True,True,False,72.22,Metro Suppliers
29203f9d-c097-46e5-bcb3-a45d4f11dbf7,Pharma SKU-10187,Pharma,3004.76,False,True,True,False,87.75,Pacific Suppliers
c1350a13-9ab4-4c41-949b-e2f31fb89e45,Textiles SKU-10188,Textiles,6204.5,False,False,False,False,571.83,Unity Suppliers
4c391fe6-b2f2-4482-954c-2da5380f5d9e,Machinery SKU-10189,Machinery,8479.19,False,False,False,False,160.71,Metro Suppliers
ae628a6a-de65-4770-aedb-d15b2706f6e7,Textiles SKU-10190,Textiles,6204.24,False,False,False,False,186.1,Nova Suppliers
362337ff-3242-497f-bb69-0f1206c97924,Machinery SKU-10191,Machinery,8479.65,False,False,False,False,98.51,Nova Suppliers
e69b6102-9523-43d7-870d-673ba875d98e,Automotive Parts SKU-10192,Automotive Parts,8708.36,False,False,False,False,806.94,Pacific Suppliers
860c0b4a-d790-484b-8799-52df432dd087,Chemicals SKU-10193,Chemicals,3824.82,False,False,False,False,132.95,Eastern Suppliers
5fcf6ec2-6673-416a-a904-822bbcaa9a43,Machinery SKU-10194,Machinery,8479.28,False,False,False,False,543.77,Summit Suppliers
2388a547-167a-427a-96d4-568286ab0c4e,Consumer Goods SKU-10195,Consumer Goods,3926.48,False,False,False,False,254.25,Pacific Suppliers
