feature_record_id,shipment_id,feature_timestamp,route_delay_rate,carrier_reliability_score,weather_severity_score,feature_vector_json
1fef35e0-97cc-4783-b5c2-398f1c3ca69f,75c53893-28b0-45be-9002-3e92f9ef35fe,2026-01-25 09:00:00,59.42,96.24,72.06,"{""route_delay_rate"":59.42,""carrier_reliability_score"":96.24,""weather_severity_score"":72.06,""customs_required"":true,""documentation_complete"":false,""priority"":""High"",""shipping_mode"":""Air""}"
e92080b1-29d7-42f0-bbdf-af1826a255a7,d11529e1-5c7f-40fc-b991-ce8c93690393,2026-02-02 10:00:00,45.08,62.3,18.03,"{""route_delay_rate"":45.08,""carrier_reliability_score"":62.3,""weather_severity_score"":18.03,""customs_required"":false,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Road""}"
14d4f1a6-3124-4ede-a937-0c9dd36b268d,8e195477-b47a-43b5-aee2-ae6eae252d1b,2025-08-16 10:15:00,16.95,83.94,42.92,"{""route_delay_rate"":16.95,""carrier_reliability_score"":83.94,""weather_severity_score"":42.92,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
540b5273-1cb8-4b5c-8c7c-95ad21fb6fe3,758f238c-3a26-41ba-95da-95105b09554a,2025-06-16 14:15:00,23.95,71.58,5.0,"{""route_delay_rate"":23.95,""carrier_reliability_score"":71.58,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
dd310e8b-1451-43ec-ab8a-903f94029840,dbdb1359-37c2-4acf-b855-1c7940b8a61f,2026-01-14 13:00:00,29.67,92.32,44.47,"{""route_delay_rate"":29.67,""carrier_reliability_score"":92.32,""weather_severity_score"":44.47,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Road""}"
26ec8f63-27fb-4e80-90e1-19c53858d3a7,4bd56ae1-e29e-4c5f-9020-8e22810b3a3e,2025-04-23 08:15:00,44.53,62.32,5.0,"{""route_delay_rate"":44.53,""carrier_reliability_score"":62.32,""weather_severity_score"":5.0,""customs_required"":false,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
958dd537-b48d-44e1-9e04-52f75ab1982e,f9a5e338-612b-4277-b3e5-b217f5052b69,2025-05-23 19:15:00,16.09,68.72,43.64,"{""route_delay_rate"":16.09,""carrier_reliability_score"":68.72,""weather_severity_score"":43.64,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
598c0229-4ae3-4b8c-a4d6-71ca5de66dab,59c91d80-c10b-4ab9-a42f-6cca9997e1e2,2025-12-31 11:30:00,39.48,70.73,44.34,"{""route_delay_rate"":39.48,""carrier_reliability_score"":70.73,""weather_severity_score"":44.34,""customs_required"":true,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Sea""}"
63a9c033-cd90-43ac-9ad5-24f6dd0714a0,69f82d20-3011-42d2-b151-436ec9afbbbf,2025-02-16 17:30:00,59.79,83.09,18.05,"{""route_delay_rate"":59.79,""carrier_reliability_score"":83.09,""weather_severity_score"":18.05,""customs_required"":true,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Sea""}"
1ecabdab-5fac-44cb-a960-537eef265c04,f2a2bec3-4db3-42a5-add3-99d1bbbe8df2,2025-03-02 13:45:00,36.84,70.05,5.0,"{""route_delay_rate"":36.84,""carrier_reliability_score"":70.05,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
7e3c67c8-78c0-4896-b261-56a89bf551a6,7b48b5fa-3361-4369-b045-89bb5577482f,2025-02-12 14:30:00,41.36,89.19,43.0,"{""route_delay_rate"":41.36,""carrier_reliability_score"":89.19,""weather_severity_score"":43.0,""customs_required"":false,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Sea""}"
bc94f51a-ed3b-4513-a7c9-cd2d5f4ba9af,a0de7924-4f0a-41d0-9903-b102730aca78,2026-01-22 12:15:00,58.1,88.43,5.0,"{""route_delay_rate"":58.1,""carrier_reliability_score"":88.43,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Road""}"
5b4c055e-022e-4228-8f57-f35340f3f71c,d952f5ba-ce31-4a85-aedf-2e6c78bf7729,2026-04-02 18:15:00,29.45,81.92,100.0,"{""route_delay_rate"":29.45,""carrier_reliability_score"":81.92,""weather_severity_score"":100,""customs_required"":false,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
8c5f1bad-043d-4e15-8c4c-9a30f4614498,e25e4fab-e213-4df1-847a-d9a004b6c672,2025-08-02 12:30:00,16.53,78.1,5.0,"{""route_delay_rate"":16.53,""carrier_reliability_score"":78.1,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Low"",""shipping_mode"":""Air""}"
615aa35d-52db-483b-ad03-96de8901cee1,1f111f2c-da6c-4341-b355-9ee0aadfeb06,2025-10-30 12:30:00,38.13,72.54,5.0,"{""route_delay_rate"":38.13,""carrier_reliability_score"":72.54,""weather_severity_score"":5.0,""customs_required"":false,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Road""}"
1d6f1655-c3eb-43e0-a4bf-1387ed025769,a2855800-6d8c-453d-9b65-6172d17010ac,2025-12-05 15:45:00,19.69,98.12,43.8,"{""route_delay_rate"":19.69,""carrier_reliability_score"":98.12,""weather_severity_score"":43.8,""customs_required"":true,""documentation_complete"":true,""priority"":""Urgent"",""shipping_mode"":""Road""}"
92aa13f0-d333-47fc-b523-9f82cae53ac1,3917879e-5ac6-4ddd-99bc-9888f03a0e9e,2025-03-29 17:15:00,63.6,65.17,5.0,"{""route_delay_rate"":63.6,""carrier_reliability_score"":65.17,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Low"",""shipping_mode"":""Air""}"
1d4ce7f8-b3c8-4434-a25a-614770e84065,7d02e36e-a619-44c1-a66b-aaa5a0cb18d4,2025-08-31 15:00:00,63.54,87.16,5.0,"{""route_delay_rate"":63.54,""carrier_reliability_score"":87.16,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
53fe91c5-3b52-4cf3-bc8d-622a405fe38c,68e4edc0-29c1-4988-9448-356081077627,2025-04-06 20:15:00,34.27,82.66,5.0,"{""route_delay_rate"":34.27,""carrier_reliability_score"":82.66,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Air""}"
7271da03-662a-4d63-a036-bfce3c4528d0,170afafb-872d-4662-9f14-b4987f59e842,2025-04-06 08:45:00,75.58,93.67,82.55,"{""route_delay_rate"":75.58,""carrier_reliability_score"":93.67,""weather_severity_score"":82.55,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
1ed59118-07a5-48e6-aa02-19e1d34b5502,7074da33-fe68-4549-bf89-24cdfef3d491,2026-01-04 16:45:00,65.78,82.68,5.0,"{""route_delay_rate"":65.78,""carrier_reliability_score"":82.68,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Rail""}"
69e27d1e-c44b-44f0-b5eb-6e2e6a2cd876,3a3293bd-2446-4e5e-b733-51b076974f5b,2026-03-17 08:15:00,63.07,82.08,5.0,"{""route_delay_rate"":63.07,""carrier_reliability_score"":82.08,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
64c97e56-820b-44e4-bf9c-5345085938cf,4e9dabde-0ac6-4be4-a6aa-5cc697494340,2025-07-13 19:00:00,42.56,95.46,5.0,"{""route_delay_rate"":42.56,""carrier_reliability_score"":95.46,""weather_severity_score"":5.0,""customs_required"":false,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
dc663b2f-3dc6-4451-8c78-402f3e7b5f25,98324d21-e12f-4343-bb39-032e88fe450c,2025-10-25 11:45:00,72.22,88.16,83.24,"{""route_delay_rate"":72.22,""carrier_reliability_score"":88.16,""weather_severity_score"":83.24,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Road""}"
c65f3438-9efc-44db-b310-29dd49b76ce6,88b6ab28-a0b3-46e9-8ccc-f58591f82d81,2026-04-05 12:30:00,34.11,86.11,18.13,"{""route_delay_rate"":34.11,""carrier_reliability_score"":86.11,""weather_severity_score"":18.13,""customs_required"":false,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
6d683557-5c21-4eab-b0c2-059883ce95ae,b3b913a6-8ff0-4ee2-8721-f893c7da1009,2025-07-12 13:30:00,5.12,89.54,100.0,"{""route_delay_rate"":5.12,""carrier_reliability_score"":89.54,""weather_severity_score"":100,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
10219d01-5826-47b0-9d9d-762ab344aa69,699f3484-2724-4b99-ac15-3906aba97694,2026-03-12 10:15:00,32.24,69.64,5.0,"{""route_delay_rate"":32.24,""carrier_reliability_score"":69.64,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":false,""priority"":""Normal"",""shipping_mode"":""Sea""}"
590947b0-b7ba-41a1-945a-8968afa30db0,ff7e3bb6-2076-4867-9636-6f913b44a651,2025-05-10 15:15:00,79.47,75.01,87.29,"{""route_delay_rate"":79.47,""carrier_reliability_score"":75.01,""weather_severity_score"":87.29,""customs_required"":false,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Road""}"
99932b4e-21ad-43f5-94e4-14a70d1c899f,b0a5ff2b-f3bf-451b-8ee6-e857d16f3cb6,2025-01-02 16:00:00,13.06,84.14,18.1,"{""route_delay_rate"":13.06,""carrier_reliability_score"":84.14,""weather_severity_score"":18.1,""customs_required"":true,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Air""}"
3b35d490-2290-496c-b010-8fba5752af88,4dbfd38b-cee2-4a3f-a804-52da0a988559,2025-04-14 17:30:00,13.33,75.02,5.0,"{""route_delay_rate"":13.33,""carrier_reliability_score"":75.02,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Low"",""shipping_mode"":""Air""}"
f93c880a-f6b3-4da7-852b-97a310c2a24a,847a9bf6-9ae6-4534-a200-b959e160efb4,2026-03-22 15:15:00,28.12,59.35,5.0,"{""route_delay_rate"":28.12,""carrier_reliability_score"":59.35,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Air""}"
8a7323c5-3ff1-48c4-bcc3-a6a25acbbe80,ecec55c9-5d3b-4ba1-ab82-666d094926d6,2025-01-04 18:15:00,22.88,61.7,76.8,"{""route_delay_rate"":22.88,""carrier_reliability_score"":61.7,""weather_severity_score"":76.8,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Rail""}"
faa7bafd-eb10-42a5-b60a-14cb2f48c555,2faafcde-f35e-46e8-b280-c466737f1482,2025-11-04 08:30:00,49.28,91.91,5.0,"{""route_delay_rate"":49.28,""carrier_reliability_score"":91.91,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Air""}"
cd9ad26b-9d50-4a3d-9f43-612df4ccb22b,cc4c4a90-28dc-47b2-9ab6-ce35bec68d7f,2026-02-02 12:15:00,46.0,84.73,5.0,"{""route_delay_rate"":46.0,""carrier_reliability_score"":84.73,""weather_severity_score"":5.0,""customs_required"":false,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
bd4a33e2-926f-4cc9-9a20-6b25dd615bfb,744ed46c-295d-4390-9caa-093ca2495fab,2025-04-29 10:00:00,45.92,84.76,18.02,"{""route_delay_rate"":45.92,""carrier_reliability_score"":84.76,""weather_severity_score"":18.02,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
047a06e7-62e6-4ec6-a5ed-a896d604b0f7,2578b7ee-86ca-4958-bf98-2d545f7ddcf8,2025-06-18 16:15:00,12.23,87.19,79.02,"{""route_delay_rate"":12.23,""carrier_reliability_score"":87.19,""weather_severity_score"":79.02,""customs_required"":true,""documentation_complete"":true,""priority"":""Low"",""shipping_mode"":""Sea""}"
b1e070dd-5256-4378-9c72-1fc0907f939a,70c23394-2977-4cb4-934c-d4030f5bc6e3,2025-09-25 19:45:00,17.85,72.5,5.0,"{""route_delay_rate"":17.85,""carrier_reliability_score"":72.5,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":false,""priority"":""Normal"",""shipping_mode"":""Air""}"
61f252a1-46f0-40e3-93f2-fc79fc826a1a,715136db-3320-40a5-86f5-0bfd263bf377,2025-11-01 16:00:00,22.58,66.91,18.05,"{""route_delay_rate"":22.58,""carrier_reliability_score"":66.91,""weather_severity_score"":18.05,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
96da3cd6-9c17-4eea-82fd-17162ec69597,cb9bebd6-fcb6-4013-96ae-edcc47a6b371,2025-01-17 19:00:00,73.36,71.1,18.06,"{""route_delay_rate"":73.36,""carrier_reliability_score"":71.1,""weather_severity_score"":18.06,""customs_required"":true,""documentation_complete"":false,""priority"":""Normal"",""shipping_mode"":""Rail""}"
1527d687-c9f7-40d1-9ffc-66b0f89be261,f3de0f6d-532f-4411-873e-efa5a84d38b8,2025-04-11 16:45:00,17.32,94.04,5.0,"{""route_delay_rate"":17.32,""carrier_reliability_score"":94.04,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Air""}"
fb779e55-7abd-4b9a-b4d3-e58105e379a9,f41b5733-7e43-4a47-a9f7-0657177811bf,2025-02-26 13:15:00,63.09,64.59,5.0,"{""route_delay_rate"":63.09,""carrier_reliability_score"":64.59,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Rail""}"
3c3b6b47-ed21-4d9c-89ac-12b9ce1f5d46,8f3dbd71-f84c-4307-84bf-5ae2671ddeb4,2026-02-23 13:30:00,63.67,82.92,5.0,"{""route_delay_rate"":63.67,""carrier_reliability_score"":82.92,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Low"",""shipping_mode"":""Road""}"
c569b925-4cfa-406a-a667-ab9cc43a22b8,ff2d7e0d-fb4e-4f13-a7ec-c7ed28e25dff,2025-09-01 18:45:00,22.99,76.2,72.47,"{""route_delay_rate"":22.99,""carrier_reliability_score"":76.2,""weather_severity_score"":72.47,""customs_required"":false,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
2981ab0f-3c27-4c56-a030-a3e715ce73d4,24f8a30d-e315-4d56-b7ea-f554a2304c7b,2025-12-22 10:30:00,85.2,87.66,18.32,"{""route_delay_rate"":85.2,""carrier_reliability_score"":87.66,""weather_severity_score"":18.32,""customs_required"":false,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Sea""}"
ec095780-86a6-49a5-a7ea-00b3d2730ce3,7952cdbe-1975-4e37-b276-5dec6efd27e4,2026-03-04 10:15:00,31.79,66.66,5.0,"{""route_delay_rate"":31.79,""carrier_reliability_score"":66.66,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":false,""priority"":""Normal"",""shipping_mode"":""Road""}"
6cd4beb6-741c-4ebc-9613-09c5bf0d4f2d,fecbed5d-64fa-405c-9757-f0bd01463311,2025-11-11 13:45:00,18.56,87.28,5.0,"{""route_delay_rate"":18.56,""carrier_reliability_score"":87.28,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":false,""priority"":""Normal"",""shipping_mode"":""Rail""}"
b33068af-6c66-40c7-a110-0581479db2fd,c7572819-1b8e-4dec-a323-4839f35b9d57,2025-06-24 10:15:00,46.53,94.64,5.0,"{""route_delay_rate"":46.53,""carrier_reliability_score"":94.64,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Road""}"
e2f94b33-5b87-4b72-86c7-cad07b179e15,6887de15-06ee-4673-ba72-e2cc7e3ec8cf,2026-02-26 08:45:00,47.87,85.47,5.0,"{""route_delay_rate"":47.87,""carrier_reliability_score"":85.47,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Air""}"
f85a73e4-1e4d-4fa2-be06-e79dd30ae010,a740adba-3b5f-4cb3-903d-2ad8fb7293fe,2025-07-28 18:15:00,61.91,77.46,44.18,"{""route_delay_rate"":61.91,""carrier_reliability_score"":77.46,""weather_severity_score"":44.18,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Road""}"
36473abd-ac07-4a6c-a954-e7985ec3433c,9621f665-d763-42dd-acc2-43a9d45b5cb5,2025-11-28 20:45:00,24.46,70.23,5.0,"{""route_delay_rate"":24.46,""carrier_reliability_score"":70.23,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Urgent"",""shipping_mode"":""Air""}"
70d46ffa-cc78-46dd-8fc1-33308fa64352,9f01265b-4a54-4451-973b-73cf77b988ab,2026-03-14 16:45:00,73.36,71.76,44.05,"{""route_delay_rate"":73.36,""carrier_reliability_score"":71.76,""weather_severity_score"":44.05,""customs_required"":true,""documentation_complete"":true,""priority"":""Low"",""shipping_mode"":""Road""}"
b58e7ded-a339-48bb-8947-2f7e5f4dcbab,73a57c86-a9b9-4415-add9-d514ddacbb83,2026-02-15 12:45:00,32.86,69.95,18.31,"{""route_delay_rate"":32.86,""carrier_reliability_score"":69.95,""weather_severity_score"":18.31,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Rail""}"
c64965da-c287-4643-a160-e7c2e0d136e5,282d71aa-3f2e-4673-9325-e12dd9930501,2025-05-23 14:45:00,58.76,81.24,18.15,"{""route_delay_rate"":58.76,""carrier_reliability_score"":81.24,""weather_severity_score"":18.15,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
cfd59109-bef4-4fa9-ada8-15c0abf34acb,1d103414-954f-4eba-9cca-3513d94f185b,2025-06-29 08:45:00,21.66,83.51,5.0,"{""route_delay_rate"":21.66,""carrier_reliability_score"":83.51,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":false,""priority"":""Low"",""shipping_mode"":""Air""}"
