history_id,shipment_id,actual_delivery_date,delivery_status,delivery_attempts
adce95e9-e186-4a1d-a051-f4b8930edfe6,e7e53f76-9c14-4422-af6b-a831187c2ea7,2025-02-19,Delivered,1
b0aa9792-180a-455e-81a0-2152ed562324,103b51ba-50c7-41ba-a79c-850e5c583c38,2025-04-20,Delivered,2
c4b9ca5e-a6af-46e6-b7a8-d32ddc056ffe,3ea44901-2d7b-4a8b-b93d-94466cf17827,2025-04-09,Delivered,2
43759aa8-47b2-4f98-acd4-e9e619c60b23,f00cca3f-8191-49ab-9441-e8534a7828fa,2025-07-11,Delivered,1
7825ea7b-f109-4627-ad4b-eac50fd3d005,ceba6c0e-8603-4529-9541-6e0f83ca1b4d,2025-06-04,Delivered,1
3358e0c1-e222-42a2-b43a-1ec4d875779a,c0d5bad1-7e77-47ec-9993-c00c937b14d2,2025-11-13,Delivered,1
03c9a85e-bfe5-429e-9179-0c7667bb48a9,6360b19c-ca79-450a-b40c-1a8c5da9f710,2025-05-05,Delivered,1
48658b77-4a20-4a96-82bb-aca3d39a6bde,d5fa79d0-4747-484f-a2f9-bd89e7ba0222,2025-03-28,Delivered,1
a273bc55-06f7-48ee-ba27-829f827bb714,66da8ae7-0799-4db5-a7e3-41587b2158bd,2025-11-18,Delivered,2
41da8110-a7fc-4038-8a58-2143c6278027,7c9c0f2b-dde6-4eb9-ac7b-7613ec28c744,2026-01-11,Delivered,2
2fec1b0f-2050-4c89-aef4-9ddf197e6e95,25cd962f-8773-4c20-9037-5e61103c10bb,2025-08-06,Delivered,1
b95b48c9-b901-4dac-a910-ea05b59f2309,75c53893-28b0-45be-9002-3e92f9ef35fe,2026-02-11,Delayed,2
f3ce2dd9-34d6-4653-832a-9b3bac5c7419,d11529e1-5c7f-40fc-b991-ce8c93690393,2026-02-12,Delivered,1
56708c25-ecdd-4efe-9974-a5cf484e8869,8e195477-b47a-43b5-aee2-ae6eae252d1b,2025-08-23,Delivered,2
d62b3650-c3df-40a5-b6a1-236cfd46789d,758f238c-3a26-41ba-95da-95105b09554a,2025-07-11,Delivered,1
19c4e4a6-58e5-4840-bd7f-5e60310d5276,dbdb1359-37c2-4acf-b855-1c7940b8a61f,2026-01-28,Delivered,2
c34278da-ce81-446c-83fd-b5c75caff739,4bd56ae1-e29e-4c5f-9020-8e22810b3a3e,2025-05-13,Delivered,2
3c3ae6d1-6c7b-48e4-b3e1-21ec28832e42,f9a5e338-612b-4277-b3e5-b217f5052b69,2025-06-10,Delivered,2
3f4d20bc-76db-4d79-844c-962a90f4d592,59c91d80-c10b-4ab9-a42f-6cca9997e1e2,2026-01-27,Delivered,1
da5d2260-dce2-4a2c-9259-a7d810b283b3,69f82d20-3011-42d2-b151-436ec9afbbbf,2025-03-11,Delayed,1
bb5b50a8-dafe-46bf-993b-9ede80498372,f2a2bec3-4db3-42a5-add3-99d1bbbe8df2,2025-03-08,Delivered,2
0aea339d-89f3-44c4-80e4-950a5e2b2715,7b48b5fa-3361-4369-b045-89bb5577482f,2025-03-01,Delivered,1
9ad600ed-a296-46a9-8b81-008ef62a095d,a0de7924-4f0a-41d0-9903-b102730aca78,2026-02-01,Delayed,1
561a3170-c5e9-46d3-8526-aaeef33e2425,d952f5ba-ce31-4a85-aedf-2e6c78bf7729,2026-04-15,Delayed,1
96763530-eae0-45ad-a2c2-dab4ec4c081a,e25e4fab-e213-4df1-847a-d9a004b6c672,2025-08-20,Delivered,2
5682c1b0-733f-45e7-8102-4754276336a9,1f111f2c-da6c-4341-b355-9ee0aadfeb06,2025-11-18,Delivered,1
97331eb9-f1f6-458c-a157-442dcbfb45a3,a2855800-6d8c-453d-9b65-6172d17010ac,2025-12-25,Delivered,2
3125ed5d-c45c-4dbe-95e3-15153a8133f4,3917879e-5ac6-4ddd-99bc-9888f03a0e9e,2025-04-16,Delayed,3
95d3a007-692e-4ca0-b54d-8e055a58cfad,7d02e36e-a619-44c1-a66b-aaa5a0cb18d4,2025-09-22,Delayed,4
60cfdf7d-a31e-4dda-9bb2-c4c31bac4e02,68e4edc0-29c1-4988-9448-356081077627,2025-05-04,Delivered,1
f213ad90-b474-416f-8802-d678702348cf,170afafb-872d-4662-9f14-b4987f59e842,2025-04-13,Delivered,1
f850e957-de5a-41db-a293-b8536f45ae57,7074da33-fe68-4549-bf89-24cdfef3d491,2026-01-20,Delivered,2
1ab9a70b-5231-4d15-9779-aead5194848f,3a3293bd-2446-4e5e-b733-51b076974f5b,2026-04-06,Delivered,2
396ce3d1-b96e-4fff-b396-1ed54d155c6f,4e9dabde-0ac6-4be4-a6aa-5cc697494340,2025-07-22,Delivered,2
28ff13b5-8afb-45ee-8db7-065ba9b1b49f,98324d21-e12f-4343-bb39-032e88fe450c,2025-11-13,Delayed,1
c028662c-5f85-4dc3-a607-1d0ea4cb9743,88b6ab28-a0b3-46e9-8ccc-f58591f82d81,2026-04-08,Delivered,1
8aa3fddf-4646-41c0-9666-f02e03ee4407,b3b913a6-8ff0-4ee2-8721-f893c7da1009,2025-08-01,Delivered,2
f5d04781-00b3-4e6a-8ccf-a90a448642ff,699f3484-2724-4b99-ac15-3906aba97694,2026-03-22,Delivered,1
a298d720-8047-4e91-a994-361e6982d34c,ff7e3bb6-2076-4867-9636-6f913b44a651,2025-06-01,Delivered,2
f1bb8101-87b2-45c4-bc84-ddb46197683a,b0a5ff2b-f3bf-451b-8ee6-e857d16f3cb6,2025-01-19,Delivered,1
9280ce1a-25c9-4644-a594-1064978e243d,4dbfd38b-cee2-4a3f-a804-52da0a988559,2025-05-14,Delivered,2
71989e12-67bd-42c5-be96-c4a973175d32,847a9bf6-9ae6-4534-a200-b959e160efb4,2026-04-07,Delivered,1
2cbc76e1-7e67-4b8a-a562-be0d48a8d7fe,ecec55c9-5d3b-4ba1-ab82-666d094926d6,2025-01-22,Delivered,2
c9524c6a-5285-4f12-8bfd-e3007ad0614f,2faafcde-f35e-46e8-b280-c466737f1482,2025-11-17,Delivered,1
d9b89c9b-888a-4707-be22-758b57fe1e1d,cc4c4a90-28dc-47b2-9ab6-ce35bec68d7f,2026-02-21,Delivered,2
8f14bd6a-2876-4bd7-b520-b8038d3ab368,744ed46c-295d-4390-9caa-093ca2495fab,2025-05-14,Delivered,2
c2d8556c-ca5f-4cc6-9002-0ce82c47f5a0,2578b7ee-86ca-4958-bf98-2d545f7ddcf8,2025-06-29,Delayed,2
c6d17f8f-24ce-4e86-a785-bd5d2628a0b9,70c23394-2977-4cb4-934c-d4030f5bc6e3,2025-10-07,Delayed,3
460a0bf6-68e0-4571-be6b-b61710170129,715136db-3320-40a5-86f5-0bfd263bf377,2025-11-07,Delivered,1
e0d87669-60a4-43ad-ae7b-6c7184bf711f,cb9bebd6-fcb6-4013-96ae-edcc47a6b371,2025-02-02,Delivered,2
6c3a4d12-f4d5-411d-a198-040f6549f3ba,f3de0f6d-532f-4411-873e-efa5a84d38b8,2025-05-05,Delivered,1
e8cd9689-403a-4d36-b45b-368a1f1de4a5,f41b5733-7e43-4a47-a9f7-0657177811bf,2025-03-17,Delivered,1
96de9b55-f9a9-42a0-99b7-c89a12c41c87,8f3dbd71-f84c-4307-84bf-5ae2671ddeb4,2026-03-15,Delivered,1
877ae791-cf77-46be-950d-1f537fa4e878,ff2d7e0d-fb4e-4f13-a7ec-c7ed28e25dff,2025-09-23,Delivered,2
b23bc0e5-8539-4c5e-8cac-038fe3770625,24f8a30d-e315-4d56-b7ea-f554a2304c7b,2026-01-08,Delayed,1
aa8c7a94-550c-4600-b812-189209971d7c,7952cdbe-1975-4e37-b276-5dec6efd27e4,2026-03-15,Delivered,2
37f14649-16e3-436f-ad01-003273e5108e,fecbed5d-64fa-405c-9757-f0bd01463311,2025-11-19,Delivered,2
15d9bd6f-bad5-4505-b77f-86c2a3bd1789,c7572819-1b8e-4dec-a323-4839f35b9d57,2025-07-03,Delivered,1
25abade4-8e07-41ed-acd4-01fca20b60f0,6887de15-06ee-4673-ba72-e2cc7e3ec8cf,2026-03-09,Delivered,1
10c6d966-3750-488b-886b-bdbb22c4e618,a740adba-3b5f-4cb3-903d-2ad8fb7293fe,2025-08-08,Delivered,2
a88f6563-3047-4013-9e6d-13e4351d523e,9621f665-d763-42dd-acc2-43a9d45b5cb5,2025-12-22,Delivered,2
4cc4cb17-e824-4e70-88d6-f0d57c6c1dd6,9f01265b-4a54-4451-973b-73cf77b988ab,2026-04-06,Delayed,3
dc3444b5-aed1-411a-9027-30b58775e9fa,73a57c86-a9b9-4415-add9-d514ddacbb83,2026-03-09,Delayed,3
03c05be1-85cf-4bda-8c91-0ce304b518d7,282d71aa-3f2e-4673-9325-e12dd9930501,2025-06-15,Delivered,1
0e475fe2-637d-4bea-9c2d-f5f106583737,1d103414-954f-4eba-9cca-3513d94f185b,2025-07-23,Delivered,1
6f9fbb07-1210-4744-8f7e-31307902cdfb,8f6bb357-8979-420d-b34f-021754181e92,2025-11-18,Delivered,1
1302dfc1-2b11-4100-a240-31b6fb611ae4,735690b6-08fd-4795-9d92-42a02cd6cf39,2025-08-03,Delivered,2
8db9e1c0-5153-4893-8cd4-82f5ec2313ae,f4e4049b-62b8-4ed4-90ce-e4593cefc39a,2025-09-11,Delayed,3
9f1f45fd-45ce-4def-8954-8fb19bc324fd,2137e0c0-358f-46ba-8062-8a5d333fc4aa,2025-12-13,Delayed,4
7ac448f9-c060-442a-a9ec-50dce98f4890,77042492-10e8-4d2f-98df-681e827902fc,2025-06-15,Delivered,2
8c69b6d8-896f-40b7-984c-8bd2a4851323,b3df8660-9386-411a-8547-4d3aa2327473,2025-08-01,Delivered,2
9e10f452-9f3a-4a7d-b9d5-a75210e590a4,5b7b4264-dd7b-4b95-a6cf-6b0534504fdc,2026-02-26,Delivered,2
7c0805f8-3772-434c-9588-d6efae7be8c0,4c163820-db8e-40e7-b7ec-8ec7c84e0af0,2026-04-03,Delivered,2
54d779b4-bfae-41bb-b95c-be37fd14fdb8,b98d371b-37ca-4137-8fbf-74297c62edb8,2025-07-16,Delayed,1
ae887368-d23b-4db1-8225-6c429172ca42,61c84b62-78ef-4cb7-a663-f39043b6932b,2026-03-13,Delivered,1
e2122577-8b7f-4767-b53b-d04bf3081109,bb911ae9-ce71-4182-9d66-60903a146a66,2026-01-30,Delayed,4
fd59e5d9-5394-4538-bedb-4404ef7ae39c,62440e07-623a-4a0f-833b-be39b3b87021,2025-01-16,Delivered,2
6503beaf-29b6-4abc-bb77-672c41810c55,6e6e339e-c6fc-4c9b-88d2-b583ab68123f,2026-04-04,Delivered,1
4453e97b-0d2e-46c0-8d54-e98970cee66c,19e1f6c3-cc16-47c5-afa2-67a112dc38b9,2025-10-28,Delivered,1
a0385f00-197b-4735-995f-5eb6ddd694b9,22ce524a-bee2-455c-8e32-7b1d10ffb469,2025-06-13,Delivered,2
3f11b228-26a2-4a5f-8450-9e99649f41a8,0e1a2bc7-02b3-45c2-b4fa-7bf984f619b1,2025-12-10,Delayed,4
bd33cb21-ae6d-4a58-8f22-6f4991396ae6,050211cd-c661-4952-8bd5-88be9a5947f0,2025-08-31,Delivered,2
054fb10e-c50a-4d71-86dc-ea6ab64df822,897ca402-b3fa-44c8-ac47-87e5d94f2df1,2025-03-07,Delayed,3
fd293bae-2bca-47cf-95b2-b76ba26af6af,cc75ce93-bd4c-405f-82d7-e5d1a1db1036,2025-12-01,Delivered,1
a71115dd-743e-4c6b-bc0f-dcd8cc286903,f85c2b57-af91-46df-945d-4b6e3bacb5b0,2025-12-31,Delivered,1
c6a3218f-81e1-408d-afe2-388a2f219ba3,86c656b4-62ff-41a2-9ea9-91c840773779,2025-09-25,Delivered,1
9ac22445-c221-460c-a1bb-5a3e0c8d3f1e,36f4b0ad-ce62-4763-a14a-e9d85da9f38c,2026-01-28,Delivered,2
b2cb24d0-7e6f-49a1-911e-583849da9df0,eccc4c47-7691-4b51-9faf-9d1d84d4e107,2025-01-14,Delivered,2
1ed2fc8d-e807-459d-af64-68ef5683d880,6ffe957b-b09f-477e-a1cc-1da110d7237d,2025-11-26,Delivered,2
fdac8e9b-6bf7-4059-9e5c-5a25fe423844,efc80eed-fe4e-4694-969b-03a59afce486,2025-06-29,Delivered,1
f6baa33f-1217-4cdd-93ee-4a68966b1ddd,1d366930-792b-4b94-99a9-ba38ba5e96d4,2026-01-02,Delivered,2
699bd7b8-3aa7-43e6-a6d2-8bf91e0bcb33,41493121-5cc7-4f47-94e9-1139e7b5a6b5,2025-11-26,Delayed,3
21d252ee-30cc-4a49-9bfa-23cf0be5a0c9,9d23603f-94c8-4e46-8d5f-e20d9a6b81cc,2026-01-11,Delivered,1
457c4d92-83af-472c-8848-fa88a0aba64c,844b2602-5314-47e6-bb1a-bfeee14931f8,2025-12-06,Delivered,2
ba7e081c-e79f-4acd-aa89-55b3777a32ab,16cca165-c838-440a-9dca-556dc15aad9d,2025-06-03,Delivered,2
118d5bce-da2d-4100-97c3-da86967f822a,39932988-054d-4910-9304-0746b1b12914,2025-08-11,Delivered,1
288642e9-b689-434a-9c9c-05ba1e64814d,26a95fdf-ddef-4105-972a-426238762004,2025-10-02,Delivered,1
c77187ad-fd71-4d5b-a354-982a00741a49,bbf71d98-b9e8-4987-9312-6b84917c2a1f,2025-05-22,Delayed,2
0c5eeffe-4bac-496f-b8fd-2580e18b5cb4,a4144a91-be27-45ba-8bb8-acca81536150,2025-01-29,Delivered,1
c5a94b97-1846-45bc-a6f1-000db5ad53c6,48ff7a38-a5ed-45a3-9586-c226fc40e789,2025-06-09,Delivered,1
bc7c7488-2b3a-497a-a882-b6b09f9e93e4,7d56b23f-e62c-4d4d-a38f-b00c5c106245,2026-01-09,Delivered,1
97a3f310-8f9d-468e-82c0-e629bb3c01e8,a313eaf1-7a32-4876-bad6-62663df8774d,2025-10-12,Delayed,2
43fd0db8-e40f-4d63-9d3f-3bb18cc1e546,50d18249-69d5-4860-8f62-af4c2c195077,2025-05-27,Delayed,4
f2f3ed36-b8c4-4a94-b948-69aace263fd9,0debc6eb-f0bc-440c-8c95-1c15758a8f5f,2025-09-08,Delivered,2
a838e543-4701-43ad-a8d6-a111b2b83449,223dabe5-8aa6-42c4-b44a-070d0123c8a5,2025-12-20,Delayed,3
763cb342-d1c8-43ec-9e92-f31bbdca78be,f6c3fdc5-9b4f-490d-a76b-3dcb566333b7,2026-02-04,Delivered,1
4f35cab7-c49c-4d48-8e9e-c607248c3f36,19439d31-1c90-42d8-81e7-ff163ca7bfbf,2025-08-29,Delivered,1
7418b571-5fb8-4d48-acda-e2da5ae0259a,7d306728-54a9-40ae-a160-97f73e0ff2c4,2025-08-25,Delayed,4
ac138b91-b9b3-40ab-ad10-14b2db1c91ce,4868dfef-5d3d-4374-957e-a7ccbc59fc7b,2025-12-31,Delivered,2
740a93f9-45b1-488c-aa86-b9fdd2947934,f6859e8c-194e-497d-bca9-948b23f5bf2a,2025-04-19,Delivered,1
9cc9c3a2-4fcd-4feb-9d40-23527150702f,3df2c137-16a6-4cd6-95b4-8a27b810e8cc,2026-02-13,Delivered,2
fd6df08a-7727-46e5-a8a4-557934424ace,448bbd2c-7655-4eb8-b529-40d1ab659108,2025-05-04,Delivered,1
2f68abbf-0bc0-4b62-ad80-7d0d3de436f1,4fb21a69-05f1-4603-9592-96be697d7922,2026-02-27,Delivered,1
7408d3f6-fc1c-4af9-a561-1707a1b25c37,032f0aeb-c797-445d-b681-5b79eef0c3d8,2026-03-10,Delivered,1
182ce96a-a16c-4a74-b6be-0facb8dd02b3,a92ba009-2bfe-4eb5-bbf8-28032eaf4213,2026-01-27,Delivered,2
5a99411d-5847-4885-a646-d1cb384e2e58,cc31e987-37bb-483a-a89f-d76c2f1eea28,2025-12-06,Delivered,2
d745796e-ed74-43ef-be7f-b9fd436b1d4a,a0920ce4-a13c-4422-81a2-6e920bacb557,2025-07-18,Delivered,2
8a25c02c-79e9-4d83-a946-2c2e9ad46f60,aa2b1747-5be4-4d44-b95d-acc224e0a715,2025-02-20,Delayed,3
9f22260a-ff48-4972-a317-10fcd2ee5043,bc7f9cad-8424-4dde-93a6-45de3600ec56,2026-01-03,Delivered,2
8f364c62-3cef-4736-a090-e00045c46232,0c20978b-c412-4c66-853b-e8d58f289d85,2025-02-19,Delivered,2
583d9a25-95a1-43e9-94bb-4c8b45027091,7b24dfe5-2e67-4b11-b44b-99cbd8f76a66,2025-08-27,Delivered,1
8d2ad5ce-94de-4f7d-9e02-a9d129d91c7e,f1a051a7-c36b-408f-983d-4832aed2c367,2025-12-04,Delivered,1
6ac7ff7c-6879-4384-8bb2-c9d30b441490,1f09db39-806f-4bbb-a345-63cbcc66c1f1,2025-09-09,Delivered,2
5922d8af-1ddc-4364-9802-8b86f9677945,fb4ff83e-308f-4306-ad20-602bab999019,2025-07-22,Delayed,3
d609bb91-f096-4861-9d8b-22ccdc12e815,82e46c05-0474-47d1-b8ee-636e5744e52d,2025-12-19,Delivered,2
9f1a548e-1b0c-4cc6-bfbe-be1af5ffebb6,03493b3a-625f-4934-85f9-bec7f07481c8,2026-04-08,Delivered,2
ebba7e4a-5aa1-4e4b-9768-86a6cc448377,c38afd7b-864a-4e95-9761-1f293ba7ad1e,2026-04-07,Delivered,1
f342aa80-2290-45a0-bfb1-85cdb12c8658,c65ef579-9e0a-4fbe-a709-e96b67b42f80,2025-06-09,Delivered,1
c210ab57-a78d-406c-bb66-d7e108c03a26,79fdcfc9-7f49-44d7-8f79-e834bb3b50d9,2025-10-26,Delayed,2
b41c9d7d-71c6-4335-8a3e-f8401d4c7c79,3a8b3e10-ac7e-425b-82ae-485b3a7693f6,2025-07-16,Delivered,2
64520d1f-8b0e-4972-9165-0a6d97926309,ebfac36f-148e-4132-a348-2550bdb2dbed,2025-07-12,Delivered,1
56016554-858c-4e77-b9e9-7e2c25821575,fdf72f1b-065c-4c2c-9852-0341acfde54d,2025-03-03,Delivered,1
f6d48f35-4235-4298-abe8-ef39688a584d,69e6b5b5-eb89-4a2d-b404-1e6c94699f40,2025-10-23,Delivered,1
188077a4-e31f-4296-aa5a-20c2215e5bbd,10d5bf29-ccd1-4b1d-9b9b-c83e42ff4168,2025-04-17,Delivered,2
7da37c0d-3b7e-440d-8e30-ea049b515237,0e1f9ba3-c906-4562-a4c6-39c6189b551d,2026-01-31,Delivered,2
68e8d950-b6e9-492a-b7bf-dadafa2efd5a,390a7a5f-16ff-4e29-9a5c-2ecf7ce09afd,2025-01-18,Delivered,2
dfcadd02-3eb1-490f-85bd-2f6245dffda7,5a1a52e7-eaa5-4403-a708-eee5ef35e7e5,2025-05-24,Delivered,1
bf7b6066-b03c-4b75-9d9a-7187eee18930,5e22adfc-f73a-433b-9c46-54c0bdd8954c,2025-09-01,Delivered,1
00a91783-d91c-4b7b-b5c7-de3148112656,95823d6c-72cd-4eb4-be7a-54e066e5a688,2025-05-23,Delayed,4
8fb8de91-7a06-48c1-8d1b-1b8805c63e8f,fd59929b-38da-4fdb-83df-0e77c8f41458,2025-05-27,Delivered,2
bb3d1ee4-48c0-43d4-9670-e84f363bdce7,e13a82fa-3f74-4c7c-bcd4-24047aee60a7,2025-12-15,Delivered,1
f88f130d-b99a-4541-80b8-dd89db232e4c,4f0b2af0-3ce6-4f04-8358-abc51faace2e,2025-07-02,Delivered,1
b99df29b-3b0b-47ad-8cd8-06496fd6ccdc,c77b2ad4-a1a0-494b-bb1b-3e629f7ffffb,2025-06-06,Delivered,2
10cb7754-fad1-4030-a15b-5d6d0de9f658,5cc67f95-0615-4649-8a6d-99115e84cfa1,2025-10-26,Delivered,1
d581774f-9acf-40a7-9c8b-bd81737e9350,58ffc6a1-b0c6-4409-91d8-aef39cc8ce1a,2026-02-26,Delivered,2
9fac6c46-1b3f-4117-8262-e88b6e8097c5,4608a2de-d4d1-45d6-bc1b-28f0e06d18c3,2025-04-29,Delivered,1
23e3f5b5-f924-4168-ade2-87f98b92d5e4,3083ab1d-a67f-4c9b-bcdc-f67b8d839dbf,2025-11-03,Delayed,3
f2f410c1-006f-4c9a-9dd1-aa6abf710fef,440b3d48-9566-4c2d-bf6b-9dbeb7b56e27,2025-04-16,Delivered,1
f968fffa-0897-4302-8f32-1213caf94193,3a1b5ba2-326c-425d-a144-fc9663e52a05,2025-12-27,Delivered,2
2a4d3c61-97c2-43ac-899e-1e58c554d023,38779e7b-4354-4d84-8d13-0d4fc30faf7b,2025-06-18,Delivered,1
a7f4e33c-b322-41d6-95a4-78efe349b1e2,0944bf72-b0b4-42a3-9b85-53af4afb0633,2025-04-17,Delayed,4
b702f44a-1cf8-4617-a435-d31a74fe61dd,43771e13-26e6-4a9a-bdcb-7f0b86c3673f,2025-07-24,Delivered,2
c635f416-f9ef-4aff-95fb-3d82ce612ed1,0bdb0b78-7933-45c0-8bcb-718cfd208d76,2025-05-23,Delivered,1
a65f7259-9acf-43a4-b77b-c24470920e5d,80334439-69d7-449e-8465-79b47fcf2236,2025-12-07,Delayed,3
6384dc95-0dbd-4819-8325-fcc40b92e90d,d05492f0-0a50-469e-80db-a0b2cf51b4e2,2025-11-10,Delivered,2
c393f991-64e2-4563-977f-d50ae04d24ad,d442548a-c35c-4abf-a4ac-445d7eb4601c,2026-03-27,Delivered,2
432554ab-3b4c-40ed-9757-997f02a9c2db,5b008b16-3ef7-48ea-98e4-94e6f5ad102d,2025-10-12,Delivered,1
53e7d475-3dc6-4376-9b93-55dbaf1deb64,226ce112-c953-47cb-9b6f-9f4e3492ad6a,2026-01-31,Delivered,2
6c498687-f6c6-4c0d-aab6-1479af6be881,b5cb6f83-2544-4151-b9a9-550a7fba0c3c,2025-03-09,Delivered,2
6f1f848e-b9b6-490a-a579-3807838dc652,cb9cbe03-6128-4a8a-9822-cd678e7abe4b,2026-01-26,Delayed,2
dd837919-99a0-4f1b-b610-1f3190f8e0f6,7766b6fd-12de-41f6-b337-fda621e70f87,2025-10-05,Delivered,2
0a7c3f53-db3c-4c95-b09e-2e705bfdbc4d,1a3167a3-aece-4a5f-9109-092d65830fa8,2025-12-28,Delayed,3
a27280b3-0f06-44bb-9a6a-e401e3b8c1ea,56fd92b7-2b78-4a37-a054-4799b2b6591b,2025-01-27,Delivered,2
969e84c4-864b-4a06-a2b8-1ee0d12449e8,02b79b9b-a0aa-459e-98d6-46d543dcfd9d,2025-03-03,Delivered,2
ad737d41-36ab-430b-9eb0-a7b270854c44,e129c98d-5516-40ef-87a9-df17a7ad1d01,2025-01-25,Delivered,2
bcfeb50d-edb9-4e28-9680-0b5b35b2616b,f38aa1b8-e400-49fe-9485-117be1290aff,2025-04-04,Delivered,2
496ce194-c792-40a5-bd51-d61d2a19f74e,9815445d-dbfb-4d46-a081-778a0995d383,2026-02-07,Delivered,2
226dad6b-b1d7-4204-a747-0cdc8fa84807,3da82a4a-2f8e-4c08-b4f0-0d98a89a5ce7,2025-11-17,Delivered,2
b46d9646-f867-407f-b515-a780125fef4a,da017c87-b342-4cb2-8fd0-28aca611d00d,2025-02-02,Delivered,1
be8f6471-90d5-4641-aa6e-bd9783c5d435,0491b90b-789e-4fe3-92f4-4b807b3257ac,2025-03-29,Delivered,1
8eb062da-e456-47b4-985a-677ec76feebe,6179ff65-10d3-4507-b516-62ec657b50f9,2025-04-19,Delivered,2
0edf7730-d9e4-4321-9815-b6a581c0b37d,bbe96034-b731-4c1f-b3b4-4dc6b23ee1ad,2025-06-18,Delivered,2
ccfa38fa-0b09-41ba-a4d3-139f4d818ebb,2736c118-a1d8-42b2-930c-9054991903e9,2026-03-09,Delivered,1
e97258d2-b536-490d-bb3d-17ea7b0077a6,4e2c3aff-cd81-49fc-b2b0-220369ee36d2,2026-02-13,Delivered,1
76c5a2e9-16ec-4c8a-a879-c9902dcc604e,4916abc6-13fa-42c9-9f69-af6a91b0695d,2025-06-14,Delivered,2
37125d55-d286-4fe6-8e5b-a242e4e057e7,3be5f793-28ff-4016-a46e-64f5b0661413,2026-01-23,Delivered,2
72b8d026-1fdc-49d3-a8cc-cd58eaa2de74,307e3fd5-0604-4a4e-8028-e583da817526,2025-06-18,Delivered,1
43699ff5-5913-4926-826d-2e6e33d151b8,5fe00d0e-fac1-4ccf-a2e8-97d84c4aa4fa,2025-10-11,Delivered,1
58454ef1-3628-4158-83ba-d36b48dc3bc7,47d569d8-d092-46aa-9759-d6944d6c5543,2025-07-22,Delivered,1
59af4260-9c2c-42dd-b9f0-90c3b24780a4,6ccb9b12-c85d-4c30-a846-9816138600da,2025-02-19,Delayed,2
123161fa-d8e2-4a96-8fd1-3550c8ae4eb6,967d6d6e-f175-4927-9121-d9cee989cabc,2025-07-29,Delivered,1
3f114f99-b31f-42b7-a8d0-55a7b83eac9c,20463051-e07e-4726-81b0-9da12b22bc55,2026-04-04,Delivered,2
58b69fc1-3c8c-4c65-9db5-2e370852d5df,559f09d0-6b8d-47ff-861b-8181ea393f76,2026-01-05,Delivered,2
1e39f7f1-0f02-4e3a-96bd-087c3046ce64,22c1ae7c-bf9a-4ced-b94e-4b92d603bee2,2025-12-06,Delivered,1
9283c5ce-36b2-4964-86d9-b94adc3f9572,e4418402-8271-48a7-9108-57f0006503e1,2026-02-12,Delivered,1
b2ba6415-3cb3-4480-80cf-15bfe2d8dc0c,3295f6f1-d2db-47c8-a9c2-40599106d315,2025-05-12,Delivered,1
4e17ff1f-148b-433d-870a-403945bdbf62,b55c0bf2-ead6-4676-8e87-5200d2573ca4,2025-06-06,Delayed,1
03798d30-9b62-491d-9ef8-2737e6eaa94d,c9c8a427-a278-4961-96ad-2e7a775ed64b,2025-06-01,Delayed,1
be9523fc-6b2c-4fc6-8781-db0d1d639661,038d3101-7801-4f1f-a577-99bc612662b0,2025-10-30,Delivered,2
