inference_id,shipment_id,model_id,prediction_timestamp,delay_probability,risk_category,latency_ms
9149d7e7-aaa0-438c-8b65-a9f9e9911cfb,dbdb1359-37c2-4acf-b855-1c7940b8a61f,3ca20d7f-49b2-43a7-9638-5c1ec28359e1,2026-01-14 13:36:00,0.25639,Low,94
e9de16ab-2200-49f4-8620-3bdc596aa898,4bd56ae1-e29e-4c5f-9020-8e22810b3a3e,0667832e-a94b-4a07-8c7d-913427a09f7a,2025-04-23 09:19:00,0.22979,Low,565
1d6ff2d1-55c9-47cd-92c7-aaa78a434f30,f9a5e338-612b-4277-b3e5-b217f5052b69,3364d44e-a0af-44ca-b216-a923df139ad3,2025-05-23 19:33:00,0.14424,Low,74
2c45fb4c-0dd5-43dc-8c55-746cd64ed366,59c91d80-c10b-4ab9-a42f-6cca9997e1e2,32bdf45c-cbe8-4b76-afcd-7aa752a658d1,2025-12-31 14:22:00,0.30261,Medium,673
d55866bd-6f7c-4560-a486-e1b9ae05c6b0,69f82d20-3011-42d2-b151-436ec9afbbbf,6e7ec81d-4a13-4a2c-aeea-c11407f7b1a3,2025-02-16 20:02:00,0.23619,Low,536
50d0b633-8d23-4c68-ba74-9f595a3ea491,f2a2bec3-4db3-42a5-add3-99d1bbbe8df2,e4688b4f-87af-479c-be59-8f1d1ec9de91,2025-03-02 14:02:00,0.09832,Low,167
4f162085-4d35-45af-9c8b-5308d0a049c4,7b48b5fa-3361-4369-b045-89bb5577482f,243d3243-0c8e-499f-b1fa-94cb9af8ce5a,2025-02-12 15:20:00,0.28743,Medium,765
c9d80899-8084-4fce-940d-93c8fd6a2667,a0de7924-4f0a-41d0-9903-b102730aca78,02b27519-45b0-49ac-b87f-5fb3bf2787c8,2026-01-22 13:00:00,0.22331,Low,193
eecbbd93-98b1-414a-a80f-d4416f4de05a,d952f5ba-ce31-4a85-aedf-2e6c78bf7729,47a9bd72-1045-40ad-9608-d77ec076a720,2026-04-02 18:17:00,0.46246,Medium,506
8a03ff54-e7a9-4b80-adb9-099f68c4424a,e25e4fab-e213-4df1-847a-d9a004b6c672,21875694-0bd4-44a1-8206-9aef34519181,2025-08-02 13:10:00,0.06906,Low,460
b8a0b9b4-4d95-4ca9-8016-a9cfb6713c6c,1f111f2c-da6c-4341-b355-9ee0aadfeb06,9edc4bce-fdb4-4e94-9f5d-b49f4894f016,2025-10-30 13:48:00,0.09798,Low,510
462cbe6f-b197-459f-b9cf-ec57028feea7,a2855800-6d8c-453d-9b65-6172d17010ac,5267a0af-a562-4851-8fa8-a5b954ec48f4,2025-12-05 16:00:00,0.11643,Low,109
53bef87b-0d68-4051-ac9c-748d3ca90391,3917879e-5ac6-4ddd-99bc-9888f03a0e9e,e5d9483b-ba25-48f3-8ce0-f6e5d30b0786,2025-03-29 17:52:00,0.44235,Medium,778
8217a9d8-28c5-467d-bba4-bd71a72a2ffd,7d02e36e-a619-44c1-a66b-aaa5a0cb18d4,7bc10cc3-1c0a-4e34-9c47-1bcaffe7cdde,2025-08-31 15:44:00,0.29261,Medium,447
85565dcc-80a2-4df6-b7b7-b7d4a6e650eb,68e4edc0-29c1-4988-9448-356081077627,5599a849-ac56-4bfa-832b-6c4e76d7ee95,2025-04-06 22:21:00,0.13648,Low,232
9aa58d07-1605-4925-854b-9fe83d8384b1,170afafb-872d-4662-9f14-b4987f59e842,0b90bcbd-23c2-4e1b-a3e7-3dfcdd5d2b66,2025-04-06 09:17:00,0.74504,High,645
f34ffc29-8cb3-43e2-8d7d-005e93a9923d,7074da33-fe68-4549-bf89-24cdfef3d491,f6a5c040-4326-4811-90f5-3a954d2ff0a7,2026-01-04 18:14:00,0.33258,Medium,740
4652cab3-cc4e-456d-b279-d94bf57c4d57,3a3293bd-2446-4e5e-b733-51b076974f5b,09464870-cb55-44b2-98ca-9c95e8dfe346,2026-03-17 08:57:00,0.24347,Low,602
ff49014b-a4a5-4335-882e-b32b3cbcf291,4e9dabde-0ac6-4be4-a6aa-5cc697494340,542fe98e-6bc6-42a4-b639-538e7d3f578d,2025-07-13 21:56:00,0.14891,Low,771
dd7f940f-c818-456a-a050-2d3ab24ffa26,98324d21-e12f-4343-bb39-032e88fe450c,a25790b8-414b-4915-8a8c-ff6d03a74b8b,2025-10-25 14:00:00,0.74036,High,119
d512d158-1f8d-4182-9496-1fcbbb665784,88b6ab28-a0b3-46e9-8ccc-f58591f82d81,7a7f62c1-614d-478c-879d-3bb23b134b9d,2026-04-05 12:37:00,0.11335,Low,208
3b29df98-c7ff-4945-969c-5056ee42b59f,b3b913a6-8ff0-4ee2-8721-f893c7da1009,789105c0-e6a6-46fe-b193-58109d8124fa,2025-07-12 15:33:00,0.30928,Medium,653
62e48456-c27f-4ff7-8e48-4e1b238b5c53,699f3484-2724-4b99-ac15-3906aba97694,76d5c2bb-39e8-4538-bfd7-bc98d3e3984d,2026-03-12 12:53:00,0.111,Low,616
cec8ea47-952a-4472-94c8-e31a754cf053,ff7e3bb6-2076-4867-9636-6f913b44a651,2a30d3b6-b132-422d-a850-0968d8a7854d,2025-05-10 16:25:00,0.8073,Critical,587
3dabf4cc-d9f0-4aa7-bd8d-d02950cc81fd,b0a5ff2b-f3bf-451b-8ee6-e857d16f3cb6,7f16db36-098a-4a48-b356-142cf0c4b4cf,2025-01-02 17:11:00,0.0435,Low,678
c243eb52-352a-4045-b2f9-bb33e3563e95,4dbfd38b-cee2-4a3f-a804-52da0a988559,83b25e1a-b79b-4c45-b1e7-2649cb87b429,2025-04-14 17:42:00,0.08275,Low,767
246ae274-df67-4774-9250-66de65ad4760,847a9bf6-9ae6-4534-a200-b959e160efb4,17289d5d-6d48-4438-9f05-f667abda19aa,2026-03-22 15:44:00,0.06331,Low,737
fd847d7d-9fd8-4bb6-bcc7-7ea0c74d163d,ecec55c9-5d3b-4ba1-ab82-666d094926d6,f9f6cac4-8f1c-4d4a-812a-a8e13e854c96,2025-01-04 18:58:00,0.36745,Medium,637
f50702c1-8c67-4bb1-8799-8891671233b5,2faafcde-f35e-46e8-b280-c466737f1482,0b1e71ff-bfcc-496e-9e7e-adc80688b1eb,2025-11-04 08:31:00,0.14307,Low,552
b48dabe3-0bb7-4ca4-9017-ee27465be541,cc4c4a90-28dc-47b2-9ab6-ce35bec68d7f,17f6fbf6-312e-4d0f-9d3f-f72d8a917a71,2026-02-02 13:06:00,0.10448,Low,707
9291d22f-57b1-470a-ad01-df59ad88537b,744ed46c-295d-4390-9caa-093ca2495fab,aea21025-23cf-4a13-8dea-8479329127e4,2025-04-29 12:43:00,0.17234,Low,228
f205cc80-aa87-4824-b3d7-f07dd2c8854a,2578b7ee-86ca-4958-bf98-2d545f7ddcf8,e5690515-c657-4f48-9133-26fdecc18a82,2025-06-18 18:43:00,0.26156,Low,296
78c175ef-b93f-401d-9ea0-d5271b6faaa1,70c23394-2977-4cb4-934c-d4030f5bc6e3,8c8d3cba-47cc-42e4-a8ee-c39de64e0f84,2025-09-25 22:45:00,0.10145,Low,216
33372eb8-c9f7-4eb1-9383-64991defe2b6,715136db-3320-40a5-86f5-0bfd263bf377,0bd9421e-8f2a-4e28-822f-ea56648f5a8c,2025-11-01 18:50:00,0.14328,Low,247
5130833f-22a9-4c2a-bb14-3b4578ccb222,cb9bebd6-fcb6-4013-96ae-edcc47a6b371,217cf5ce-505c-4490-b9c0-ec76a42c29c9,2025-01-17 20:11:00,0.5136,Medium,617
fe0263aa-e9d3-4f77-bd2c-fd45facac7db,f3de0f6d-532f-4411-873e-efa5a84d38b8,ef2b882d-94e9-458e-8df3-fe553dd668a0,2025-04-11 19:00:00,0.05133,Low,50
29d92dc4-b3be-47dd-b134-8408f8b88421,f41b5733-7e43-4a47-a9f7-0657177811bf,c5c63959-4aa6-4cf8-91f4-a2165baf466e,2025-02-26 15:42:00,0.29347,Medium,104
3e955e4b-59a8-46f5-970a-08cc6c5e03f6,8f3dbd71-f84c-4307-84bf-5ae2671ddeb4,86ac0994-76d1-4b1c-8eac-402c3d95b81b,2026-02-23 15:30:00,0.28767,Medium,228
bcf2a5fc-bc6b-49cb-97fa-cae8101cf698,ff2d7e0d-fb4e-4f13-a7ec-c7ed28e25dff,ce08e7cb-a049-4172-bb09-6ae0074fb91c,2025-09-01 19:45:00,0.25784,Low,287
5a5999ba-22fb-4c97-af12-fd2959307d41,24f8a30d-e315-4d56-b7ea-f554a2304c7b,bc01f607-64ec-4d7c-81ba-531fd6925f41,2025-12-22 11:09:00,0.46924,Medium,325
016106e0-20a3-4dcc-9be5-24255ae44914,7952cdbe-1975-4e37-b276-5dec6efd27e4,2d64ea95-7236-4c0f-9b8a-c93a1c9fe878,2026-03-04 12:18:00,0.1756,Low,339
de9d897c-5651-4578-960c-f74cb2faf8be,fecbed5d-64fa-405c-9757-f0bd01463311,db210a6d-e103-460b-bf67-95589b7c2154,2025-11-11 14:08:00,0.08529,Low,266
67dc101b-50ac-4347-a5ef-972a9884b808,c7572819-1b8e-4dec-a323-4839f35b9d57,eb88347f-f3f5-4ca1-a4ac-22ba5abb05a1,2025-06-24 11:38:00,0.14408,Low,751
26723032-0629-4b07-941d-3f175b505861,6887de15-06ee-4673-ba72-e2cc7e3ec8cf,e6954003-387d-48fb-87e9-bd7610d5981b,2026-02-26 09:43:00,0.18367,Low,463
4fbb17e6-7f22-4c79-b60b-903eff5d010a,a740adba-3b5f-4cb3-903d-2ad8fb7293fe,9849df79-dfcf-456f-ad14-332da139fc9f,2025-07-28 19:15:00,0.43997,Medium,577
1b61b223-2e77-4b29-94ce-ada80d4dab95,9621f665-d763-42dd-acc2-43a9d45b5cb5,4c56e18d-2b64-40f2-bb36-c4ee5ac6d784,2025-11-28 21:20:00,0.0498,Low,467
e9a98f1e-d4bb-4ee0-a16d-72967c0ed6a3,9f01265b-4a54-4451-973b-73cf77b988ab,1f936bf2-3ad3-4e06-a66d-52824f7c6a91,2026-03-14 19:05:00,0.66951,High,254
b1eec8bd-0d42-4ca4-8e9a-65d2076aa2a7,73a57c86-a9b9-4415-add9-d514ddacbb83,55ff955e-9a07-4b2b-8045-b63209db9b7a,2026-02-15 14:05:00,0.21502,Low,663
37a1ea66-1bde-4846-b5ed-5f0c983c1107,282d71aa-3f2e-4673-9325-e12dd9930501,3239e967-e866-454d-96e3-cc7e36d1810c,2025-05-23 17:05:00,0.27598,Low,604
12a77c05-ae6c-4b55-998b-f8a6d9e37054,1d103414-954f-4eba-9cca-3513d94f185b,2dd8d8a3-df8d-4c53-9ad5-85c44b75ab8c,2025-06-29 10:28:00,0.07336,Low,111
fa05c0d7-a074-4ee4-ae29-1d3351b871be,8f6bb357-8979-420d-b34f-021754181e92,a4b2175b-a073-48fb-8f2a-dfc6abb1f272,2025-11-09 18:13:00,0.4007,Medium,248
e240e4b6-6ce3-47fa-9102-55c26482dc57,735690b6-08fd-4795-9d92-42a02cd6cf39,5e8f6c3a-9ac5-443f-9ec1-35d2edf01f8a,2025-07-09 10:50:00,0.29329,Medium,146
18b7499d-cdf9-4f55-a66c-afa5033bae2c,f4e4049b-62b8-4ed4-90ce-e4593cefc39a,43a5697e-c980-4dcc-9142-d985bf864862,2025-08-25 14:46:00,0.51049,Medium,204
6da70577-6a63-4c3e-bb98-04ad3e4faae0,2137e0c0-358f-46ba-8062-8a5d333fc4aa,5968695b-c3c2-461a-8d1f-01f7f9aab5a9,2025-11-23 17:33:00,0.32521,Medium,153
524411c2-223b-48ea-849a-46f83cd05327,77042492-10e8-4d2f-98df-681e827902fc,db9b8c36-1cea-43a3-8e7a-9a3681161f12,2025-05-26 21:26:00,0.34562,Medium,473
a1c877a9-a775-4bcc-84af-c6524a8d5c92,b3df8660-9386-411a-8547-4d3aa2327473,b494be21-f892-4cf1-b0c4-8c9471c0ccd5,2025-07-11 18:04:00,0.3542,Medium,588
20c453df-a052-4f32-b58a-b047b028e921,5b7b4264-dd7b-4b95-a6cf-6b0534504fdc,3f9db3f5-3163-45b3-9b7f-107497fccdae,2026-02-05 09:16:00,0.17359,Low,451
82b155b7-8a19-48e0-8999-34d598e7f15b,4c163820-db8e-40e7-b7ec-8ec7c84e0af0,5550f154-e4b8-45d8-818c-4400ccafc582,2026-03-09 08:04:00,0.35606,Medium,641
61dfda08-236d-4de8-abcc-6f111f925a68,b98d371b-37ca-4137-8fbf-74297c62edb8,138a9b76-913e-4d29-ae1d-bac719705651,2025-07-06 21:51:00,0.61466,High,106
4f668fe5-631e-4583-b5b9-cb2ae92723f3,61c84b62-78ef-4cb7-a663-f39043b6932b,79f5e1fc-a9e9-44ab-9b1a-cd7fbe37832c,2026-02-23 20:34:00,0.02521,Low,735
e8590b06-bbf8-4df3-9581-4319c6f8485f,bb911ae9-ce71-4182-9d66-60903a146a66,5121730f-0f83-4cfa-8144-115d0c0968bb,2025-12-25 12:25:00,0.66618,High,384
8d07be92-fe4b-4466-8aa2-986f70196498,62440e07-623a-4a0f-833b-be39b3b87021,1c627777-bb87-41ab-bb74-c652b9d7dd16,2025-01-07 14:12:00,0.1998,Low,651
3e63cac1-fdd4-4278-83a2-f40e402e9291,6e6e339e-c6fc-4c9b-88d2-b583ab68123f,df774251-dcda-4f67-a16a-f964e5b7a4fc,2026-03-24 20:08:00,0.32906,Medium,242
54e1173a-1c4a-48bc-9260-f28aeaa1577d,19e1f6c3-cc16-47c5-afa2-67a112dc38b9,c64a72ca-ee74-41ff-b4eb-898472a10122,2025-10-05 22:31:00,0.37481,Medium,123
40c14e4c-6c39-4b01-8377-214159f970c0,22ce524a-bee2-455c-8e32-7b1d10ffb469,3095b0d6-e294-4d52-92ff-f7253feee437,2025-05-13 13:03:00,0.11461,Low,223
61bfd8c2-6acd-4cab-9818-2dda68d649f2,0e1a2bc7-02b3-45c2-b4fa-7bf984f619b1,74859abb-2f06-4ef7-9dcc-28658eb13b4f,2025-12-02 22:06:00,0.62846,High,533
d3ba63e8-0f7b-4bc6-91ba-f2d30ea028bd,050211cd-c661-4952-8bd5-88be9a5947f0,bc89a1cb-574b-49f4-b68c-9ade384526be,2025-08-18 11:44:00,0.75775,High,223
373045a7-bc16-4514-a2b1-8843b3c75836,897ca402-b3fa-44c8-ac47-87e5d94f2df1,fb39dc93-1654-4ef8-9427-2e7db1aed560,2025-02-14 19:53:00,0.1924,Low,64
33f2deb1-28bf-4128-a6de-1efcb4cf08bb,cc75ce93-bd4c-405f-82d7-e5d1a1db1036,4656ae93-82ed-4798-a10f-e4de8bf8a4e6,2025-11-09 11:26:00,0.33783,Medium,671
49dcc9b3-2b63-4b0e-9098-76322ad32710,f85c2b57-af91-46df-945d-4b6e3bacb5b0,0bbe6b9f-6222-4f28-91ee-36ad8deb7c47,2025-12-06 10:17:00,0.18382,Low,619
bc0646cd-e4d6-45a7-8f74-7e51ee3259da,86c656b4-62ff-41a2-9ea9-91c840773779,1536d0a0-bc07-46ef-a53a-28c8d44db93c,2025-09-14 13:12:00,0.25649,Low,225
52b68bcc-a76a-4d46-8d39-3868a0ccd577,36f4b0ad-ce62-4763-a14a-e9d85da9f38c,b11e07de-69b6-4148-95ef-e4d93fc52b6b,2026-01-09 20:09:00,0.3353,Medium,672
20f05569-8c04-48ed-b584-74f9b0b01e28,eccc4c47-7691-4b51-9faf-9d1d84d4e107,8706fb44-8b20-4737-9b00-9c4b74af2422,2025-01-06 09:43:00,0.67552,High,273
fa0b81c8-1ee9-44f0-9064-c3580561943a,6ffe957b-b09f-477e-a1cc-1da110d7237d,d833b4e4-d22c-41b0-a1f2-a75ca124b299,2025-11-19 14:56:00,0.015,Low,539
873d790f-84e1-445a-ae3d-19f4f517c787,efc80eed-fe4e-4694-969b-03a59afce486,67d90369-db9d-45c8-b928-4f198708a5f6,2025-06-10 09:22:00,0.07517,Low,609
271ebfda-18f1-4b00-a39e-2c7ecc3fe6ce,1d366930-792b-4b94-99a9-ba38ba5e96d4,ecb2e240-03b5-477e-a3f3-51b729201a20,2025-12-22 10:12:00,0.56556,High,601
535666ce-d8b1-4fbd-9771-31f264f30889,41493121-5cc7-4f47-94e9-1139e7b5a6b5,83c328ba-0a21-4e4c-967f-0f23785c0635,2025-11-01 19:02:00,0.39634,Medium,358
ad110b5e-a745-4ec3-aceb-5b3722dc9128,9d23603f-94c8-4e46-8d5f-e20d9a6b81cc,5a01c8c7-17dc-4ee6-b150-7e4b3123559a,2025-12-31 15:32:00,0.18466,Low,66
25712d1c-7951-4e50-bebe-1ce242b82963,844b2602-5314-47e6-bb1a-bfeee14931f8,389547b9-1c49-4437-b677-3db01cb4bde1,2025-11-17 18:15:00,0.47461,Medium,216
f5cf1754-201a-4974-bb78-05c698a3a8e6,16cca165-c838-440a-9dca-556dc15aad9d,97380bc8-f50b-48c3-93bf-0d3842afcb1c,2025-05-08 10:43:00,0.05363,Low,635
ab582d55-0909-41e7-a320-387ccd54925d,39932988-054d-4910-9304-0746b1b12914,090082f9-77bd-4d6d-8214-5f7b579421f2,2025-07-25 19:50:00,0.1287,Low,769
680958c6-d4a8-41ce-87d9-33d02c9acec8,26a95fdf-ddef-4105-972a-426238762004,02d9068b-b469-40a5-9389-ee63743ab64d,2025-09-20 17:14:00,0.09653,Low,100
06df3200-ef8d-462c-83de-8ae07493c50a,bbf71d98-b9e8-4987-9312-6b84917c2a1f,24755f06-9a7b-4605-803c-140175b5eb93,2025-05-06 22:34:00,0.70558,High,730
025b7dee-abdc-4e54-a007-8a60dea477c6,a4144a91-be27-45ba-8bb8-acca81536150,c4360c3f-5d0b-4eda-b07f-50f5fc86d017,2025-01-19 13:48:00,0.41587,Medium,719
30843620-fbd2-4a18-a489-fdba6e598e1d,48ff7a38-a5ed-45a3-9586-c226fc40e789,673978c7-4241-4821-8635-4c86141c50b7,2025-05-23 08:26:00,0.24802,Low,97
aceae713-2d14-4d39-8bd2-ef7a78bb9346,7d56b23f-e62c-4d4d-a38f-b00c5c106245,5d221bfc-65b0-450a-826a-d2b178c05f78,2025-12-27 20:23:00,0.07431,Low,248
9a256fe9-574b-4d27-a0f8-a03e6cc8d6a2,a313eaf1-7a32-4876-bad6-62663df8774d,8f238db3-8244-4bf6-b224-e150a24de8a9,2025-08-31 19:45:00,0.47111,Medium,60
7e31d7a8-a534-4c15-aef5-44767a293555,50d18249-69d5-4860-8f62-af4c2c195077,c401acf4-12a3-4638-8a1e-fbfa00233718,2025-05-05 14:36:00,0.79402,Critical,406
29195e97-f634-4d3b-82fd-dbe85e676c42,0debc6eb-f0bc-440c-8c95-1c15758a8f5f,9c4def20-dd3e-41de-a035-416b9a4a14f3,2025-09-05 10:55:00,0.66143,High,259
d5db0aca-0f35-4411-ad60-fc12bd04651f,223dabe5-8aa6-42c4-b44a-070d0123c8a5,1cf52c14-177d-43e1-a875-41e7a1772313,2025-12-07 15:04:00,0.44615,Medium,546
0c4f13d7-0a5c-41ac-bc8c-285be945458b,f6c3fdc5-9b4f-490d-a76b-3dcb566333b7,eac80b81-4d8a-4340-b89a-b968616d13da,2026-02-01 17:36:00,0.45168,Medium,678
59961ba3-5fc2-40f8-99d9-4f19b8c6a3a5,19439d31-1c90-42d8-81e7-ff163ca7bfbf,8c6f33a9-50b8-40cc-a02d-2b07f0d5bde2,2025-08-14 10:55:00,0.12885,Low,736
73aa7bb8-9944-42c3-9285-38a86e3bba4a,7d306728-54a9-40ae-a160-97f73e0ff2c4,0bbe6b9f-6222-4f28-91ee-36ad8deb7c47,2025-08-02 20:51:00,0.55955,High,66
0713455a-ce6c-4c4b-b911-0615af041c2f,4868dfef-5d3d-4374-957e-a7ccbc59fc7b,17632bdb-5774-4c5f-83d7-c2dfd9b61451,2025-12-25 19:52:00,0.20861,Low,617
972b34e2-77bb-4992-ad1b-d86007bed4ce,f6859e8c-194e-497d-bca9-948b23f5bf2a,b311ebfa-a17e-40d1-abfa-e8ae4039116b,2025-04-13 11:43:00,0.10384,Low,711
940c387e-f4d8-44b2-990c-6523f6faac1d,3df2c137-16a6-4cd6-95b4-8a27b810e8cc,0d46d8ff-1d2e-4f9f-8c5e-5b7bbc58c314,2026-02-01 12:53:00,0.08218,Low,715
58a97a74-ef92-4035-b279-cba45bf7f375,448bbd2c-7655-4eb8-b529-40d1ab659108,a6cfd815-01aa-44af-a234-3708a30bfd79,2025-04-03 11:52:00,0.27627,Low,676
357e0599-7398-4d01-b7d4-79fb9e64af4e,4fb21a69-05f1-4603-9592-96be697d7922,e55af064-852e-4bb8-a53c-4f06d8eeb011,2026-02-02 12:39:00,0.07469,Low,308
1f458b0c-1081-4f31-8606-2667b494068a,032f0aeb-c797-445d-b681-5b79eef0c3d8,99a5f98f-89b2-4c08-b377-b797c14db12e,2026-02-23 11:43:00,0.06461,Low,213
5cdd74b2-b3d9-479c-a8b9-15270e02f5f0,a92ba009-2bfe-4eb5-bbf8-28032eaf4213,bcd169ea-4036-4e22-beca-8d921c5180e0,2026-01-10 21:44:00,0.49182,Medium,582
21d6abee-ae0d-461f-983b-f32034ed9724,cc31e987-37bb-483a-a89f-d76c2f1eea28,9c1be782-8278-4014-9386-da066091a549,2025-11-29 22:13:00,0.05555,Low,249
eb9c4f5b-bca1-4fe5-aa36-3c6e5c70518c,a0920ce4-a13c-4422-81a2-6e920bacb557,580f2870-8b0d-4e69-b6d0-604d66da9bb9,2025-07-04 14:22:00,0.14705,Low,762
8259e81c-8862-4aaf-931f-efbe8cc15819,aa2b1747-5be4-4d44-b95d-acc224e0a715,573cdf02-6c74-49cd-a02b-08e80f79abbf,2025-02-11 13:10:00,0.82497,Critical,762
