alert_id,shipment_id,inference_id,alert_type,severity,recommended_action,alert_status
d9002d05-e56f-42a5-9c19-7a4e0d180a9e,d11529e1-5c7f-40fc-b991-ce8c93690393,e8f9586f-3fc9-43cf-9e0e-c7b40809da29,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
ec83da03-b835-48ad-b269-503c688caac6,8e195477-b47a-43b5-aee2-ae6eae252d1b,10d003c3-3e48-4dd9-8a33-122f4c10f9f2,Document issue,Low,"Request document review and confirm invoice, packing list, and customs fields.",Open
49bda49e-deca-4d6e-99f3-30c560fd9c3f,758f238c-3a26-41ba-95da-95105b09554a,4781478b-f40a-4a3a-911b-ddd73f1a1367,Anomaly,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
b3a1cf22-d3e5-4ddf-b5e0-f9bbe3525591,dbdb1359-37c2-4acf-b855-1c7940b8a61f,9149d7e7-aaa0-438c-8b65-a9f9e9911cfb,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
3e0e6603-428d-4267-953c-ecf17d94467c,4bd56ae1-e29e-4c5f-9020-8e22810b3a3e,e9de16ab-2200-49f4-8620-3bdc596aa898,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
e666155f-c9a0-4897-9a7b-d00ad76736c3,f9a5e338-612b-4277-b3e5-b217f5052b69,1d6ff2d1-55c9-47cd-92c7-aaa78a434f30,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
a7b355e7-e7c6-49af-8833-fe9cc47cc560,59c91d80-c10b-4ab9-a42f-6cca9997e1e2,2c45fb4c-0dd5-43dc-8c55-746cd64ed366,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
c535e2cd-42ab-4b3d-b4c4-61b3d04c12db,69f82d20-3011-42d2-b151-436ec9afbbbf,d55866bd-6f7c-4560-a486-e1b9ae05c6b0,Customs escalation,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
e57549d0-86eb-43f3-afe9-1173172024f6,f2a2bec3-4db3-42a5-add3-99d1bbbe8df2,50d0b633-8d23-4c68-ba74-9f595a3ea491,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
cf67a33f-a550-4be0-9bae-52c5de85e94b,7b48b5fa-3361-4369-b045-89bb5577482f,4f162085-4d35-45af-9c8b-5308d0a049c4,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
16074eae-b28e-446d-aee4-420466ad59ca,a0de7924-4f0a-41d0-9903-b102730aca78,c9d80899-8084-4fce-940d-93c8fd6a2667,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
dfd7eb7e-f539-4ed6-95e7-71020203c2a9,d952f5ba-ce31-4a85-aedf-2e6c78bf7729,eecbbd93-98b1-414a-a80f-d4416f4de05a,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
5e7426cf-8c63-4290-8fab-fa6dd0b29473,e25e4fab-e213-4df1-847a-d9a004b6c672,8a03ff54-e7a9-4b80-adb9-099f68c4424a,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
d71b435b-4f53-4ee5-8d5f-5f9eefac0747,1f111f2c-da6c-4341-b355-9ee0aadfeb06,b8a0b9b4-4d95-4ca9-8016-a9cfb6713c6c,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
f2290f04-6555-4c5e-aace-136a7d478356,a2855800-6d8c-453d-9b65-6172d17010ac,462cbe6f-b197-459f-b9cf-ec57028feea7,Anomaly,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
76c4663f-02b4-46af-a134-05ee8e6a13dc,3917879e-5ac6-4ddd-99bc-9888f03a0e9e,53bef87b-0d68-4051-ac9c-748d3ca90391,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Resolved
152db864-b9a9-4b92-a35c-957ff0b58fc1,7d02e36e-a619-44c1-a66b-aaa5a0cb18d4,8217a9d8-28c5-467d-bba4-bd71a72a2ffd,Customs escalation,Medium,Monitor shipment status and refresh prediction after next tracking update.,Resolved
4e573072-86cf-4f89-ba79-aa1a9235409d,68e4edc0-29c1-4988-9448-356081077627,85565dcc-80a2-4df6-b7b7-b7d4a6e650eb,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
1e7529ea-2909-4ced-8780-33f5305f2200,170afafb-872d-4662-9f14-b4987f59e842,9aa58d07-1605-4925-854b-9fe83d8384b1,Anomaly,High,"Create proactive follow-up task and validate customs, weather, and carrier status.",Acknowledged
147bf19c-94ae-4a6e-bc1d-9fc81ca88d0a,7074da33-fe68-4549-bf89-24cdfef3d491,f34ffc29-8cb3-43e2-8d7d-005e93a9923d,Document issue,Medium,"Request document review and confirm invoice, packing list, and customs fields.",Open
31c198cd-1bc7-4f1f-aca9-943ab32bbcb7,3a3293bd-2446-4e5e-b733-51b076974f5b,4652cab3-cc4e-456d-b279-d94bf57c4d57,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
b3ee94e5-3ce6-4e0a-b41b-ef1b730a0658,4e9dabde-0ac6-4be4-a6aa-5cc697494340,ff49014b-a4a5-4335-882e-b32b3cbcf291,Anomaly,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
ab948fe2-bdda-4dfd-9e05-011231d81982,98324d21-e12f-4343-bb39-032e88fe450c,dd7f940f-c818-456a-a050-2d3ab24ffa26,Anomaly,High,"Create proactive follow-up task and validate customs, weather, and carrier status.",Open
2eda8b2a-8c17-4a72-a5f4-59693c744486,88b6ab28-a0b3-46e9-8ccc-f58591f82d81,d512d158-1f8d-4182-9496-1fcbbb665784,Model drift watch,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
0c3c25af-8861-4228-864b-cb70e3c666d1,b3b913a6-8ff0-4ee2-8721-f893c7da1009,3b29df98-c7ff-4945-969c-5056ee42b59f,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Open
24eccd48-ee9e-4c4e-bd9d-a238f9e592d7,699f3484-2724-4b99-ac15-3906aba97694,62e48456-c27f-4ff7-8e48-4e1b238b5c53,Customs escalation,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
ca16e58b-2ce9-4026-8d9c-7265a37f5ada,ff7e3bb6-2076-4867-9636-6f913b44a651,cec8ea47-952a-4472-94c8-e31a754cf053,Document issue,Critical,"Escalate to operations lead, notify customer success, and review route/carrier alternatives.",Resolved
a37d3fde-1026-4bd2-9e4a-42c14488199d,b0a5ff2b-f3bf-451b-8ee6-e857d16f3cb6,3dabf4cc-d9f0-4aa7-bd8d-d02950cc81fd,Document issue,Low,"Request document review and confirm invoice, packing list, and customs fields.",Acknowledged
17876c86-340a-4cb8-8b87-32dbd11effd2,4dbfd38b-cee2-4a3f-a804-52da0a988559,c243eb52-352a-4045-b2f9-bb33e3563e95,Document issue,Low,"Request document review and confirm invoice, packing list, and customs fields.",Open
06c578a3-9bcd-4261-b82e-b69fdab6931b,847a9bf6-9ae6-4534-a200-b959e160efb4,246ae274-df67-4774-9250-66de65ad4760,Anomaly,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
1f3be51c-7983-4e12-a0bf-81ace144e179,ecec55c9-5d3b-4ba1-ab82-666d094926d6,fd847d7d-9fd8-4bb6-bcc7-7ea0c74d163d,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
56cb5ec0-b329-4865-9552-be81351d3684,2faafcde-f35e-46e8-b280-c466737f1482,f50702c1-8c67-4bb1-8799-8891671233b5,Customs escalation,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
ef6bc03e-fdbf-441b-b622-28700b12d9a5,cc4c4a90-28dc-47b2-9ab6-ce35bec68d7f,b48dabe3-0bb7-4ca4-9017-ee27465be541,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
678b2324-c87c-42d1-93b7-46f505a0515a,744ed46c-295d-4390-9caa-093ca2495fab,9291d22f-57b1-470a-ad01-df59ad88537b,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
be3203c7-f6b1-4ed2-b4ff-7728ec0c4364,2578b7ee-86ca-4958-bf98-2d545f7ddcf8,f205cc80-aa87-4824-b3d7-f07dd2c8854a,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
05c8ca95-eafb-4cb7-b7d2-e1a5e57eb695,70c23394-2977-4cb4-934c-d4030f5bc6e3,78c175ef-b93f-401d-9ea0-d5271b6faaa1,Document issue,Low,"Request document review and confirm invoice, packing list, and customs fields.",Open
1f2f7648-47d9-4b35-9563-86f1a340af7a,715136db-3320-40a5-86f5-0bfd263bf377,33372eb8-c9f7-4eb1-9383-64991defe2b6,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
925dbe93-7b40-41f5-9acb-71f0b1bfb684,cb9bebd6-fcb6-4013-96ae-edcc47a6b371,5130833f-22a9-4c2a-bb14-3b4578ccb222,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
f341ffd1-35ce-4a5f-af11-218558beadad,f3de0f6d-532f-4411-873e-efa5a84d38b8,fe0263aa-e9d3-4f77-bd2c-fd45facac7db,Anomaly,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
5e77b80f-835f-43af-8945-69144af5abb7,f41b5733-7e43-4a47-a9f7-0657177811bf,29d92dc4-b3be-47dd-b134-8408f8b88421,Anomaly,Medium,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
a87d3472-1f34-4134-87e3-416a2870a2b1,8f3dbd71-f84c-4307-84bf-5ae2671ddeb4,3e955e4b-59a8-46f5-970a-08cc6c5e03f6,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
9ac95f99-bb6c-476a-a671-79cf5a7e4c42,ff2d7e0d-fb4e-4f13-a7ec-c7ed28e25dff,bcf2a5fc-bc6b-49cb-97fa-cae8101cf698,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
c570377c-e62b-4851-bf9a-3ae7fc8eb51a,24f8a30d-e315-4d56-b7ea-f554a2304c7b,5a5999ba-22fb-4c97-af12-fd2959307d41,Anomaly,Medium,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
497d1ccd-8942-4a9f-8bf8-e1c1514e18c8,7952cdbe-1975-4e37-b276-5dec6efd27e4,016106e0-20a3-4dcc-9be5-24255ae44914,Anomaly,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
2b1613ba-97ec-4b5e-836c-4d3fe3be79f6,fecbed5d-64fa-405c-9757-f0bd01463311,de9d897c-5651-4578-960c-f74cb2faf8be,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
946883f9-0955-406c-afe8-9abf4263c737,c7572819-1b8e-4dec-a323-4839f35b9d57,67dc101b-50ac-4347-a5ef-972a9884b808,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
37415325-6682-4a45-b2bb-f7c27c4e7115,6887de15-06ee-4673-ba72-e2cc7e3ec8cf,26723032-0629-4b07-941d-3f175b505861,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
28162fd7-a218-486d-a60a-ea5b0edf9b69,a740adba-3b5f-4cb3-903d-2ad8fb7293fe,4fbb17e6-7f22-4c79-b60b-903eff5d010a,Model drift watch,Medium,Monitor shipment status and refresh prediction after next tracking update.,Resolved
e3983965-7c77-473c-bde8-1e71873d5111,9621f665-d763-42dd-acc2-43a9d45b5cb5,1b61b223-2e77-4b29-94ce-ada80d4dab95,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
02b407fa-dcb9-4706-96b0-7cbaf3aec6a1,9f01265b-4a54-4451-973b-73cf77b988ab,e9a98f1e-d4bb-4ee0-a16d-72967c0ed6a3,Document issue,High,"Create proactive follow-up task and validate customs, weather, and carrier status.",Resolved
13f48197-5939-44f0-b873-5c77aee0f413,73a57c86-a9b9-4415-add9-d514ddacbb83,b1eec8bd-0d42-4ca4-8e9a-65d2076aa2a7,Document issue,Low,"Request document review and confirm invoice, packing list, and customs fields.",Acknowledged
e86f15d5-8a62-4dcd-a345-37c9951a9fa1,282d71aa-3f2e-4673-9325-e12dd9930501,37a1ea66-1bde-4846-b5ed-5f0c983c1107,Document issue,Low,"Request document review and confirm invoice, packing list, and customs fields.",Acknowledged
30943cb8-5140-4448-8760-640f76d9e29b,1d103414-954f-4eba-9cca-3513d94f185b,12a77c05-ae6c-4b55-998b-f8a6d9e37054,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
7eafddcd-e590-49b0-be00-cb9f683b8022,8f6bb357-8979-420d-b34f-021754181e92,fa05c0d7-a074-4ee4-ae29-1d3351b871be,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Resolved
55e3b0b2-c21a-4526-884d-b49592119a2f,735690b6-08fd-4795-9d92-42a02cd6cf39,e240e4b6-6ce3-47fa-9102-55c26482dc57,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
f08f453e-793a-4020-81ad-6a85b676b5d6,f4e4049b-62b8-4ed4-90ce-e4593cefc39a,18b7499d-cdf9-4f55-a66c-afa5033bae2c,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
41afa285-dba7-44f5-a413-e873b7f1bdc4,2137e0c0-358f-46ba-8062-8a5d333fc4aa,6da70577-6a63-4c3e-bb98-04ad3e4faae0,Document issue,Medium,"Request document review and confirm invoice, packing list, and customs fields.",Acknowledged
e38595f8-e060-418e-a7c2-4420d098a8c0,77042492-10e8-4d2f-98df-681e827902fc,524411c2-223b-48ea-849a-46f83cd05327,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Resolved
eb5f6fec-d3d1-4c4f-a961-aed8e02c7ef4,b3df8660-9386-411a-8547-4d3aa2327473,a1c877a9-a775-4bcc-84af-c6524a8d5c92,Document issue,Medium,"Request document review and confirm invoice, packing list, and customs fields.",Acknowledged
3673ace6-f97c-42a0-8c20-2b71b8ce2f27,5b7b4264-dd7b-4b95-a6cf-6b0534504fdc,20c453df-a052-4f32-b58a-b047b028e921,Customs escalation,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
5ff485b5-5d6f-4a28-8413-741b92ccb2c1,4c163820-db8e-40e7-b7ec-8ec7c84e0af0,82b155b7-8a19-48e0-8999-34d598e7f15b,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Resolved
9b4df535-4f2e-453a-8e02-c61f2fff87ac,b98d371b-37ca-4137-8fbf-74297c62edb8,61dfda08-236d-4de8-abcc-6f111f925a68,Anomaly,High,"Create proactive follow-up task and validate customs, weather, and carrier status.",Open
772242bf-3cb8-4a04-9d04-c7d79d2097d9,61c84b62-78ef-4cb7-a663-f39043b6932b,4f668fe5-631e-4583-b5b9-cb2ae92723f3,Model drift watch,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
1623d56b-fd9d-4a71-9b02-7bbfb2a08aa3,bb911ae9-ce71-4182-9d66-60903a146a66,e8590b06-bbf8-4df3-9581-4319c6f8485f,Document issue,High,"Create proactive follow-up task and validate customs, weather, and carrier status.",Acknowledged
7e1947d9-0b69-4c5e-a356-929dfb60bc0b,62440e07-623a-4a0f-833b-be39b3b87021,8d07be92-fe4b-4466-8aa2-986f70196498,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
d97c6c10-9756-41a2-82e1-f3a49bdc24b0,6e6e339e-c6fc-4c9b-88d2-b583ab68123f,3e63cac1-fdd4-4278-83a2-f40e402e9291,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
c33f42ff-117f-490f-8900-cf3a630436f4,19e1f6c3-cc16-47c5-afa2-67a112dc38b9,54e1173a-1c4a-48bc-9260-f28aeaa1577d,Anomaly,Medium,Monitor shipment status and refresh prediction after next tracking update.,Open
f48e1a3f-1a08-41ab-aa14-3f409edeeb94,22ce524a-bee2-455c-8e32-7b1d10ffb469,40c14e4c-6c39-4b01-8377-214159f970c0,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
30992154-5a2b-4476-a07b-323546fbd25f,0e1a2bc7-02b3-45c2-b4fa-7bf984f619b1,61bfd8c2-6acd-4cab-9818-2dda68d649f2,Customs escalation,High,"Create proactive follow-up task and validate customs, weather, and carrier status.",Resolved
20a7d385-7a72-4426-a246-ba9facb15bb8,050211cd-c661-4952-8bd5-88be9a5947f0,d3ba63e8-0f7b-4bc6-91ba-f2d30ea028bd,Delay risk,High,"Create proactive follow-up task and validate customs, weather, and carrier status.",Acknowledged
b21fd688-5195-4875-9ef7-62f633fc5211,897ca402-b3fa-44c8-ac47-87e5d94f2df1,373045a7-bc16-4514-a2b1-8843b3c75836,Anomaly,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
854fa4bd-b2bf-494f-a81d-16fffe8b51b0,cc75ce93-bd4c-405f-82d7-e5d1a1db1036,33f2deb1-28bf-4128-a6de-1efcb4cf08bb,Anomaly,Medium,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
0f622365-6deb-4776-9563-607836ae044c,f85c2b57-af91-46df-945d-4b6e3bacb5b0,49dcc9b3-2b63-4b0e-9098-76322ad32710,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
d94da34e-0563-457b-ac89-d352439bec13,86c656b4-62ff-41a2-9ea9-91c840773779,bc0646cd-e4d6-45a7-8f74-7e51ee3259da,Customs escalation,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
8b9b9f6c-afaa-4999-8e87-97c98730e3a0,36f4b0ad-ce62-4763-a14a-e9d85da9f38c,52b68bcc-a76a-4d46-8d39-3868a0ccd577,Customs escalation,Medium,Monitor shipment status and refresh prediction after next tracking update.,Resolved
4888b7de-25f7-4d77-9370-2da8274d91ca,eccc4c47-7691-4b51-9faf-9d1d84d4e107,20f05569-8c04-48ed-b584-74f9b0b01e28,Anomaly,High,"Create proactive follow-up task and validate customs, weather, and carrier status.",Acknowledged
d4e253b8-23a6-4c91-a58d-5054dcbdc581,6ffe957b-b09f-477e-a1cc-1da110d7237d,fa0b81c8-1ee9-44f0-9064-c3580561943a,Anomaly,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
76eef428-298c-4252-bcde-15a497d39a38,efc80eed-fe4e-4694-969b-03a59afce486,873d790f-84e1-445a-ae3d-19f4f517c787,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
b54e8293-0a7d-42cc-ba7f-3472f6dbde90,1d366930-792b-4b94-99a9-ba38ba5e96d4,271ebfda-18f1-4b00-a39e-2c7ecc3fe6ce,Anomaly,High,"Create proactive follow-up task and validate customs, weather, and carrier status.",Resolved
2c5f10d9-4fb4-4ccf-99b2-6963407e925b,41493121-5cc7-4f47-94e9-1139e7b5a6b5,535666ce-d8b1-4fbd-9771-31f264f30889,Anomaly,Medium,Monitor shipment status and refresh prediction after next tracking update.,Open
b15a395a-1934-4b01-8085-0e14462f6b30,9d23603f-94c8-4e46-8d5f-e20d9a6b81cc,ad110b5e-a745-4ec3-aceb-5b3722dc9128,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
441da97f-bdf6-4ca3-85a5-988f0923f35c,844b2602-5314-47e6-bb1a-bfeee14931f8,25712d1c-7951-4e50-bebe-1ce242b82963,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Open
bf770263-5e52-418a-8ff4-ea3b9b01527f,16cca165-c838-440a-9dca-556dc15aad9d,f5cf1754-201a-4974-bb78-05c698a3a8e6,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
26ff1a3b-b662-4ada-bfdf-0c710e2aca68,39932988-054d-4910-9304-0746b1b12914,ab582d55-0909-41e7-a320-387ccd54925d,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
fe4d7e71-c45b-43cb-b7d8-a6bc02c7b4b7,26a95fdf-ddef-4105-972a-426238762004,680958c6-d4a8-41ce-87d9-33d02c9acec8,Anomaly,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
222b5c60-3af8-4be3-9fcc-821092a5079a,bbf71d98-b9e8-4987-9312-6b84917c2a1f,06df3200-ef8d-462c-83de-8ae07493c50a,Delay risk,High,"Create proactive follow-up task and validate customs, weather, and carrier status.",Resolved
bc16e04d-87f4-4765-97cc-aaff481bfce8,a4144a91-be27-45ba-8bb8-acca81536150,025b7dee-abdc-4e54-a007-8a60dea477c6,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Open
48adcab2-704a-4103-96cc-5255f116fe9a,48ff7a38-a5ed-45a3-9586-c226fc40e789,30843620-fbd2-4a18-a489-fdba6e598e1d,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
46ac0fc7-7d23-44c0-b4d4-34613585e9af,7d56b23f-e62c-4d4d-a38f-b00c5c106245,aceae713-2d14-4d39-8bd2-ef7a78bb9346,Model drift watch,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
